@relation pendigits-weka.filters.unsupervised.attribute.RandomProjection-N15-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
389.711432,15.588457,13.856406,138.564065,-479.778074,150.68842,-181.865335,169.740979,-245.951215,-422.620397,240.755062,-374.122974,90.066642,225.166605,-31.176915,3
360.266568,131.635861,169.740979,225.166605,-481.510125,155.884573,-116.047404,173.205081,-154.152522,-723.997238,173.205081,-346.410162,15.588457,-32.908965,-41.569219,6
384.515279,64.08588,-100.458947,155.884573,-498.830633,278.86018,-174.937132,173.205081,-218.238402,-502.294734,242.487113,-323.893501,-12.124356,5.196152,98.726896,3
495.366531,226.898656,60.621778,84.87049,-433.012702,166.276878,-98.726896,173.205081,-185.329436,-327.357603,256.34352,-157.616623,145.492268,168.008928,96.994845,2
266.735824,325.625552,315.233247,290.984536,-521.347293,45.033321,-48.497423,93.530744,76.210236,-199.185843,107.38715,31.176915,214.7743,493.63448,-232.094808,5
329.089653,39.837169,36.373067,152.420471,-420.888346,161.080725,-197.453792,126.439709,-247.683265,-393.175533,171.47303,-310.037095,53.693575,304.840942,-129.903811,4
372.390924,57.157677,-31.176915,121.243557,-476.313972,150.68842,-164.544827,173.205081,-259.807621,-554.256258,195.721741,-370.658873,-31.176915,3.464102,51.961524,3
413.960143,-6.928203,19.052559,187.061487,-462.457566,278.86018,-221.702503,157.616623,-239.023011,-310.037095,197.453792,-313.501196,148.956369,202.649944,-34.641016,1
188.793538,204.381995,245.951215,278.86018,-424.352448,-86.60254,-71.014083,124.707658,-43.30127,-601.02163,147.224319,-192.25764,41.569219,322.16145,-332.553755,0
403.567838,24.248711,39.837169,150.68842,-453.797312,147.224319,-185.329436,150.68842,-245.951215,-341.214009,204.381995,-316.965298,116.047404,218.238402,-34.641016,1
322.16145,239.023011,195.721741,164.544827,-311.769145,-221.702503,-109.119201,128.17176,-232.094808,-540.399852,152.420471,-185.329436,17.320508,426.084499,-344.678111,4
334.285806,339.481958,403.567838,351.606314,-557.72036,50.229473,-88.334591,131.635861,0,-327.357603,126.439709,-43.30127,232.094808,507.490887,-290.984536,5
374.122974,48.497423,-36.373067,162.812776,-510.954988,258.07557,-193.98969,173.205081,-244.219164,-476.313972,204.381995,-339.481958,-13.856406,31.176915,53.693575,3
486.706277,237.290961,107.38715,98.726896,-436.476804,105.655099,-93.530744,173.205081,-180.133284,-336.017857,239.023011,-157.616623,147.224319,199.185843,60.621778,2
135.099963,135.099963,213.042249,268.467875,-415.692194,-112.583302,-38.105118,126.439709,17.320508,-490.170379,181.865335,-207.846097,50.229473,351.606314,-316.965298,0
278.86018,148.956369,98.726896,131.635861,-358.534517,71.014083,-71.014083,155.884573,-133.367912,-651.251104,155.884573,-265.003774,-6.928203,32.908965,-96.994845,6
595.825478,174.937132,-93.530744,289.252485,-398.371686,237.290961,-200.917894,173.205081,-93.530744,-467.653718,207.846097,-116.047404,216.506351,57.157677,-90.066642,8
472.84987,-8.660254,81.406388,206.114046,-486.706277,178.401233,-244.219164,173.205081,-346.410162,-564.648563,143.760217,-424.352448,1.732051,-58.889727,20.78461,5
74.478185,65.817931,185.329436,263.271723,-306.572993,-100.458947,-110.851252,34.641016,-46.765372,-211.310199,83.138439,-100.458947,38.105118,476.313972,-367.194771,0
355.070416,60.621778,71.014083,133.367912,-443.405007,83.138439,-157.616623,173.205081,-265.003774,-561.184462,166.276878,-365.46272,-31.176915,1.732051,1.732051,3
471.11782,143.760217,3.464102,178.401233,-592.361376,287.520434,-162.812776,173.205081,-105.655099,-318.697349,225.166605,-218.238402,187.061487,202.649944,65.817931,7
521.347293,237.290961,64.08588,230.362757,-455.529362,239.023011,-116.047404,173.205081,-81.406388,-446.869108,244.219164,-138.564065,197.453792,171.47303,-34.641016,8
469.385769,6.928203,83.138439,211.310199,-504.026785,213.042249,-244.219164,173.205081,-315.233247,-502.294734,164.544827,-394.907584,39.837169,41.569219,6.928203,5
285.788383,131.635861,119.511506,200.917894,-438.208854,154.152522,-100.458947,143.760217,-119.511506,-588.897275,173.205081,-271.931977,31.176915,71.014083,-53.693575,6
467.653718,258.07557,81.406388,242.487113,-476.313972,192.25764,-69.282032,173.205081,-3.464102,-434.744753,275.396078,-129.903811,202.649944,289.252485,-96.994845,8
230.362757,145.492268,407.03194,394.907584,-550.792157,-41.569219,-200.917894,96.994845,-207.846097,-500.562683,64.08588,-239.023011,34.641016,190.525589,-197.453792,8
377.587076,31.176915,-25.980762,98.726896,-458.993464,213.042249,-143.760217,173.205081,-223.434554,-573.308817,204.381995,-407.03194,-34.641016,74.478185,-5.196152,9
96.994845,138.564065,232.094808,266.735824,-342.94606,-143.760217,-71.014083,72.746134,-36.373067,-438.208854,114.315353,-150.68842,5.196152,396.639635,-372.390924,0
336.017857,237.290961,121.243557,107.38715,-304.840942,-161.080725,-86.60254,131.635861,-214.7743,-642.59085,155.884573,-195.721741,-32.908965,188.793538,-200.917894,4
448.601159,53.693575,95.262794,147.224319,-370.658873,-27.712813,-195.721741,124.707658,-313.501196,-448.601159,155.884573,-318.697349,53.693575,251.147367,-166.276878,1
433.012702,36.373067,93.530744,265.003774,-339.481958,135.099963,-280.592231,173.205081,-391.443483,-708.40878,83.138439,-370.658873,5.196152,-83.138439,-185.329436,9
479.778074,280.592231,122.975607,185.329436,-530.007547,69.282032,-72.746134,173.205081,-69.282032,-394.907584,265.003774,-129.903811,168.008928,271.931977,3.464102,7
171.47303,218.238402,261.539672,284.056332,-445.137058,-100.458947,-39.837169,109.119201,0,-585.433173,147.224319,-187.061487,31.176915,327.357603,-306.572993,0
271.931977,161.080725,100.458947,112.583302,-341.214009,17.320508,-65.817931,152.420471,-148.956369,-656.447256,152.420471,-259.807621,-15.588457,27.712813,-90.066642,6
389.711432,39.837169,-41.569219,148.956369,-472.84987,216.506351,-192.25764,173.205081,-277.128129,-531.739598,197.453792,-358.534517,-25.980762,-32.908965,60.621778,3
368.926822,19.052559,-71.014083,126.439709,-502.294734,239.023011,-161.080725,173.205081,-218.238402,-465.921667,216.506351,-367.194771,-5.196152,25.980762,71.014083,3
465.921667,275.396078,133.367912,116.047404,-396.639635,84.87049,-95.262794,173.205081,-206.114046,-464.189616,230.362757,-136.832014,41.569219,57.157677,74.478185,2
356.802466,200.917894,142.028166,121.243557,-320.429399,-72.746134,-112.583302,147.224319,-244.219164,-661.643408,112.583302,-251.147367,-25.980762,133.367912,-204.381995,4
545.596004,225.166605,39.837169,166.276878,-436.476804,168.008928,-131.635861,173.205081,-200.917894,-384.515279,271.931977,-154.152522,155.884573,119.511506,93.530744,1
219.970453,168.008928,95.262794,41.569219,-310.037095,-55.425626,-20.78461,131.635861,-126.439709,-609.681884,133.367912,-247.683265,-53.693575,32.908965,-51.961524,6
294.448637,329.089653,382.783228,329.089653,-521.347293,17.320508,-76.210236,105.655099,13.856406,-273.664028,84.87049,-15.588457,228.630707,488.438328,-282.324282,5
303.108891,294.448637,211.310199,245.951215,-576.772919,193.98969,0,98.726896,152.420471,-133.367912,251.147367,22.51666,230.362757,507.490887,-64.08588,5
426.084499,155.884573,121.243557,157.616623,-564.648563,79.674337,-122.975607,169.740979,-232.094808,-580.237021,263.271723,-360.266568,74.478185,129.903811,72.746134,7
129.903811,173.205081,213.042249,249.415316,-384.515279,-114.315353,-57.157677,116.047404,-22.51666,-516.151141,152.420471,-176.669182,36.373067,400.103737,-368.926822,0
155.884573,116.047404,251.147367,282.324282,-348.142212,-112.583302,-58.889727,114.315353,-19.052559,-495.366531,142.028166,-192.25764,32.908965,270.199926,-341.214009,0
410.496041,8.660254,32.908965,183.597386,-368.926822,126.439709,-235.55891,173.205081,-299.64479,-566.380614,152.420471,-387.979381,58.889727,223.434554,-254.611469,9
270.199926,325.625552,372.390924,285.788383,-476.313972,-15.588457,-55.425626,93.530744,27.712813,-292.716586,45.033321,1.732051,181.865335,412.228092,-277.128129,5
228.630707,147.224319,138.564065,162.812776,-410.496041,-5.196152,-39.837169,142.028166,-65.817931,-649.519053,143.760217,-289.252485,-10.392305,62.353829,-100.458947,6
294.448637,240.755062,121.243557,110.851252,-287.520434,-192.25764,-64.08588,114.315353,-197.453792,-564.648563,138.564065,-180.133284,-32.908965,277.128129,-223.434554,4
313.501196,117.779455,93.530744,225.166605,-554.256258,71.014083,-91.798693,173.205081,-105.655099,-552.524208,316.965298,-310.037095,15.588457,174.937132,10.392305,7
524.811395,136.832014,121.243557,140.296115,-356.802466,-10.392305,-178.401233,136.832014,-322.16145,-488.438328,148.956369,-256.34352,72.746134,145.492268,-116.047404,1
126.439709,192.25764,268.467875,280.592231,-389.711432,-161.080725,-50.229473,71.014083,-17.320508,-488.438328,114.315353,-143.760217,0,356.802466,-325.625552,0
458.993464,39.837169,76.210236,145.492268,-381.051178,57.157677,-185.329436,138.564065,-280.592231,-377.587076,192.25764,-297.912739,100.458947,218.238402,-100.458947,1
450.33321,114.315353,353.338365,126.439709,-377.587076,-45.033321,-154.152522,86.60254,-327.357603,-358.534517,81.406388,-270.199926,88.334591,285.788383,-140.296115,9
332.553755,168.008928,168.008928,147.224319,-393.175533,128.17176,-109.119201,135.099963,-207.846097,-607.949833,135.099963,-275.396078,25.980762,0,8.660254,6
469.385769,166.276878,-19.052559,36.373067,-391.443483,237.290961,-81.406388,155.884573,-145.492268,-218.238402,265.003774,-154.152522,174.937132,230.362757,81.406388,2
105.655099,157.616623,214.7743,294.448637,-434.744753,-93.530744,-81.406388,90.066642,-17.320508,-438.208854,152.420471,-164.544827,41.569219,434.744753,-330.821704,0
370.658873,57.157677,-48.497423,136.832014,-443.405007,152.420471,-188.793538,173.205081,-280.592231,-569.844716,169.740979,-355.070416,-48.497423,-25.980762,12.124356,3
129.903811,188.793538,188.793538,242.487113,-453.797312,-100.458947,-36.373067,114.315353,1.732051,-507.490887,183.597386,-192.25764,39.837169,386.24733,-270.199926,0
226.898656,174.937132,431.280651,375.855025,-562.916512,45.033321,-161.080725,91.798693,-161.080725,-491.902429,57.157677,-233.826859,45.033321,187.061487,-161.080725,8
72.746134,83.138439,216.506351,301.376841,-332.553755,-102.190998,-129.903811,25.980762,-71.014083,-239.023011,76.210236,-100.458947,43.30127,464.189616,-360.266568,0
427.816549,64.08588,-3.464102,178.401233,-500.562683,211.310199,-213.042249,173.205081,-304.840942,-595.825478,218.238402,-365.46272,-36.373067,-43.30127,84.87049,3
171.47303,145.492268,258.07557,258.07557,-318.697349,-174.937132,-65.817931,103.923048,-64.08588,-507.490887,135.099963,-171.47303,31.176915,278.86018,-342.94606,0
131.635861,204.381995,235.55891,249.415316,-386.24733,-173.205081,-67.549981,100.458947,-58.889727,-504.026785,140.296115,-152.420471,8.660254,438.208854,-372.390924,0
313.501196,336.017857,381.051178,339.481958,-536.93575,71.014083,-86.60254,114.315353,10.392305,-285.788383,88.334591,-13.856406,239.023011,488.438328,-287.520434,5
462.457566,230.362757,142.028166,164.544827,-356.802466,-128.17176,-148.956369,173.205081,-294.448637,-673.767764,96.994845,-239.023011,-3.464102,71.014083,-200.917894,4
271.931977,162.812776,76.210236,138.564065,-342.94606,20.78461,-74.478185,173.205081,-124.707658,-627.002392,159.348674,-230.362757,0,84.87049,-162.812776,6
88.334591,152.420471,211.310199,252.879418,-355.070416,-124.707658,-65.817931,58.889727,-24.248711,-360.266568,133.367912,-109.119201,22.51666,424.352448,-322.16145,0
235.55891,135.099963,148.956369,152.420471,-391.443483,43.30127,-51.961524,145.492268,-102.190998,-649.519053,145.492268,-297.912739,1.732051,65.817931,-109.119201,6
173.205081,166.276878,410.496041,310.037095,-555.988309,-62.353829,-96.994845,117.779455,-116.047404,-498.830633,136.832014,-277.128129,84.87049,327.357603,-211.310199,8
391.443483,19.052559,55.425626,207.846097,-458.993464,192.25764,-249.415316,117.779455,-370.658873,-512.687039,65.817931,-387.979381,31.176915,57.157677,-46.765372,9
239.023011,152.420471,48.497423,105.655099,-310.037095,-43.30127,-95.262794,136.832014,-174.937132,-559.452411,140.296115,-237.290961,-22.51666,228.630707,-221.702503,4
270.199926,346.410162,323.893501,273.664028,-524.811395,17.320508,-25.980762,96.994845,67.549981,-263.271723,138.564065,3.464102,214.7743,498.830633,-204.381995,5
465.921667,100.458947,169.740979,206.114046,-438.208854,209.578148,-185.329436,173.205081,-268.467875,-576.772919,178.401233,-336.017857,105.655099,-20.78461,19.052559,6
505.758836,244.219164,90.066642,133.367912,-438.208854,192.25764,-116.047404,173.205081,-190.525589,-351.606314,254.611469,-129.903811,114.315353,91.798693,126.439709,2
349.874263,5.196152,-8.660254,166.276878,-438.208854,218.238402,-200.917894,98.726896,-247.683265,-484.974226,27.712813,-351.606314,-5.196152,8.660254,-34.641016,9
218.238402,159.348674,403.567838,296.180688,-542.131903,95.262794,-81.406388,143.760217,-84.87049,-488.438328,277.128129,-277.128129,150.68842,403.567838,-168.008928,8
327.357603,284.056332,247.683265,247.683265,-568.112665,169.740979,0,103.923048,128.17176,-206.114046,258.07557,-25.980762,254.611469,524.811395,-105.655099,5
133.367912,173.205081,193.98969,259.807621,-407.03194,-90.066642,-71.014083,116.047404,-31.176915,-517.883191,159.348674,-181.865335,34.641016,396.639635,-342.94606,0
110.851252,84.87049,213.042249,308.305044,-368.926822,-100.458947,-122.975607,51.961524,-53.693575,-325.625552,103.923048,-142.028166,27.712813,424.352448,-353.338365,0
126.439709,157.616623,239.023011,284.056332,-391.443483,-88.334591,-62.353829,98.726896,-19.052559,-535.2037,138.564065,-190.525589,29.444864,339.481958,-342.94606,0
344.678111,271.931977,121.243557,83.138439,-316.965298,-140.296115,-67.549981,135.099963,-225.166605,-630.466494,138.564065,-193.98969,-38.105118,195.721741,-183.597386,4
389.711432,39.837169,77.942286,96.994845,-412.228092,65.817931,-140.296115,164.544827,-188.793538,-361.998619,197.453792,-334.285806,142.028166,405.299889,-199.185843,7
372.390924,83.138439,-72.746134,171.47303,-502.294734,285.788383,-202.649944,173.205081,-256.34352,-535.2037,193.98969,-322.16145,-34.641016,1.732051,46.765372,3
424.352448,3.464102,31.176915,183.597386,-420.888346,154.152522,-237.290961,164.544827,-304.840942,-535.2037,183.597386,-401.835787,51.961524,263.271723,-200.917894,9
509.222937,233.826859,91.798693,110.851252,-417.424245,135.099963,-117.779455,173.205081,-204.381995,-365.46272,230.362757,-152.420471,133.367912,131.635861,72.746134,2
289.252485,336.017857,348.142212,304.840942,-519.615242,15.588457,-53.693575,109.119201,38.105118,-285.788383,124.707658,-17.320508,221.702503,502.294734,-256.34352,5
310.037095,-22.51666,133.367912,161.080725,-401.835787,84.87049,-174.937132,81.406388,-297.912739,-413.960143,81.406388,-377.587076,-57.157677,152.420471,-60.621778,9
280.592231,268.467875,244.219164,247.683265,-471.11782,0,-46.765372,143.760217,-65.817931,-703.212628,161.080725,-221.702503,22.51666,157.616623,-180.133284,0
348.142212,98.726896,116.047404,155.884573,-445.137058,214.7743,-114.315353,173.205081,-142.028166,-555.988309,180.133284,-323.893501,93.530744,50.229473,-6.928203,6
393.175533,157.616623,235.55891,273.664028,-452.065261,100.458947,-100.458947,173.205081,-128.17176,-718.801085,173.205081,-304.840942,74.478185,-1.732051,-133.367912,0
353.338365,107.38715,166.276878,148.956369,-419.156295,91.798693,-122.975607,171.47303,-239.023011,-755.174152,150.68842,-400.103737,-10.392305,-64.08588,-31.176915,6
275.396078,129.903811,110.851252,148.956369,-400.103737,133.367912,-91.798693,140.296115,-161.080725,-646.054951,159.348674,-296.180688,-27.712813,-6.928203,-20.78461,6
403.567838,1.732051,112.583302,169.740979,-271.931977,-48.497423,-225.166605,96.994845,-332.553755,-365.46272,72.746134,-275.396078,46.765372,209.578148,-249.415316,1
346.410162,173.205081,116.047404,168.008928,-329.089653,-51.961524,-143.760217,155.884573,-258.07557,-665.10751,135.099963,-270.199926,-12.124356,197.453792,-266.735824,4
247.683265,197.453792,275.396078,270.199926,-303.108891,-195.721741,-152.420471,112.583302,-249.415316,-595.825478,103.923048,-202.649944,-6.928203,349.874263,-407.03194,0
88.334591,145.492268,209.578148,258.07557,-348.142212,-110.851252,-93.530744,67.549981,-45.033321,-316.965298,112.583302,-102.190998,51.961524,504.026785,-386.24733,0
268.467875,145.492268,150.68842,171.47303,-393.175533,55.425626,-83.138439,136.832014,-154.152522,-675.499815,136.832014,-296.180688,-13.856406,13.856406,-74.478185,6
523.079344,239.023011,116.047404,114.315353,-445.137058,169.740979,-133.367912,173.205081,-239.023011,-387.979381,225.166605,-176.669182,124.707658,119.511506,96.994845,2
441.672956,3.464102,13.856406,195.721741,-360.266568,152.420471,-242.487113,173.205081,-308.305044,-597.557529,171.47303,-387.979381,57.157677,142.028166,-197.453792,9
304.840942,342.94606,306.572993,318.697349,-538.667801,86.60254,-77.942286,103.923048,48.497423,-256.34352,133.367912,22.51666,213.042249,504.026785,-240.755062,5
382.783228,3.464102,-86.60254,128.17176,-528.275496,256.34352,-145.492268,171.47303,-168.008928,-446.869108,239.023011,-374.122974,15.588457,31.176915,102.190998,3
408.763991,-22.51666,81.406388,157.616623,-282.324282,-32.908965,-206.114046,98.726896,-313.501196,-367.194771,116.047404,-301.376841,45.033321,185.329436,-183.597386,1
336.017857,244.219164,102.190998,91.798693,-306.572993,-135.099963,-88.334591,133.367912,-239.023011,-630.466494,131.635861,-213.042249,-38.105118,204.381995,-206.114046,4
429.5486,232.094808,142.028166,55.425626,-353.338365,-6.928203,-27.712813,173.205081,-124.707658,-441.672956,197.453792,-171.47303,79.674337,79.674337,20.78461,2
417.424245,313.501196,190.525589,128.17176,-346.410162,-83.138439,-103.923048,142.028166,-266.735824,-675.499815,107.38715,-164.544827,-13.856406,64.08588,-122.975607,4
382.783228,-107.38715,46.765372,192.25764,-329.089653,138.564065,-237.290961,103.923048,-280.592231,-244.219164,145.492268,-320.429399,102.190998,178.401233,-102.190998,1
519.615242,77.942286,96.994845,154.152522,-379.319127,10.392305,-199.185843,133.367912,-322.16145,-429.5486,178.401233,-287.520434,71.014083,202.649944,-112.583302,1
502.294734,168.008928,-96.994845,102.190998,-413.960143,226.898656,-107.38715,143.760217,-131.635861,-228.630707,284.056332,-102.190998,148.956369,133.367912,138.564065,1
207.846097,159.348674,117.779455,162.812776,-398.371686,34.641016,-41.569219,145.492268,-62.353829,-633.930596,161.080725,-259.807621,-8.660254,96.994845,-122.975607,6
316.965298,-19.052559,17.320508,100.458947,-450.33321,329.089653,-138.564065,138.564065,-148.956369,-185.329436,193.98969,-306.572993,162.812776,360.266568,-64.08588,1
467.653718,48.497423,325.625552,219.970453,-434.744753,-5.196152,-214.7743,122.975607,-342.94606,-448.601159,39.837169,-341.214009,102.190998,143.760217,-147.224319,9
206.114046,152.420471,355.070416,365.46272,-585.433173,48.497423,-133.367912,102.190998,-86.60254,-368.926822,145.492268,-213.042249,124.707658,315.233247,-138.564065,8
426.084499,249.415316,195.721741,119.511506,-341.214009,-29.444864,-114.315353,145.492268,-287.520434,-687.624171,96.994845,-242.487113,-5.196152,46.765372,-117.779455,4
526.543446,282.324282,131.635861,252.879418,-575.040868,98.726896,-116.047404,173.205081,-91.798693,-379.319127,270.199926,-119.511506,192.25764,278.86018,13.856406,7
398.371686,39.837169,-48.497423,140.296115,-490.170379,242.487113,-185.329436,173.205081,-268.467875,-533.471649,202.649944,-367.194771,-22.51666,-36.373067,84.87049,3
445.137058,102.190998,25.980762,180.133284,-505.758836,84.87049,-209.578148,168.008928,-320.429399,-555.988309,258.07557,-349.874263,22.51666,157.616623,1.732051,1
457.261413,-24.248711,244.219164,251.147367,-403.567838,51.961524,-256.34352,128.17176,-334.285806,-410.496041,34.641016,-332.553755,91.798693,34.641016,-128.17176,9
