@relation pendigits-weka.filters.unsupervised.attribute.RandomProjection-N3-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
336.017857,245.951215,169.740979,4
292.716586,346.410162,311.769145,5
452.065261,43.30127,88.334591,7
408.763991,174.937132,148.956369,7
552.524208,273.664028,81.406388,7
178.401233,228.630707,244.219164,0
386.24733,-8.660254,-15.588457,3
306.572993,169.740979,183.597386,6
325.625552,-45.033321,-1.732051,9
287.520434,124.707658,135.099963,6
403.567838,20.78461,147.224319,9
90.066642,86.60254,239.023011,0
495.366531,162.812776,122.975607,9
450.33321,311.769145,169.740979,7
524.811395,90.066642,86.60254,1
233.826859,284.056332,271.931977,0
393.175533,69.282032,-57.157677,5
235.55891,259.807621,221.702503,0
389.711432,64.08588,-15.588457,5
536.93575,112.583302,-96.994845,1
372.390924,17.320508,-8.660254,9
365.46272,206.114046,142.028166,4
315.233247,86.60254,122.975607,4
287.520434,128.17176,95.262794,4
322.16145,311.769145,384.515279,5
580.237021,245.951215,10.392305,2
365.46272,102.190998,128.17176,6
233.826859,180.133284,242.487113,8
491.902429,152.420471,29.444864,2
460.725515,57.157677,76.210236,1
443.405007,20.78461,98.726896,1
407.03194,71.014083,-39.837169,3
226.898656,147.224319,377.587076,8
287.520434,65.817931,27.712813,4
510.954988,251.147367,43.30127,7
405.299889,74.478185,-13.856406,1
346.410162,330.821704,400.103737,5
452.065261,79.674337,67.549981,7
330.821704,299.64479,346.410162,5
254.611469,207.846097,439.940905,8
313.501196,311.769145,382.783228,5
401.835787,252.879418,181.865335,4
268.467875,136.832014,69.282032,6
533.471649,221.702503,20.78461,2
413.960143,36.373067,-45.033321,3
457.261413,297.912739,185.329436,4
410.496041,216.506351,155.884573,4
545.596004,225.166605,50.229473,8
311.769145,128.17176,136.832014,6
464.189616,256.34352,142.028166,2
323.893501,332.553755,336.017857,5
303.108891,332.553755,403.567838,5
263.271723,138.564065,96.994845,6
462.457566,292.716586,155.884573,7
448.601159,256.34352,140.296115,7
400.103737,-31.176915,67.549981,1
481.510125,181.865335,-6.928203,7
282.324282,-12.124356,13.856406,1
415.692194,62.353829,-90.066642,3
280.592231,216.506351,424.352448,8
374.122974,-10.392305,65.817931,9
71.014083,131.635861,213.042249,0
410.496041,46.765372,-64.08588,3
197.453792,244.219164,284.056332,0
488.438328,270.199926,143.760217,7
580.237021,219.970453,15.588457,8
436.476804,232.094808,161.080725,2
413.960143,6.928203,76.210236,9
265.003774,190.525589,211.310199,0
320.429399,20.78461,207.846097,9
599.289579,100.458947,311.769145,9
336.017857,-38.105118,39.837169,1
360.266568,195.721741,102.190998,4
334.285806,126.439709,159.348674,6
339.481958,55.425626,58.889727,3
504.026785,192.25764,-3.464102,2
303.108891,122.975607,90.066642,6
166.276878,206.114046,213.042249,0
415.692194,72.746134,65.817931,8
178.401233,185.329436,268.467875,0
292.716586,225.166605,266.735824,8
370.658873,-25.980762,25.980762,9
375.855025,48.497423,-76.210236,3
216.506351,129.903811,381.051178,8
370.658873,72.746134,86.60254,6
233.826859,161.080725,22.51666,6
533.471649,214.7743,36.373067,2
95.262794,152.420471,219.970453,0
606.217783,91.798693,327.357603,9
507.490887,88.334591,93.530744,7
154.152522,161.080725,228.630707,0
154.152522,143.760217,384.515279,8
400.103737,266.735824,93.530744,8
356.802466,271.931977,171.47303,4
400.103737,285.788383,213.042249,4
247.683265,161.080725,65.817931,6
358.534517,171.47303,168.008928,6
365.46272,221.702503,173.205081,4
84.87049,168.008928,213.042249,0
410.496041,15.588457,-74.478185,1
517.883191,219.970453,29.444864,2
472.84987,237.290961,-25.980762,7
330.821704,20.78461,-32.908965,3
315.233247,287.520434,226.898656,4
439.940905,13.856406,-39.837169,9
296.180688,128.17176,58.889727,6
356.802466,81.406388,10.392305,5
486.706277,209.578148,131.635861,2
290.984536,143.760217,157.616623,6
484.974226,233.826859,-58.889727,7
303.108891,122.975607,142.028166,6
304.840942,95.262794,10.392305,5
386.24733,8.660254,8.660254,3
502.294734,214.7743,69.282032,2
348.142212,96.994845,-8.660254,5
348.142212,150.68842,136.832014,6
329.089653,148.956369,62.353829,4
386.24733,51.961524,-50.229473,3
349.874263,19.052559,171.47303,8
481.510125,242.487113,114.315353,2
311.769145,325.625552,336.017857,5
377.587076,31.176915,-19.052559,3
495.366531,-1.732051,107.38715,5
488.438328,183.597386,6.928203,7
348.142212,213.042249,148.956369,4
351.606314,34.641016,-20.78461,3
381.051178,57.157677,-15.588457,5
457.261413,20.78461,119.511506,1
484.974226,122.975607,-15.588457,2
382.783228,72.746134,19.052559,5
512.687039,206.114046,20.78461,8
372.390924,-105.655099,83.138439,8
408.763991,251.147367,214.7743,4
348.142212,105.655099,60.621778,8
457.261413,51.961524,12.124356,5
517.883191,107.38715,148.956369,9
391.443483,31.176915,-84.87049,3
147.224319,188.793538,166.276878,0
514.41909,207.846097,65.817931,2
472.84987,261.539672,142.028166,7
441.672956,164.544827,-53.693575,1
517.883191,178.401233,-57.157677,1
377.587076,24.248711,65.817931,1
387.979381,230.362757,176.669182,4
486.706277,256.34352,95.262794,7
445.137058,140.296115,-69.282032,7
155.884573,131.635861,320.429399,8
412.228092,-34.641016,53.693575,1
368.926822,-13.856406,-17.320508,9
100.458947,173.205081,206.114046,0
365.46272,129.903811,159.348674,6
358.534517,122.975607,102.190998,6
516.151141,192.25764,230.362757,8
464.189616,311.769145,150.68842,2
346.410162,60.621778,-8.660254,3
403.567838,290.984536,67.549981,8
500.562683,221.702503,147.224319,2
348.142212,301.376841,285.788383,5
372.390924,51.961524,29.444864,3
308.305044,164.544827,84.87049,6
367.194771,62.353829,-53.693575,3
497.098582,195.721741,31.176915,2
497.098582,247.683265,25.980762,2
278.86018,128.17176,121.243557,6
434.744753,254.611469,122.975607,2
242.487113,258.07557,221.702503,0
474.581921,263.271723,38.105118,8
353.338365,15.588457,-12.124356,9
514.41909,289.252485,83.138439,7
284.056332,292.716586,287.520434,5
351.606314,183.597386,142.028166,4
382.783228,41.569219,-22.51666,3
472.84987,100.458947,62.353829,1
479.778074,103.923048,112.583302,1
322.16145,124.707658,81.406388,6
396.639635,45.033321,41.569219,9
86.60254,64.08588,197.453792,0
488.438328,193.98969,-39.837169,2
41.569219,72.746134,209.578148,0
517.883191,223.434554,178.401233,2
490.170379,247.683265,233.826859,8
119.511506,162.812776,211.310199,0
474.581921,237.290961,112.583302,2
297.912739,138.564065,124.707658,6
280.592231,185.329436,150.68842,6
410.496041,41.569219,112.583302,1
488.438328,254.611469,154.152522,7
571.576766,147.224319,228.630707,9
523.079344,235.55891,135.099963,2
467.653718,261.539672,98.726896,2
294.448637,263.271723,122.975607,4
308.305044,346.410162,344.678111,5
384.515279,27.712813,-38.105118,3
355.070416,168.008928,204.381995,4
478.046023,228.630707,62.353829,2
521.347293,259.807621,121.243557,2
420.888346,266.735824,166.276878,8
266.735824,320.429399,344.678111,5
119.511506,204.381995,247.683265,0
367.194771,271.931977,232.094808,8
363.73067,36.373067,-27.712813,3
90.066642,148.956369,207.846097,0
509.222937,289.252485,67.549981,7
398.371686,76.210236,-96.994845,3
219.970453,174.937132,136.832014,6
455.529362,164.544827,39.837169,7
526.543446,261.539672,107.38715,2
452.065261,10.392305,90.066642,1
365.46272,121.243557,116.047404,4
121.243557,162.812776,218.238402,0
400.103737,88.334591,34.641016,7
412.228092,126.439709,136.832014,7
211.310199,145.492268,86.60254,6
306.572993,169.740979,244.219164,0
336.017857,55.425626,48.497423,3
455.529362,181.865335,124.707658,8
292.716586,131.635861,121.243557,6
356.802466,131.635861,133.367912,6
136.832014,197.453792,249.415316,0
197.453792,131.635861,329.089653,8
545.596004,245.951215,173.205081,2
346.410162,38.105118,-22.51666,3
391.443483,38.105118,5.196152,3
422.620397,116.047404,91.798693,9
285.788383,327.357603,330.821704,5
400.103737,-31.176915,45.033321,1
287.520434,251.147367,289.252485,0
434.744753,-25.980762,25.980762,9
258.07557,180.133284,140.296115,6
320.429399,51.961524,-53.693575,1
289.252485,169.740979,150.68842,6
381.051178,57.157677,-41.569219,3
510.954988,235.55891,38.105118,7
417.424245,244.219164,336.017857,8
573.308817,169.740979,3.464102,1
478.046023,204.381995,51.961524,2
521.347293,46.765372,202.649944,5
412.228092,-17.320508,136.832014,9
465.921667,268.467875,148.956369,2
379.319127,6.928203,60.621778,3
268.467875,219.970453,86.60254,4
486.706277,117.779455,53.693575,7
478.046023,268.467875,157.616623,7
155.884573,161.080725,368.926822,8
348.142212,244.219164,155.884573,4
332.553755,53.693575,-48.497423,3
458.993464,-5.196152,256.34352,9
488.438328,270.199926,121.243557,7
322.16145,299.64479,349.874263,8
342.94606,84.87049,65.817931,5
164.544827,240.755062,278.86018,0
374.122974,34.641016,-60.621778,3
107.38715,131.635861,166.276878,0
564.648563,192.25764,45.033321,8
384.515279,254.611469,136.832014,4
504.026785,209.578148,12.124356,7
240.755062,173.205081,53.693575,6
308.305044,325.625552,299.64479,5
438.208854,219.970453,95.262794,2
479.778074,95.262794,24.248711,2
341.214009,228.630707,169.740979,4
334.285806,171.47303,245.951215,0
389.711432,48.497423,-83.138439,3
110.851252,152.420471,218.238402,0
453.797312,254.611469,100.458947,7
393.175533,32.908965,-84.87049,3
379.319127,48.497423,-43.30127,3
401.835787,233.826859,192.25764,4
471.11782,22.51666,29.444864,5
488.438328,60.621778,192.25764,5
401.835787,152.420471,31.176915,7
476.313972,211.310199,-19.052559,7
429.5486,282.324282,176.669182,4
486.706277,22.51666,-3.464102,5
152.420471,197.453792,265.003774,0
403.567838,1.732051,1.732051,9
446.869108,41.569219,38.105118,1
509.222937,76.210236,193.98969,5
505.758836,237.290961,58.889727,2
349.874263,145.492268,161.080725,6
358.534517,20.78461,-31.176915,3
476.313972,74.478185,58.889727,1
554.256258,271.931977,107.38715,2
458.993464,-13.856406,114.315353,5
367.194771,8.660254,50.229473,9
455.529362,-8.660254,0,9
342.94606,45.033321,60.621778,8
531.739598,235.55891,117.779455,8
214.7743,135.099963,65.817931,4
400.103737,166.276878,162.812776,7
398.371686,90.066642,122.975607,6
441.672956,-13.856406,-43.30127,9
178.401233,-27.712813,107.38715,0
216.506351,145.492268,51.961524,6
413.960143,36.373067,143.760217,9
398.371686,6.928203,155.884573,9
458.993464,251.147367,-5.196152,7
270.199926,162.812776,180.133284,6
412.228092,178.401233,221.702503,0
488.438328,240.755062,50.229473,2
110.851252,173.205081,150.68842,0
524.811395,204.381995,27.712813,2
483.242175,17.320508,86.60254,5
374.122974,114.315353,122.975607,6
507.490887,249.415316,-57.157677,7
263.271723,142.028166,64.08588,6
367.194771,315.233247,258.07557,5
109.119201,171.47303,252.879418,0
183.597386,225.166605,226.898656,0
102.190998,109.119201,242.487113,0
576.772919,95.262794,313.501196,9
348.142212,341.214009,344.678111,5
549.060106,239.023011,57.157677,7
403.567838,237.290961,211.310199,4
348.142212,17.320508,27.712813,3
462.457566,200.917894,107.38715,2
490.170379,161.080725,-25.980762,1
495.366531,83.138439,79.674337,1
282.324282,311.769145,245.951215,5
471.11782,188.793538,-17.320508,2
398.371686,38.105118,79.674337,3
277.128129,242.487113,410.496041,8
396.639635,58.889727,-0,5
358.534517,-136.832014,155.884573,8
512.687039,259.807621,20.78461,7
148.956369,192.25764,249.415316,0
462.457566,221.702503,13.856406,7
310.037095,285.788383,271.931977,5
348.142212,304.840942,271.931977,5
256.34352,148.956369,358.534517,8
337.749907,-10.392305,29.444864,1
315.233247,145.492268,131.635861,4
455.529362,242.487113,209.578148,4
519.615242,218.238402,-20.78461,8
526.543446,206.114046,3.464102,2
386.24733,81.406388,38.105118,5
478.046023,240.755062,76.210236,7
446.869108,6.928203,-105.655099,1
365.46272,214.7743,110.851252,4
467.653718,244.219164,98.726896,2
202.649944,223.434554,398.371686,8
394.907584,-64.08588,41.569219,1
313.501196,58.889727,22.51666,1
325.625552,310.037095,252.879418,5
443.405007,219.970453,91.798693,1
481.510125,275.396078,148.956369,7
562.916512,159.348674,-145.492268,1
263.271723,259.807621,199.185843,0
504.026785,237.290961,91.798693,2
549.060106,207.846097,25.980762,8
453.797312,240.755062,67.549981,1
277.128129,320.429399,287.520434,5
554.256258,256.34352,-22.51666,7
389.711432,235.55891,143.760217,4
280.592231,316.965298,329.089653,5
202.649944,192.25764,107.38715,6
521.347293,235.55891,77.942286,2
419.156295,65.817931,-45.033321,3
479.778074,181.865335,6.928203,7
439.940905,271.931977,275.396078,8
393.175533,143.760217,-105.655099,8
221.702503,258.07557,232.094808,0
372.390924,280.592231,107.38715,4
287.520434,308.305044,311.769145,5
478.046023,244.219164,74.478185,7
512.687039,265.003774,19.052559,7
304.840942,133.367912,100.458947,6
155.884573,193.98969,218.238402,0
386.24733,282.324282,74.478185,4
273.664028,237.290961,315.233247,0
166.276878,147.224319,445.137058,8
384.515279,58.889727,27.712813,7
512.687039,232.094808,-20.78461,7
450.33321,273.664028,211.310199,4
517.883191,136.832014,-45.033321,1
557.72036,199.185843,103.923048,2
353.338365,310.037095,332.553755,5
512.687039,157.616623,19.052559,1
519.615242,258.07557,36.373067,2
465.921667,187.061487,90.066642,2
443.405007,-17.320508,-84.87049,9
266.735824,112.583302,55.425626,4
394.907584,296.180688,162.812776,8
339.481958,36.373067,-65.817931,3
407.03194,1.732051,102.190998,9
533.471649,221.702503,13.856406,2
211.310199,239.023011,389.711432,8
117.779455,147.224319,223.434554,0
386.24733,22.51666,3.464102,3
344.678111,65.817931,-32.908965,3
344.678111,122.975607,131.635861,6
407.03194,142.028166,136.832014,4
327.357603,213.042249,109.119201,4
277.128129,169.740979,55.425626,6
211.310199,181.865335,381.051178,8
292.716586,135.099963,65.817931,6
507.490887,278.86018,105.655099,2
500.562683,226.898656,45.033321,8
316.965298,346.410162,316.965298,5
467.653718,225.166605,168.008928,2
469.385769,258.07557,169.740979,2
313.501196,320.429399,277.128129,5
311.769145,135.099963,136.832014,6
405.299889,67.549981,-76.210236,3
209.578148,22.51666,308.305044,8
228.630707,126.439709,375.855025,8
363.73067,292.716586,216.506351,8
375.855025,1.732051,-62.353829,9
438.208854,252.879418,176.669182,2
124.707658,126.439709,232.094808,0
355.070416,275.396078,360.266568,8
405.299889,32.908965,-29.444864,3
407.03194,32.908965,29.444864,9
446.869108,244.219164,84.87049,8
384.515279,185.329436,112.583302,4
339.481958,315.233247,249.415316,5
526.543446,72.746134,110.851252,1
244.219164,225.166605,271.931977,0
439.940905,190.525589,157.616623,4
147.224319,133.367912,261.539672,0
356.802466,74.478185,-46.765372,5
355.070416,50.229473,-62.353829,3
306.572993,200.917894,181.865335,6
554.256258,150.68842,173.205081,9
415.692194,204.381995,169.740979,4
490.170379,199.185843,45.033321,2
400.103737,226.898656,164.544827,8
228.630707,213.042249,233.826859,0
271.931977,323.893501,303.108891,5
280.592231,81.406388,72.746134,4
372.390924,173.205081,174.937132,6
476.313972,15.588457,0,8
514.41909,91.798693,107.38715,1
270.199926,187.061487,174.937132,4
488.438328,232.094808,57.157677,1
408.763991,3.464102,64.08588,1
569.844716,173.205081,-142.028166,1
344.678111,-32.908965,164.544827,9
265.003774,242.487113,386.24733,8
287.520434,337.749907,320.429399,5
360.266568,53.693575,-41.569219,3
488.438328,239.023011,107.38715,2
361.998619,76.210236,27.712813,3
523.079344,233.826859,98.726896,2
472.84987,322.16145,166.276878,7
159.348674,88.334591,304.840942,8
374.122974,252.879418,164.544827,4
415.692194,13.856406,-24.248711,9
443.405007,-51.961524,-71.014083,8
112.583302,84.87049,171.47303,0
337.749907,38.105118,25.980762,3
334.285806,316.965298,372.390924,5
509.222937,214.7743,39.837169,8
498.830633,100.458947,91.798693,1
497.098582,169.740979,-25.980762,7
114.315353,25.980762,157.616623,0
337.749907,12.124356,-6.928203,3
240.755062,297.912739,303.108891,5
381.051178,51.961524,15.588457,3
469.385769,244.219164,12.124356,7
476.313972,38.105118,190.525589,5
301.376841,148.956369,84.87049,6
419.156295,24.248711,79.674337,9
135.099963,109.119201,147.224319,0
465.921667,38.105118,58.889727,5
401.835787,64.08588,-72.746134,3
391.443483,-24.248711,8.660254,9
415.692194,50.229473,-36.373067,3
479.778074,24.248711,74.478185,5
521.347293,237.290961,-15.588457,7
396.639635,31.176915,-43.30127,3
516.151141,218.238402,24.248711,2
457.261413,19.052559,71.014083,9
438.208854,10.392305,88.334591,1
407.03194,121.243557,69.282032,4
304.840942,117.779455,98.726896,6
486.706277,237.290961,93.530744,7
363.73067,0,72.746134,1
417.424245,64.08588,-45.033321,3
355.070416,46.765372,91.798693,7
251.147367,81.406388,34.641016,4
349.874263,95.262794,116.047404,6
266.735824,129.903811,116.047404,6
252.879418,76.210236,76.210236,4
247.683265,150.68842,67.549981,6
502.294734,233.826859,122.975607,2
507.490887,200.917894,34.641016,2
424.352448,39.837169,67.549981,7
441.672956,131.635861,112.583302,1
420.888346,71.014083,20.78461,5
413.960143,51.961524,-84.87049,3
391.443483,31.176915,-31.176915,3
180.133284,178.401233,119.511506,6
514.41909,84.87049,93.530744,1
438.208854,67.549981,17.320508,1
329.089653,-3.464102,114.315353,9
486.706277,166.276878,0,2
585.433173,213.042249,12.124356,1
86.60254,128.17176,197.453792,0
342.94606,17.320508,-32.908965,9
91.798693,13.856406,154.152522,0
164.544827,173.205081,336.017857,8
235.55891,152.420471,57.157677,6
493.63448,226.898656,96.994845,8
393.175533,60.621778,15.588457,3
471.11782,254.611469,178.401233,2
277.128129,330.821704,325.625552,5
400.103737,13.856406,-84.87049,1
493.63448,287.520434,185.329436,2
535.2037,249.415316,46.765372,1
504.026785,192.25764,174.937132,9
408.763991,45.033321,296.180688,9
69.282032,121.243557,195.721741,0
417.424245,91.798693,-98.726896,3
157.616623,128.17176,370.658873,8
316.965298,5.196152,183.597386,9
505.758836,3.464102,98.726896,5
448.601159,64.08588,91.798693,7
310.037095,304.840942,225.166605,0
545.596004,240.755062,27.712813,2
505.758836,71.014083,110.851252,1
306.572993,138.564065,135.099963,6
353.338365,36.373067,122.975607,8
320.429399,50.229473,20.78461,3
391.443483,292.716586,247.683265,8
384.515279,60.621778,122.975607,3
100.458947,31.176915,154.152522,0
472.84987,284.056332,244.219164,8
377.587076,45.033321,13.856406,3
76.210236,91.798693,213.042249,0
493.63448,202.649944,-45.033321,7
450.33321,41.569219,95.262794,5
311.769145,330.821704,358.534517,5
523.079344,218.238402,105.655099,2
504.026785,178.401233,34.641016,2
557.72036,292.716586,161.080725,7
200.917894,197.453792,410.496041,8
509.222937,129.903811,188.793538,9
417.424245,55.425626,-90.066642,3
133.367912,93.530744,249.415316,0
375.855025,25.980762,24.248711,3
355.070416,-39.837169,79.674337,1
381.051178,346.410162,365.46272,5
536.93575,240.755062,29.444864,2
330.821704,20.78461,122.975607,8
256.34352,131.635861,140.296115,6
325.625552,154.152522,173.205081,6
401.835787,292.716586,185.329436,4
306.572993,121.243557,147.224319,6
505.758836,237.290961,43.30127,2
114.315353,161.080725,209.578148,0
382.783228,8.660254,38.105118,3
391.443483,74.478185,67.549981,8
400.103737,5.196152,-102.190998,1
462.457566,226.898656,-10.392305,7
303.108891,207.846097,166.276878,6
514.41909,261.539672,107.38715,2
462.457566,223.434554,187.061487,4
280.592231,330.821704,433.012702,5
502.294734,209.578148,55.425626,2
268.467875,187.061487,152.420471,8
349.874263,-71.014083,62.353829,1
374.122974,346.410162,334.285806,5
462.457566,38.105118,64.08588,5
322.16145,346.410162,355.070416,5
458.993464,173.205081,-20.78461,7
578.50497,199.185843,-86.60254,1
517.883191,249.415316,43.30127,1
412.228092,31.176915,3.464102,3
296.180688,64.08588,32.908965,9
472.84987,256.34352,117.779455,2
374.122974,62.353829,-43.30127,3
554.256258,161.080725,10.392305,7
486.706277,225.166605,128.17176,8
161.080725,207.846097,266.735824,0
287.520434,245.951215,429.5486,8
387.979381,-0,46.765372,1
471.11782,31.176915,114.315353,5
299.64479,336.017857,325.625552,5
555.988309,232.094808,1.732051,2
391.443483,162.812776,162.812776,6
512.687039,225.166605,96.994845,2
171.47303,159.348674,396.639635,8
417.424245,79.674337,-96.994845,3
290.984536,126.439709,51.961524,6
486.706277,211.310199,55.425626,2
150.68842,173.205081,417.424245,8
375.855025,12.124356,64.08588,9
367.194771,256.34352,122.975607,4
531.739598,86.60254,72.746134,1
533.471649,263.271723,24.248711,7
488.438328,237.290961,81.406388,2
102.190998,124.707658,228.630707,0
216.506351,237.290961,233.826859,0
311.769145,133.367912,155.884573,6
495.366531,228.630707,90.066642,8
407.03194,76.210236,98.726896,9
374.122974,-71.014083,67.549981,1
368.926822,74.478185,-76.210236,5
316.965298,330.821704,377.587076,5
507.490887,225.166605,-24.248711,8
471.11782,247.683265,159.348674,2
228.630707,114.315353,296.180688,8
531.739598,103.923048,-51.961524,1
377.587076,-117.779455,79.674337,8
578.50497,147.224319,-107.38715,1
235.55891,195.721741,235.55891,0
268.467875,142.028166,81.406388,6
453.797312,242.487113,176.669182,4
370.658873,60.621778,-57.157677,3
374.122974,65.817931,71.014083,5
483.242175,275.396078,136.832014,7
249.415316,161.080725,107.38715,6
516.151141,263.271723,39.837169,7
405.299889,5.196152,38.105118,1
407.03194,-20.78461,31.176915,1
445.137058,50.229473,-65.817931,3
313.501196,100.458947,119.511506,7
419.156295,45.033321,-57.157677,3
341.214009,34.641016,-10.392305,3
557.72036,235.55891,174.937132,2
382.783228,13.856406,0,9
290.984536,152.420471,84.87049,6
337.749907,310.037095,270.199926,5
