@relation vehicle-weka.filters.unsupervised.attribute.RandomProjection-N9-R42-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute Class {opel,saab,bus,van}

@data
963.020249,336.017857,311.769145,-143.760217,12.124356,-1231.488124,159.348674,-436.476804,-1901.791787,opel
867.757455,211.310199,265.003774,-32.908965,-77.942286,-1072.13945,140.296115,-282.324282,-1350.99963,opel
890.274115,303.108891,265.003774,-84.87049,-1.732051,-1110.244568,150.68842,-346.410162,-1299.038106,van
720.533136,294.448637,277.128129,-46.765372,12.124356,-959.556147,122.975607,-322.16145,-1137.957381,bus
1075.603552,261.539672,187.061487,-17.320508,77.942286,-1267.861191,251.147367,-457.261413,-1616.003403,van
853.901048,360.266568,313.501196,-81.406388,48.497423,-1169.134295,135.099963,-410.496041,-1875.811025,saab
815.79593,311.769145,235.55891,-71.014083,1.732051,-1047.890739,159.348674,-332.553755,-1238.416327,bus
937.039487,334.285806,256.34352,-96.994845,20.78461,-1202.04326,155.884573,-381.051178,-1867.150771,opel
692.820323,207.846097,287.520434,-27.712813,-24.248711,-857.36515,119.511506,-252.879418,-859.097201,van
788.083117,303.108891,304.840942,-39.837169,27.712813,-1051.35484,128.17176,-349.874263,-1226.291972,van
857.36515,226.898656,239.023011,-13.856406,-46.765372,-1063.479196,143.760217,-266.735824,-1361.391935,saab
985.53691,381.051178,273.664028,-128.17176,51.961524,-1259.200937,154.152522,-424.352448,-1939.896904,saab
788.083117,308.305044,292.716586,-41.569219,22.51666,-1047.890739,135.099963,-353.338365,-1250.540683,van
770.762609,256.34352,290.984536,-19.052559,-41.569219,-994.197164,126.439709,-297.912739,-992.465113,van
727.461339,290.984536,287.520434,-81.406388,15.588457,-943.96769,126.439709,-336.017857,-1110.244568,bus
800.207473,306.572993,304.840942,-57.157677,29.444864,-1058.283043,145.492268,-367.194771,-1228.024023,van
855.633099,294.448637,275.396078,-55.425626,-50.229473,-1105.048415,136.832014,-342.94606,-1335.411173,saab
706.676729,242.487113,258.07557,-27.712813,-32.908965,-902.398471,121.243557,-270.199926,-1037.498434,saab
833.116438,213.042249,265.003774,-31.176915,-43.30127,-1035.766383,147.224319,-278.86018,-1262.665039,saab
950.895893,408.763991,275.396078,-129.903811,38.105118,-1266.12914,162.812776,-450.33321,-1945.093057,opel
846.972845,275.396078,251.147367,-65.817931,-58.889727,-1063.479196,148.956369,-315.233247,-1219.363769,bus
866.025404,387.979381,337.749907,-150.68842,86.60254,-1189.918905,140.296115,-453.797312,-2381.56986,bus
826.188235,192.25764,251.147367,20.78461,-77.942286,-1006.321519,136.832014,-225.166605,-1034.034332,van
904.130522,270.199926,254.611469,-41.569219,-22.51666,-1144.885584,147.224319,-315.233247,-1598.682895,saab
775.958762,285.788383,308.305044,-32.908965,22.51666,-1030.570231,129.903811,-339.481958,-1193.383006,van
947.431792,348.142212,266.735824,-67.549981,10.392305,-1247.076581,155.884573,-387.979381,-1901.791787,opel
744.781847,237.290961,280.592231,-31.176915,-29.444864,-931.843334,121.243557,-268.467875,-952.627944,van
947.431792,304.840942,275.396078,-43.30127,-3.464102,-1229.756073,147.224319,-344.678111,-1723.390554,opel
772.49466,232.094808,280.592231,-65.817931,-22.51666,-942.235639,133.367912,-285.788383,-1001.125367,opel
749.978,226.898656,297.912739,-22.51666,-3.464102,-945.699741,117.779455,-277.128129,-1006.321519,van
784.619016,263.271723,247.683265,-24.248711,-1.732051,-1009.785621,148.956369,-290.984536,-1200.31121,bus
893.738217,304.840942,237.290961,-60.621778,-20.78461,-1150.081736,157.616623,-336.017857,-1635.055962,bus
807.135676,258.07557,261.539672,-60.621778,1.732051,-992.465113,129.903811,-290.984536,-1143.153533,opel
734.389542,284.056332,297.912739,-72.746134,17.320508,-957.824097,131.635861,-342.94606,-1122.368923,bus
940.503589,355.070416,308.305044,-81.406388,71.014083,-1262.665039,162.812776,-417.424245,-2078.460969,opel
829.652337,280.592231,266.735824,-46.765372,-31.176915,-1063.479196,148.956369,-330.821704,-1170.866346,van
928.379233,349.874263,247.683265,-102.190998,5.196152,-1202.04326,166.276878,-386.24733,-1735.514909,bus
827.920286,365.46272,315.233247,-77.942286,65.817931,-1150.081736,135.099963,-410.496041,-1839.437958,opel
971.680503,358.534517,339.481958,-96.994845,86.60254,-1307.69836,164.544827,-439.940905,-2071.532766,opel
890.274115,247.683265,270.199926,-55.425626,-38.105118,-1111.976618,143.760217,-315.233247,-1505.152152,opel
685.89212,244.219164,280.592231,-50.229473,-34.641016,-864.293353,124.707658,-290.984536,-902.398471,opel
827.920286,263.271723,294.448637,-71.014083,-5.196152,-1037.498434,138.564065,-341.214009,-1205.507362,van
928.379233,348.142212,277.128129,-84.87049,17.320508,-1217.631718,147.224319,-387.979381,-1730.318757,opel
829.652337,249.415316,247.683265,-34.641016,-34.641016,-1049.622789,140.296115,-294.448637,-1423.745764,saab
743.049796,287.520434,239.023011,-65.817931,-13.856406,-949.163843,140.296115,-316.965298,-1158.74199,saab
930.111284,368.926822,266.735824,-116.047404,41.569219,-1217.631718,155.884573,-393.175533,-1913.916142,bus
711.872882,315.233247,287.520434,-79.674337,29.444864,-942.235639,119.511506,-348.142212,-1108.512517,bus
800.207473,316.965298,247.683265,-67.549981,-15.588457,-1042.694586,147.224319,-337.749907,-1222.82787,bus
904.130522,361.998619,277.128129,-114.315353,34.641016,-1196.847108,154.152522,-398.371686,-1912.184092,bus
767.298508,188.793538,259.807621,34.641016,-83.138439,-954.359995,124.707658,-216.506351,-952.627944,van
777.690813,237.290961,304.840942,-69.282032,-15.588457,-973.412554,128.17176,-313.501196,-1122.368923,opel
872.953607,244.219164,226.898656,-27.712813,-45.033321,-1084.263806,164.544827,-282.324282,-1293.841953,bus
869.489505,434.744753,323.893501,-176.669182,96.994845,-1195.115057,136.832014,-478.046023,-2445.65574,bus
800.207473,265.003774,292.716586,-51.961524,-20.78461,-1021.909976,133.367912,-327.357603,-1170.866346,van
725.729288,214.7743,275.396078,-3.464102,-62.353829,-909.326674,122.975607,-245.951215,-874.685658,van
917.986928,268.467875,230.362757,-55.425626,-41.569219,-1148.349685,164.544827,-310.037095,-1519.008558,bus
715.336984,218.238402,254.611469,-24.248711,-31.176915,-878.149759,126.439709,-247.683265,-921.45103,opel
954.359995,377.587076,294.448637,-100.458947,48.497423,-1271.325293,159.348674,-433.012702,-2009.178937,saab
831.384388,252.879418,258.07557,-69.282032,-36.373067,-1023.642027,129.903811,-310.037095,-1363.123986,opel
909.326674,389.711432,285.788383,-150.68842,24.248711,-1182.990702,142.028166,-438.208854,-1721.658503,saab
831.384388,304.840942,303.108891,-58.889727,22.51666,-1094.65611,145.492268,-365.46272,-1283.449648,van
782.886965,296.180688,254.611469,-55.425626,-19.052559,-1016.713824,145.492268,-322.16145,-1150.081736,bus
943.96769,360.266568,303.108891,-152.420471,27.712813,-1217.631718,154.152522,-445.137058,-1955.485362,opel
829.652337,284.056332,268.467875,-95.262794,-1.732051,-1023.642027,140.296115,-327.357603,-1158.74199,saab
789.815168,271.931977,263.271723,-48.497423,-19.052559,-1014.981773,140.296115,-311.769145,-1189.918905,bus
957.824097,332.553755,301.376841,-150.68842,-3.464102,-1212.435565,157.616623,-429.5486,-1825.581551,opel
723.997238,285.788383,285.788383,-64.08588,17.320508,-952.627944,129.903811,-327.357603,-1120.636872,bus
943.96769,230.362757,143.760217,15.588457,65.817931,-1101.584314,251.147367,-412.228092,-1449.726526,bus
883.345912,244.219164,252.879418,-22.51666,-34.641016,-1094.65611,147.224319,-284.056332,-1260.932988,van
824.456184,263.271723,266.735824,-48.497423,-31.176915,-1018.445875,142.028166,-296.180688,-1021.909976,van
782.886965,228.630707,259.807621,-32.908965,-51.961524,-943.96769,136.832014,-254.611469,-888.542064,van
878.149759,280.592231,282.324282,-74.478185,-1.732051,-1143.153533,150.68842,-344.678111,-1725.122604,bus
924.915131,353.338365,292.716586,-98.726896,58.889727,-1219.363769,154.152522,-405.299889,-1979.734073,saab
938.771538,256.34352,308.305044,-50.229473,-19.052559,-1203.775311,150.68842,-351.606314,-1744.175163,opel
791.547219,216.506351,268.467875,-12.124356,-38.105118,-999.393316,135.099963,-271.931977,-1182.990702,opel
753.442101,285.788383,280.592231,-67.549981,12.124356,-976.876655,135.099963,-334.285806,-1148.349685,bus
888.542064,285.788383,259.807621,-43.30127,3.464102,-1157.009939,155.884573,-320.429399,-1624.663657,bus
817.527981,232.094808,252.879418,3.464102,-43.30127,-1035.766383,145.492268,-271.931977,-1170.866346,van
826.188235,306.572993,285.788383,-72.746134,5.196152,-1075.603552,143.760217,-365.46272,-1264.39709,van
800.207473,225.166605,273.664028,-58.889727,1.732051,-976.876655,135.099963,-280.592231,-1155.277889,opel
749.978,230.362757,249.415316,-62.353829,-41.569219,-874.685658,129.903811,-254.611469,-848.704896,opel
793.27927,268.467875,303.108891,-46.765372,20.78461,-1018.445875,126.439709,-325.625552,-1191.650956,van
855.633099,301.376841,292.716586,-72.746134,13.856406,-1094.65611,145.492268,-361.998619,-1290.377852,van
926.647182,313.501196,245.951215,-76.210236,5.196152,-1181.258651,152.420471,-349.874263,-1816.921297,opel
973.412554,346.410162,318.697349,-124.707658,60.621778,-1260.932988,162.812776,-436.476804,-2028.231496,saab
739.585695,285.788383,289.252485,-76.210236,15.588457,-954.359995,129.903811,-337.749907,-1118.904822,bus
862.561302,323.893501,278.86018,-76.210236,-1.732051,-1136.22533,148.956369,-365.46272,-1472.243186,bus
732.657492,244.219164,270.199926,-76.210236,-20.78461,-893.738217,122.975607,-285.788383,-980.340757,saab
789.815168,301.376841,303.108891,-60.621778,34.641016,-1039.230485,136.832014,-358.534517,-1236.684277,van
862.561302,221.702503,244.219164,5.196152,-53.693575,-1065.211247,142.028166,-252.879418,-1181.258651,van
788.083117,218.238402,287.520434,-76.210236,-50.229473,-924.915131,128.17176,-278.86018,-904.130522,saab
789.815168,296.180688,263.271723,-50.229473,-20.78461,-1025.374078,142.028166,-329.089653,-1134.493279,van
810.599778,303.108891,284.056332,-74.478185,32.908965,-1037.498434,142.028166,-353.338365,-1236.684277,van
781.154914,252.879418,261.539672,-19.052559,-17.320508,-1008.05357,140.296115,-287.520434,-1163.938143,bus
789.815168,230.362757,266.735824,-27.712813,-15.588457,-975.144605,145.492268,-334.285806,-1158.74199,bus
872.953607,254.611469,285.788383,-17.320508,-5.196152,-1117.172771,150.68842,-310.037095,-1299.038106,van
926.647182,334.285806,256.34352,-105.655099,10.392305,-1189.918905,157.616623,-377.587076,-1806.528992,bus
907.594623,327.357603,271.931977,-117.779455,17.320508,-1144.885584,143.760217,-381.051178,-1714.730299,saab
836.58054,214.7743,284.056332,-48.497423,-81.406388,-1030.570231,136.832014,-294.448637,-1198.579159,saab
907.594623,275.396078,308.305044,-119.511506,-31.176915,-1129.297127,140.296115,-377.587076,-1584.826489,saab
744.781847,219.970453,282.324282,17.320508,-27.712813,-950.895893,116.047404,-245.951215,-982.072808,van
853.901048,330.821704,349.874263,-98.726896,74.478185,-1155.277889,133.367912,-412.228092,-1820.385399,opel
1094.65611,221.702503,185.329436,36.373067,57.157677,-1300.770156,265.003774,-412.228092,-1647.180318,van
762.102355,303.108891,292.716586,-27.712813,25.980762,-1030.570231,135.099963,-339.481958,-1221.095819,van
803.671575,258.07557,254.611469,-25.980762,-46.765372,-1006.321519,142.028166,-294.448637,-1037.498434,van
770.762609,242.487113,284.056332,-76.210236,-34.641016,-933.575385,131.635861,-294.448637,-952.627944,saab
827.920286,240.755062,254.611469,-3.464102,-25.980762,-1056.550993,147.224319,-277.128129,-1214.167616,van
860.829251,183.597386,266.735824,8.660254,-83.138439,-1060.015094,135.099963,-245.951215,-1269.593242,saab
727.461339,284.056332,280.592231,-57.157677,22.51666,-945.699741,128.17176,-323.893501,-1110.244568,bus
907.594623,278.86018,342.94606,-67.549981,8.660254,-1198.579159,140.296115,-384.515279,-1877.543075,opel
720.533136,290.984536,282.324282,-60.621778,17.320508,-947.431792,126.439709,-332.553755,-1122.368923,bus
893.738217,296.180688,278.86018,-95.262794,-31.176915,-1122.368923,142.028166,-351.606314,-1371.78424,opel
942.235639,323.893501,316.965298,-53.693575,38.105118,-1264.39709,154.152522,-396.639635,-2029.963546,opel
862.561302,275.396078,278.86018,-24.248711,36.373067,-1101.584314,145.492268,-313.501196,-1316.358614,van
843.508743,237.290961,256.34352,-39.837169,-50.229473,-1051.35484,148.956369,-290.984536,-1224.559921,bus
872.953607,259.807621,268.467875,-51.961524,-43.30127,-1084.263806,135.099963,-303.108891,-1240.148378,saab
819.260032,206.114046,282.324282,-24.248711,-64.08588,-1014.981773,150.68842,-284.056332,-1101.584314,van
935.307436,320.429399,268.467875,-67.549981,-10.392305,-1208.971464,150.68842,-367.194771,-1652.37647,saab
926.647182,256.34352,259.807621,-50.229473,-15.588457,-1176.062498,166.276878,-315.233247,-1673.16108,bus
859.097201,204.381995,268.467875,-50.229473,-96.994845,-1037.498434,140.296115,-280.592231,-1203.775311,opel
935.307436,303.108891,301.376841,-72.746134,8.660254,-1221.095819,152.420471,-375.855025,-1879.275126,saab
822.724134,242.487113,254.611469,-27.712813,-27.712813,-1023.642027,143.760217,-285.788383,-1160.474041,van
935.307436,405.299889,284.056332,-129.903811,83.138439,-1264.39709,157.616623,-433.012702,-2421.407029,bus
829.652337,219.970453,278.86018,-57.157677,-69.282032,-1006.321519,128.17176,-285.788383,-1143.153533,opel
775.958762,251.147367,284.056332,-15.588457,-31.176915,-987.26896,128.17176,-282.324282,-976.876655,van
793.27927,232.094808,301.376841,-55.425626,-41.569219,-1008.05357,133.367912,-310.037095,-1186.454803,saab
834.848489,301.376841,266.735824,-79.674337,-15.588457,-1051.35484,131.635861,-325.625552,-1179.5266,opel
703.212628,244.219164,239.023011,-22.51666,-22.51666,-893.738217,133.367912,-261.539672,-1001.125367,opel
980.340757,313.501196,273.664028,-62.353829,27.712813,-1248.808632,150.68842,-355.070416,-1813.457196,opel
895.470268,211.310199,265.003774,-19.052559,-50.229473,-1103.316364,145.492268,-275.396078,-1392.568849,saab
788.083117,251.147367,265.003774,-38.105118,-60.621778,-990.733062,133.367912,-284.056332,-1027.106129,saab
881.613861,358.534517,337.749907,-107.38715,48.497423,-1198.579159,143.760217,-438.208854,-1865.41872,opel
845.240794,323.893501,348.142212,-86.60254,45.033321,-1158.74199,142.028166,-417.424245,-1896.595634,opel
853.901048,200.917894,263.271723,-19.052559,-93.530744,-1042.694586,131.635861,-261.539672,-1214.167616,saab
926.647182,308.305044,280.592231,-62.353829,45.033321,-1189.918905,140.296115,-353.338365,-1874.078974,saab
751.71005,308.305044,251.147367,-62.353829,-6.928203,-987.26896,143.760217,-330.821704,-1151.813787,bus
751.71005,214.7743,296.180688,3.464102,-45.033321,-952.627944,121.243557,-265.003774,-963.020249,van
914.522826,304.840942,273.664028,-45.033321,22.51666,-1195.115057,145.492268,-348.142212,-1865.41872,opel
824.456184,412.228092,318.697349,-150.68842,81.406388,-1144.885584,128.17176,-445.137058,-2223.953237,bus
862.561302,294.448637,275.396078,-83.138439,-27.712813,-1080.799704,148.956369,-349.874263,-1184.722752,van
886.810013,353.338365,304.840942,-152.420471,31.176915,-1157.009939,143.760217,-422.620397,-1896.595634,bus
815.79593,306.572993,313.501196,-60.621778,29.444864,-1075.603552,143.760217,-370.658873,-1234.952226,van
864.293353,245.951215,230.362757,-34.641016,-45.033321,-1082.531755,161.080725,-285.788383,-1356.195782,bus
867.757455,239.023011,289.252485,-84.87049,-36.373067,-1079.067653,140.296115,-329.089653,-1494.759847,opel
831.384388,280.592231,254.611469,-46.765372,-17.320508,-1051.35484,147.224319,-306.572993,-1163.938143,bus
843.508743,221.702503,254.611469,-34.641016,-67.549981,-1046.158688,150.68842,-284.056332,-1252.272734,bus
782.886965,277.128129,273.664028,-46.765372,-1.732051,-999.393316,131.635861,-303.108891,-1056.550993,van
949.163843,393.175533,308.305044,-154.152522,24.248711,-1252.272734,159.348674,-476.313972,-1893.131533,saab
713.604933,199.185843,270.199926,-17.320508,-48.497423,-879.88181,126.439709,-247.683265,-909.326674,opel
838.312591,263.271723,237.290961,-27.712813,-58.889727,-1058.283043,147.224319,-287.520434,-1188.186854,bus
739.585695,214.7743,292.716586,-65.817931,-57.157677,-886.810013,128.17176,-275.396078,-866.025404,saab
949.163843,346.410162,258.07557,-121.243557,6.928203,-1196.847108,154.152522,-398.371686,-1823.8495,saab
900.66642,252.879418,247.683265,-58.889727,-27.712813,-1127.565076,159.348674,-303.108891,-1553.649574,bus
888.542064,261.539672,258.07557,-69.282032,-48.497423,-1118.904822,154.152522,-318.697349,-1454.922678,bus
843.508743,310.037095,277.128129,-93.530744,-3.464102,-1070.407399,138.564065,-351.606314,-1273.057344,opel
935.307436,370.658873,299.64479,-138.564065,38.105118,-1222.82787,159.348674,-445.137058,-1906.987939,opel
852.168997,232.094808,247.683265,-50.229473,-71.014083,-1044.426637,143.760217,-294.448637,-1292.109902,opel
947.431792,311.769145,277.128129,-96.994845,6.928203,-1186.454803,145.492268,-361.998619,-1565.77393,opel
827.920286,254.611469,258.07557,-36.373067,-45.033321,-1040.962535,150.68842,-311.769145,-1191.650956,van
817.527981,292.716586,258.07557,-69.282032,-12.124356,-1027.106129,131.635861,-316.965298,-1176.062498,saab
888.542064,412.228092,282.324282,-128.17176,65.817931,-1210.703514,147.224319,-438.208854,-2243.005796,bus
855.633099,237.290961,266.735824,-62.353829,-41.569219,-1046.158688,138.564065,-297.912739,-1293.841953,saab
739.585695,287.520434,282.324282,-76.210236,6.928203,-961.288198,129.903811,-336.017857,-1153.545838,bus
994.197164,356.802466,290.984536,-110.851252,72.746134,-1283.449648,166.276878,-413.960143,-2028.231496,saab
777.690813,294.448637,275.396078,-72.746134,-5.196152,-1014.981773,143.760217,-346.410162,-1228.024023,bus
741.317746,318.697349,294.448637,-90.066642,15.588457,-985.53691,129.903811,-367.194771,-1165.670193,bus
763.834406,304.840942,284.056332,-96.994845,5.196152,-985.53691,138.564065,-358.534517,-1143.153533,bus
834.848489,289.252485,296.180688,-53.693575,20.78461,-1082.531755,148.956369,-353.338365,-1267.861191,van
848.704896,199.185843,259.807621,-24.248711,-76.210236,-1035.766383,136.832014,-263.271723,-1255.736835,saab
881.613861,329.089653,316.965298,-67.549981,62.353829,-1176.062498,129.903811,-377.587076,-1920.844346,opel
904.130522,360.266568,315.233247,-98.726896,69.282032,-1212.435565,148.956369,-422.620397,-1877.543075,opel
788.083117,247.683265,271.931977,-24.248711,-74.478185,-982.072808,129.903811,-278.86018,-924.915131,van
801.939524,297.912739,277.128129,-45.033321,-15.588457,-1053.086891,140.296115,-339.481958,-1177.794549,van
846.972845,294.448637,270.199926,-57.157677,-24.248711,-1096.388161,145.492268,-339.481958,-1340.607325,opel
711.872882,285.788383,280.592231,-45.033321,12.124356,-943.96769,128.17176,-320.429399,-1110.244568,bus
784.619016,306.572993,261.539672,-74.478185,1.732051,-1014.981773,145.492268,-344.678111,-1184.722752,bus
841.776692,368.926822,308.305044,-74.478185,60.621778,-1165.670193,136.832014,-412.228092,-1848.098212,opel
911.058725,193.98969,268.467875,-6.928203,-64.08588,-1124.100974,143.760217,-265.003774,-1460.118831,opel
791.547219,200.917894,247.683265,19.052559,-53.693575,-989.001011,140.296115,-239.023011,-1089.459958,van
829.652337,259.807621,261.539672,-57.157677,-41.569219,-1046.158688,150.68842,-315.233247,-1226.291972,bus
829.652337,336.017857,306.572993,-112.583302,19.052559,-1117.172771,135.099963,-389.711432,-1848.098212,bus
777.690813,213.042249,237.290961,1.732051,-62.353829,-961.288198,128.17176,-239.023011,-1073.871501,opel
834.848489,242.487113,263.271723,-55.425626,-34.641016,-1044.426637,142.028166,-304.840942,-1337.143223,opel
800.207473,297.912739,258.07557,-67.549981,1.732051,-1025.374078,135.099963,-318.697349,-1215.899667,saab
933.575385,360.266568,285.788383,-67.549981,64.08588,-1259.200937,162.812776,-403.567838,-2005.714835,opel
767.298508,297.912739,254.611469,-53.693575,-20.78461,-997.661265,138.564065,-327.357603,-1150.081736,bus
788.083117,240.755062,278.86018,-48.497423,-67.549981,-949.163843,126.439709,-273.664028,-852.168997,van
909.326674,346.410162,304.840942,-43.30127,64.08588,-1238.416327,150.68842,-396.639635,-1990.126378,opel
789.815168,284.056332,308.305044,-51.961524,15.588457,-1032.302281,131.635861,-349.874263,-1226.291972,van
892.006166,332.553755,256.34352,-71.014083,12.124356,-1172.598397,154.152522,-355.070416,-1635.055962,bus
758.638254,297.912739,284.056332,-72.746134,3.464102,-999.393316,136.832014,-344.678111,-1200.31121,bus
755.174152,270.199926,278.86018,-67.549981,-29.444864,-957.824097,128.17176,-315.233247,-1034.034332,saab
836.58054,218.238402,278.86018,19.052559,-34.641016,-1066.943297,142.028166,-261.539672,-1158.74199,van
937.039487,355.070416,273.664028,-86.60254,60.621778,-1226.291972,155.884573,-393.175533,-1971.073819,saab
808.867727,183.597386,242.487113,10.392305,-77.942286,-973.412554,138.564065,-226.898656,-1021.909976,van
963.020249,360.266568,306.572993,-136.832014,48.497423,-1247.076581,159.348674,-434.744753,-1884.471279,saab
769.030559,290.984536,258.07557,-74.478185,-6.928203,-983.804859,138.564065,-322.16145,-1179.5266,saab
691.088272,235.55891,259.807621,-48.497423,-36.373067,-850.436947,124.707658,-261.539672,-867.757455,van
708.40878,214.7743,278.86018,-65.817931,-43.30127,-840.044642,128.17176,-261.539672,-829.652337,saab
720.533136,297.912739,282.324282,-58.889727,22.51666,-956.092046,124.707658,-327.357603,-1132.761228,bus
888.542064,323.893501,315.233247,-81.406388,25.980762,-1186.454803,143.760217,-396.639635,-1825.581551,saab
814.06388,278.86018,266.735824,-67.549981,-36.373067,-1020.177926,148.956369,-332.553755,-1073.871501,van
758.638254,301.376841,325.625552,-38.105118,32.908965,-1035.766383,131.635861,-363.73067,-1210.703514,van
881.613861,226.898656,200.917894,-12.124356,-58.889727,-1089.459958,162.812776,-249.415316,-1442.798323,bus
723.997238,308.305044,282.324282,-76.210236,5.196152,-959.556147,129.903811,-353.338365,-1132.761228,bus
892.006166,348.142212,332.553755,-83.138439,64.08588,-1212.435565,142.028166,-412.228092,-1972.80587,opel
774.226711,332.553755,277.128129,-102.190998,10.392305,-1016.713824,138.564065,-374.122974,-1203.775311,bus
855.633099,204.381995,252.879418,-34.641016,-81.406388,-1039.230485,140.296115,-270.199926,-1269.593242,opel
840.044642,313.501196,284.056332,-105.655099,-25.980762,-1066.943297,136.832014,-363.73067,-1269.593242,opel
734.389542,285.788383,268.467875,-57.157677,17.320508,-950.895893,133.367912,-316.965298,-1117.172771,bus
964.7523,349.874263,294.448637,-90.066642,38.105118,-1273.057344,161.080725,-419.156295,-1988.394327,saab
732.657492,289.252485,316.965298,-17.320508,29.444864,-1006.321519,126.439709,-332.553755,-1169.134295,van
756.906203,245.951215,297.912739,-36.373067,-17.320508,-966.484351,119.511506,-296.180688,-1046.158688,van
876.417709,204.381995,228.630707,-22.51666,-71.014083,-1072.13945,159.348674,-258.07557,-1344.071427,bus
848.704896,233.826859,270.199926,-46.765372,-55.425626,-1065.211247,136.832014,-299.64479,-1392.568849,saab
931.843334,412.228092,296.180688,-162.812776,39.837169,-1231.488124,154.152522,-478.046023,-1927.772549,opel
737.853644,209.578148,273.664028,-39.837169,-84.87049,-890.274115,129.903811,-265.003774,-864.293353,saab
760.370305,228.630707,287.520434,-19.052559,-12.124356,-945.699741,121.243557,-270.199926,-982.072808,van
964.7523,407.03194,287.520434,-121.243557,64.08588,-1286.91375,162.812776,-452.065261,-2040.355851,opel
782.886965,285.788383,311.769145,-51.961524,15.588457,-1027.106129,135.099963,-353.338365,-1195.115057,van
852.168997,296.180688,254.611469,-81.406388,-46.765372,-1065.211247,147.224319,-330.821704,-1167.402244,bus
