@relation 'vehicle_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N15-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1-weka.filters.unsupervised.instance.Resample-S1-Z30.0-no-replacement-weka.filters.AllFilter-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.MLPAutoencoder -N 15 -L 0.01 -O 1.0E-6 -P 1 -E 1 -weights-file \"C:\\\\Program Files\\\\Weka-3-8\" -S 1 -seed 1-Fweka.filters.unsupervised.instance.Resample -S 1 -Z 30.0 -no-replacement-Fweka.filters.AllFilter'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute hidden_unit_9output numeric
@attribute hidden_unit_10output numeric
@attribute hidden_unit_11output numeric
@attribute hidden_unit_12output numeric
@attribute hidden_unit_13output numeric
@attribute hidden_unit_14output numeric
@attribute Class {opel,saab,bus,van}

@data
0.000742,0,0.001117,0.3642,0.69993,0.395145,0.936607,0.956447,0.683392,1,0.550698,0.062789,0.000363,0.748274,0.038901,van
0.163994,0,0,0.815724,0.005359,0.136314,0.193975,0.812466,0.312993,0.996731,0.999891,0.248847,0.847758,0.376824,0.346821,opel
0.00011,0,0,0.763634,0.948229,0.263635,0.303575,0.925166,0.773902,0.066459,1,0.938809,0.999971,0.681942,0.87875,bus
0.000018,0,0.996957,0.634779,0.991157,0.678296,0.264086,0.716741,0.421319,1,0.000005,0.832223,0,0.933905,0.232987,van
0.919353,0,0.02335,0.733715,0.000065,0.060369,0.087813,0.734613,0.784294,1,0.037835,0.723742,0.000009,0.152609,0.297373,opel
0.029403,0,0.093489,0.815612,0.031253,0.583393,0.580973,0.191269,0.356421,1,0.011784,0.181082,0.000002,0.471719,0.438546,bus
0.100849,0,0,0.047501,0.013548,0.08704,0.601297,0.975477,0.772806,0.739563,0.999998,0.900035,0.998677,0.037255,0.735799,opel
0.000043,0,0.036927,0.792078,0.975672,0.828898,0.832418,0.771147,0.605052,1,0.038157,0.083748,0.000008,0.571804,0.557563,bus
0.757802,0,0.000002,0.697756,0.00029,0.2411,0.955488,0.267408,0.262365,0.999863,0.997913,0.845176,0.196873,0.811602,0.405747,bus
0.072989,0,0.016239,0.230183,0.014139,0.551287,0.498208,0.732119,0.576217,1,0.051717,0.400275,0.000014,0.165986,0.620658,van
0.605373,0,0.000071,0.716392,0.00053,0.935752,0.016043,0.075016,0.884656,0.999997,0.923839,0.215845,0.004173,0.115839,0.900073,saab
0.37436,0,0.000001,0.922588,0.001371,0.500998,0.135874,0.434421,0.322803,0.999555,0.999157,0.08647,0.36215,0.838556,0.224318,opel
0.710307,0,0,0.08798,0.000404,0.620603,0.178467,0.648545,0.736497,0.993821,0.999921,0.712954,0.915897,0.079712,0.861378,opel
0.062931,0,0,0.119413,0.020666,0.702663,0.901915,0.462357,0.602023,0.90478,0.999996,0.564778,0.996152,0.163266,0.889274,opel
0.046744,0,0.00227,0.370328,0.021354,0.467566,0.730245,0.731233,0.178752,1,0.292951,0.079431,0.000113,0.566164,0.212905,van
0.000119,0,0.105044,0.457397,0.938922,0.104181,0.511556,0.91876,0.070046,1,0.009536,0.628284,0.000002,0.44437,0.719594,opel
0.018905,0,0,0.398789,0.082972,0.237587,0.940846,0.935858,0.807382,0.589671,0.999999,0.072145,0.999263,0.103688,0.071791,opel
0.935033,0,0.083371,0.748239,0.000043,0.499148,0.049608,0.205124,0.803139,1,0.009792,0.450541,0.000002,0.073555,0.618921,saab
0.896558,0,0,0.710583,0.000104,0.055298,0.18714,0.51283,0.519205,0.99907,0.999599,0.071462,0.566048,0.266623,0.108407,opel
0.492175,0,0.372215,0.462168,0.000848,0.170532,0.91965,0.923483,0.290288,1,0.00202,0.402896,0,0.492072,0.178994,van
0.262367,0,0.000159,0.222977,0.002488,0.733767,0.916645,0.266508,0.173538,0.999998,0.871912,0.179648,0.002699,0.828135,0.231486,van
0.000019,0,0.997251,0.770386,0.990062,0.699759,0.280496,0.47344,0.438978,1,0.000005,0.160221,0,0.913216,0.172762,opel
0.066838,0,0.075456,0.688915,0.013145,0.105083,0.928603,0.369129,0.156329,1,0.015251,0.246917,0.000003,0.882445,0.522493,bus
0.973722,0,0,0.047367,0.000024,0.920997,0.524538,0.27795,0.22718,0.373485,1,0.887823,0.999739,0.249012,0.950373,saab
0.070607,0,0.00065,0.484346,0.013038,0.886438,0.841523,0.27125,0.515862,1,0.646248,0.029126,0.000555,0.618153,0.107993,van
0.00164,0,0.001453,0.487981,0.488479,0.203788,0.96456,0.944707,0.485118,1,0.489255,0.064269,0.000272,0.585519,0.06409,van
0.353608,0,0.000223,0.398908,0.001715,0.463509,0.825686,0.60439,0.334028,0.999999,0.842896,0.652099,0.001933,0.421516,0.8989,opel
0.000169,0,0,0.94319,0.910228,0.843185,0.136509,0.704861,0.905341,0.272961,1,0.392541,0.999796,0.73597,0.843188,bus
0.000494,0,0,0.93679,0.766376,0.909982,0.356275,0.025467,0.165611,0.000342,1,0.800163,1,0.899042,0.923221,bus
0.719619,0,0.001731,0.961819,0.00028,0.109068,0.034286,0.385874,0.441294,1,0.307513,0.88599,0.000113,0.788169,0.069278,bus
0.001394,0,0.001389,0.224908,0.519157,0.533977,0.918173,0.914284,0.164357,1,0.45412,0.507684,0.000283,0.310486,0.454734,van
0.986782,0,0.003459,0.846604,0.000009,0.204747,0.8468,0.573502,0.622401,1,0.229311,0.859675,0.000081,0.757015,0.140949,bus
0.264926,0,0.000931,0.323314,0.002719,0.24268,0.699054,0.788838,0.67417,1,0.526623,0.068209,0.000336,0.639961,0.046713,van
0.000293,0,0.374063,0.54986,0.833628,0.832637,0.298582,0.379758,0.43121,1,0.002133,0.11275,0,0.123535,0.668466,opel
0.973706,0,0.000141,0.406505,0.000017,0.899666,0.049486,0.068429,0.848758,0.999997,0.861077,0.778174,0.002494,0.124746,0.527224,opel
0.000074,0,0.036081,0.724573,0.954628,0.673686,0.817362,0.38765,0.229998,1,0.033768,0.161364,0.000007,0.69571,0.508528,bus
0.310471,0,0.007659,0.381413,0.002057,0.373967,0.828212,0.850715,0.535295,1,0.131216,0.829666,0.000041,0.45463,0.878912,saab
0.950123,0,0.973129,0.455296,0.000037,0.236102,0.879146,0.836701,0.873613,1,0.000038,0.519166,0,0.251313,0.458754,van
0.390329,0,0.976026,0.066726,0.001543,0.143406,0.893831,0.884233,0.339452,1,0.000031,0.928971,0,0.038356,0.975762,opel
0.000011,0,0.073683,0.806604,0.994665,0.362821,0.536354,0.91025,0.522373,1,0.017164,0.309174,0.000003,0.922627,0.075933,bus
0.605478,0,0.031795,0.89041,0.000428,0.650077,0.026588,0.185519,0.595977,1,0.027368,0.152905,0.000005,0.569296,0.397584,opel
0.039072,0,0,0.405004,0.032978,0.319608,0.544258,0.948144,0.56192,0.968319,0.999987,0.358937,0.984835,0.310029,0.627193,saab
0.000014,0,0.927402,0.929047,0.992395,0.923082,0.26176,0.14598,0.412562,1,0.000135,0.09947,0,0.850455,0.221123,opel
0.314853,0,0.025423,0.817696,0.001645,0.699859,0.440537,0.175576,0.507962,1,0.039682,0.379135,0.000009,0.785649,0.270005,bus
0.000077,0,0.035364,0.725829,0.95126,0.854866,0.320671,0.750185,0.760212,1,0.035566,0.202079,0.000008,0.903226,0.153416,bus
0.971806,0,0.000147,0.177894,0.000024,0.184706,0.861083,0.824333,0.594362,0.999998,0.872982,0.871705,0.002872,0.159812,0.71074,saab
0.993135,0,0.001016,0.820094,0.000004,0.500357,0.034955,0.091851,0.876542,1,0.459654,0.432906,0.000233,0.043873,0.344972,opel
0.286025,0,0.000001,0.868016,0.002559,0.073361,0.941849,0.833577,0.098937,0.999657,0.999144,0.213029,0.357456,0.935624,0.542793,saab
0.000006,0,0.016997,0.509722,0.99743,0.534671,0.744864,0.966224,0.527242,1,0.069038,0.566398,0.000017,0.814393,0.312115,bus
0.01521,0,0.592823,0.655678,0.067008,0.088269,0.049852,0.897941,0.611478,1,0.00068,0.206065,0,0.736932,0.113382,opel
0.044834,0,0.523775,0.512934,0.021287,0.094531,0.166774,0.872884,0.285652,1,0.000773,0.665538,0,0.375549,0.173424,van
0.971653,0,0,0.558427,0.000025,0.055274,0.630966,0.777055,0.764485,0.998755,0.999685,0.460004,0.643593,0.503795,0.234752,opel
0.423125,0,0,0.51245,0.001506,0.289821,0.108919,0.884322,0.927464,0.992475,0.999937,0.070217,0.913387,0.153527,0.177639,opel
0.182007,0,0,0.482419,0.005807,0.105262,0.963599,0.881482,0.046592,0.460482,1,0.428649,0.999684,0.85721,0.534582,opel
0.000027,0,0.047387,0.565679,0.985754,0.349721,0.67159,0.91567,0.205149,1,0.024697,0.52937,0.000005,0.828886,0.175868,bus
0.341394,0,0.150951,0.645712,0.001758,0.151685,0.943211,0.937333,0.303555,1,0.006682,0.308068,0.000001,0.628482,0.218507,van
0.003149,0,0.068741,0.620089,0.270844,0.9074,0.084556,0.128911,0.752889,1,0.013861,0.131048,0.000002,0.185739,0.884616,saab
0.363956,0,0,0.798983,0.001922,0.141022,0.841113,0.456646,0.153001,0.708085,0.999999,0.122176,0.998736,0.921295,0.076716,saab
0.000348,0,0.003423,0.47536,0.838228,0.421165,0.938529,0.902835,0.849368,1,0.297765,0.040623,0.000107,0.44239,0.058423,van
0.754929,0,0,0.563802,0.000298,0.949051,0.637665,0.10363,0.713343,0.72557,0.999998,0.117002,0.998333,0.715926,0.295253,opel
0.013068,0.000002,0.027407,0.479947,0.054137,0.975678,0.427865,0.838424,0.010583,1,0.029955,0.09784,0.000008,0.113622,0.052284,bus
0.470708,0,0.402544,0.365686,0.000915,0.569708,0.793262,0.731302,0.760709,1,0.001808,0.539778,0,0.521967,0.299598,van
0.714385,0,0,0.044604,0.000418,0.656728,0.194708,0.542894,0.565968,0.967092,0.999983,0.88486,0.985149,0.065356,0.89729,saab
0.000722,0,0.014118,0.635477,0.690688,0.065669,0.796938,0.777508,0.200671,1,0.080665,0.322993,0.000018,0.800847,0.618452,saab
0.950222,0,0,0.28254,0.000046,0.516037,0.503499,0.671722,0.733491,0.992894,0.999927,0.485664,0.916457,0.47337,0.564317,saab
0.672872,0,0.000527,0.097106,0.000417,0.349718,0.769096,0.425126,0.382042,1,0.62802,0.373651,0.000602,0.434418,0.234136,van
0.947305,0,0.000018,0.349039,0.000044,0.149689,0.049552,0.426449,0.469404,0.999984,0.978052,0.645711,0.020435,0.128189,0.343905,opel
0.001482,0,0.043721,0.724779,0.468315,0.108397,0.880762,0.797669,0.154957,1,0.030302,0.20343,0.000006,0.933893,0.311886,bus
0.443276,0,0.000477,0.937651,0.000962,0.761888,0.023501,0.141723,0.628809,0.999999,0.683956,0.094172,0.000561,0.452465,0.379924,saab
0.678218,1,0.00005,0.424278,0.000155,0.999752,0.731853,0.91164,0,0.999998,0.870741,0.070931,0.00373,0.198151,0.000025,van
0.000059,0,0.029462,0.774855,0.964677,0.698369,0.603709,0.803587,0.687117,1,0.041483,0.095321,0.000008,0.761909,0.193043,bus
0.000025,0,0.061141,0.6212,0.987201,0.651867,0.816077,0.671413,0.436414,1,0.022314,0.185454,0.000004,0.470365,0.612724,bus
0.004663,0,0,0.854231,0.23854,0.250391,0.64403,0.452,0.479125,0.591402,0.999999,0.836095,0.99933,0.774287,0.801818,bus
0.766674,0,0,0.60193,0.000282,0.743172,0.084937,0.148154,0.842247,0.974959,0.999979,0.135843,0.973334,0.558838,0.281672,saab
0.106547,0,0.050573,0.342778,0.008067,0.227538,0.482076,0.666752,0.166022,1,0.016873,0.356888,0.000004,0.436289,0.342056,van
0.24782,0,0,0.266719,0.003934,0.254766,0.666985,0.737086,0.240978,0.706914,0.999999,0.764034,0.99891,0.409501,0.521435,saab
0.09697,0,0.000016,0.946316,0.009917,0.106921,0.898942,0.901223,0.517942,0.999976,0.989426,0.08607,0.030116,0.933707,0.333735,saab
0.139612,0,0.000636,0.958532,0.00509,0.945297,0.023793,0.00873,0.769706,1,0.616305,0.123095,0.000385,0.073222,0.883558,opel
0.000027,0,0.98655,0.487427,0.984551,0.860114,0.477981,0.543913,0.360261,1,0.000022,0.750707,0,0.766466,0.536165,van
0.260209,0,0,0.079292,0.003548,0.12152,0.492089,0.934716,0.174602,0.775877,0.999998,0.946545,0.998488,0.581923,0.631165,saab
0.489781,0,0,0.153094,0.00119,0.17498,0.45994,0.936648,0.30163,0.897316,0.999995,0.601586,0.995537,0.300706,0.645548,saab
0.000332,0,0.854247,0.17892,0.833096,0.224669,0.437278,0.786725,0.603397,1,0.000239,0.332408,0,0.562501,0.626081,van
0.000051,0,0.025964,0.516702,0.973471,0.272853,0.864456,0.937996,0.338963,1,0.046156,0.40096,0.000011,0.710324,0.542864,bus
0.892002,0,0.000022,0.898652,0.000095,0.593987,0.899328,0.140333,0.420646,0.999985,0.982591,0.640421,0.020564,0.709056,0.659646,bus
0.000114,0,0.189566,0.158321,0.935712,0.892746,0.431839,0.651827,0.732134,1,0.005412,0.58067,0.000001,0.721569,0.53912,van
0.127453,0,0,0.102241,0.009794,0.033452,0.911213,0.909607,0.168184,0.43101,1,0.864954,0.999704,0.206655,0.525893,opel
0.981075,0,0.455141,0.665794,0.000014,0.104175,0.534801,0.701184,0.877078,1,0.001132,0.311164,0,0.177292,0.10877,van
0.954945,0,0.009439,0.162514,0.000037,0.18352,0.890726,0.903202,0.64048,1,0.087414,0.611715,0.000027,0.209185,0.493824,van
0.745744,0,0.014183,0.758438,0.000246,0.162194,0.201437,0.453243,0.11661,1,0.055189,0.553435,0.000014,0.838356,0.096085,bus
0.014459,0,0.001201,0.324538,0.075064,0.497704,0.916086,0.744272,0.302689,1,0.493094,0.114128,0.0003,0.507943,0.11402,van
0.985402,0,0.571549,0.772254,0.00001,0.151131,0.951847,0.941781,0.90948,1,0.00104,0.42998,0,0.433744,0.125228,van
0.587315,0,0.000058,0.32661,0.000757,0.035749,0.933329,0.95664,0.320516,0.999994,0.952544,0.891827,0.008503,0.238716,0.855741,opel
0.25404,0,0.00002,0.671054,0.002743,0.53842,0.089476,0.181976,0.182819,0.999987,0.979636,0.390234,0.018904,0.186683,0.900657,saab
0.951528,0,0.016104,0.756345,0.000037,0.11698,0.931852,0.868857,0.306904,1,0.062806,0.917199,0.000018,0.688149,0.294255,bus
0.008159,0,0,0.165094,0.166215,0.875302,0.754905,0.396336,0.858635,0.959634,0.99999,0.671776,0.990212,0.043173,0.823068,opel
0.004631,0,0,0.934852,0.214672,0.698842,0.073206,0.35352,0.983145,0.992143,0.999942,0.724936,0.9142,0.753737,0.521139,bus
0.259662,0,0.000247,0.127263,0.0028,0.847623,0.753563,0.380347,0.575933,0.999999,0.785105,0.16353,0.001353,0.268357,0.420688,van
0.973298,0,0.000001,0.580386,0.000024,0.197965,0.581623,0.827431,0.655627,0.999289,0.999434,0.267447,0.507064,0.715425,0.185419,saab
0.98817,0,0.211355,0.452445,0.000008,0.139811,0.508986,0.568608,0.786649,1,0.003175,0.508495,0.000001,0.354929,0.09188,van
0.622024,0,0.036963,0.190888,0.000481,0.296649,0.609143,0.622431,0.051923,1,0.020774,0.630636,0.000006,0.290608,0.70718,van
0.925004,0,0.042546,0.46157,0.000058,0.230652,0.923071,0.717437,0.49692,1,0.024399,0.844504,0.000006,0.730545,0.674205,bus
0.002099,0,0.005853,0.209794,0.398172,0.377755,0.831976,0.461056,0.131492,1,0.158894,0.688568,0.000051,0.332341,0.926391,opel
0.322185,0,0.05982,0.696467,0.001834,0.219003,0.382657,0.690939,0.487896,1,0.01555,0.101819,0.000003,0.688157,0.038997,van
0.397778,0,0,0.408143,0.001726,0.098627,0.778423,0.969001,0.124601,0.834035,0.999998,0.59233,0.997661,0.863534,0.541137,saab
0.720666,0,0.03813,0.901637,0.00026,0.694494,0.41271,0.11336,0.682572,1,0.026432,0.326558,0.000005,0.638809,0.268013,bus
0.946925,0,0,0.04158,0.000058,0.046196,0.869192,0.928225,0.256305,0.99862,0.999745,0.885837,0.753197,0.070199,0.893932,saab
0.00082,0,0.169793,0.50519,0.604217,0.862147,0.094267,0.225849,0.632666,1,0.005332,0.23848,0.000001,0.252299,0.828213,saab
0.709252,0,0.007205,0.480436,0.00036,0.064409,0.953362,0.789682,0.121143,1,0.125159,0.821136,0.000041,0.65586,0.605833,bus
0.00241,0,0.024208,0.788198,0.363849,0.140747,0.927068,0.870735,0.462679,1,0.0546,0.195284,0.000012,0.76326,0.378734,bus
0.000053,0,0.052846,0.46026,0.96997,0.750379,0.759382,0.684643,0.238869,1,0.023572,0.513785,0.000005,0.565535,0.563602,bus
0.557035,0,0.101367,0.801688,0.000632,0.382307,0.379744,0.305492,0.434254,1,0.009257,0.464681,0.000002,0.472375,0.285752,bus
0.000017,0,0.041407,0.519962,0.991947,0.501742,0.683045,0.719023,0.326641,1,0.028875,0.434691,0.000006,0.836496,0.315246,bus
0.614013,0,0,0.598649,0.00068,0.539647,0.486388,0.321571,0.754978,0.602997,0.999999,0.037195,0.999035,0.442718,0.087551,opel
0.978191,0,0.002085,0.399293,0.000014,0.444388,0.081631,0.197073,0.612117,1,0.287807,0.683373,0.000122,0.133481,0.47951,saab
0.35198,0,0,0.35156,0.002291,0.105268,0.587031,0.903372,0.361996,0.591031,0.999999,0.457047,0.999252,0.624201,0.134787,saab
0.960912,0,0.028757,0.572927,0.000023,0.988896,0.043781,0.025016,0.939492,1,0.03392,0.473505,0.000009,0.046998,0.628951,saab
0.529596,0,0,0.3518,0.001002,0.461118,0.267044,0.384808,0.858715,0.978609,0.999979,0.215318,0.973936,0.08043,0.667762,opel
0.00041,0,0.982285,0.257979,0.790246,0.163563,0.643108,0.898685,0.352648,1,0.000028,0.728784,0,0.884509,0.58422,van
0.003372,0,0.000248,0.119074,0.326131,0.393114,0.889689,0.966624,0.655778,0.999999,0.817796,0.098123,0.001614,0.480795,0.161905,van
0.024298,0,0.000289,0.620559,0.04562,0.293664,0.825731,0.682584,0.34622,0.999999,0.805177,0.22083,0.001226,0.641458,0.617405,saab
0.26829,0,0,0.105865,0.003497,0.757513,0.672998,0.574704,0.759946,0.535036,0.999999,0.589897,0.99944,0.075406,0.837262,saab
