@relation 'vehicle_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N15-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1-weka.filters.unsupervised.instance.Resample-S1-Z40.0-no-replacement-weka.filters.AllFilter-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.MLPAutoencoder -N 15 -L 0.01 -O 1.0E-6 -P 1 -E 1 -weights-file \"C:\\\\Program Files\\\\Weka-3-8\" -S 1 -seed 1-Fweka.filters.unsupervised.instance.Resample -S 1 -Z 40.0 -no-replacement-Fweka.filters.AllFilter'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute hidden_unit_9output numeric
@attribute hidden_unit_10output numeric
@attribute hidden_unit_11output numeric
@attribute hidden_unit_12output numeric
@attribute hidden_unit_13output numeric
@attribute hidden_unit_14output numeric
@attribute Class {opel,saab,bus,van}

@data
0.637794,0,0.000015,0.671712,0.000514,0.098813,0.108252,0.60147,0.438472,0.999978,0.985862,0.194227,0.027141,0.472871,0.312511,saab
0.00006,0,0.98801,0.39944,0.965106,0.18112,0.353488,0.80054,0.106815,1,0.000017,0.644198,0,0.910752,0.212255,van
0.466877,0,0,0.799541,0.001152,0.645114,0.584208,0.103175,0.165783,0.782914,0.999998,0.046154,0.997876,0.455435,0.193686,saab
0.317283,0,0.000869,0.941673,0.001634,0.850269,0.053399,0.040595,0.83412,1,0.591493,0.064658,0.000367,0.309278,0.467347,opel
0.275865,0,0.000001,0.90011,0.002383,0.655006,0.116515,0.263759,0.32472,0.999795,0.998609,0.164359,0.247273,0.71587,0.57924,saab
0.979798,0,0.019309,0.03993,0.000016,0.062324,0.971986,0.93663,0.341373,1,0.041279,0.973941,0.000014,0.160673,0.892166,van
0.000084,0,0.832812,0.837915,0.952999,0.299179,0.303324,0.770547,0.447341,1,0.000298,0.09026,0,0.823273,0.083493,opel
0.966122,0,0.700227,0.249428,0.000027,0.088646,0.961864,0.909087,0.770291,1,0.000575,0.891549,0,0.179417,0.758814,van
0.197375,0,0,0.14446,0.004991,0.938052,0.472993,0.571221,0.856618,0.779196,0.999998,0.497357,0.998317,0.069085,0.820202,saab
0.97102,0,0.056718,0.2728,0.000022,0.183291,0.516248,0.560521,0.801692,1,0.014135,0.42445,0.000003,0.140971,0.180135,van
0.000051,0,0,0.920631,0.978542,0.167922,0.205153,0.931582,0.877954,0.000337,1,0.778402,1,0.821174,0.464865,bus
0.978602,0,0.798794,0.50964,0.000014,0.555782,0.365354,0.396997,0.922208,1,0.000258,0.564415,0,0.066442,0.362389,van
0.937022,0,0.000479,0.576168,0.000053,0.458104,0.76473,0.41506,0.726594,0.999999,0.700055,0.818644,0.000756,0.242891,0.879324,opel
0.969075,0,0.01101,0.299237,0.000025,0.357143,0.844203,0.78891,0.865635,1,0.086706,0.409111,0.000026,0.417526,0.223453,van
0.062332,0,0.005528,0.681369,0.016706,0.357069,0.912974,0.853604,0.675448,1,0.180528,0.037144,0.000052,0.784031,0.092186,van
0.051021,0,0,0.231931,0.02494,0.45951,0.896705,0.655772,0.351349,0.881964,0.999997,0.481713,0.996803,0.400477,0.537252,opel
0.018564,0,0,0.441643,0.073112,0.918264,0.801204,0.348729,0.929454,0.636179,0.999999,0.154145,0.999102,0.028046,0.805125,opel
0.960123,0,0.045868,0.349471,0.000032,0.032186,0.587754,0.863902,0.46258,1,0.016579,0.657322,0.000004,0.154084,0.264793,van
0.862404,0,0.001527,0.860591,0.000119,0.82181,0.019865,0.093634,0.917653,1,0.397306,0.236544,0.000173,0.18891,0.612589,saab
0.002439,0,0.839239,0.094086,0.358686,0.162698,0.817871,0.844634,0.203112,1,0.000245,0.822095,0,0.791528,0.586988,van
0.965747,0,0.935506,0.51121,0.000021,0.918002,0.043947,0.242903,0.981648,1,0.000072,0.666603,0,0.080317,0.692897,opel
0.000138,0,0.018821,0.504127,0.919959,0.139328,0.90297,0.796918,0.046679,1,0.057016,0.647475,0.000014,0.917447,0.484466,bus
0.886342,0,0.000002,0.368363,0.000115,0.104954,0.091722,0.677441,0.747233,0.999804,0.998116,0.449755,0.220295,0.360159,0.264212,opel
0.709573,0,0.000873,0.819301,0.000347,0.073404,0.845964,0.81271,0.434509,1,0.585457,0.222712,0.000376,0.568774,0.165615,saab
0.007673,0,0.649532,0.401664,0.140421,0.091373,0.752705,0.922586,0.465914,1,0.000771,0.516048,0,0.703868,0.718116,saab
0.03355,0,0.042036,0.753525,0.028148,0.052624,0.040929,0.837135,0.421036,1,0.019264,0.110825,0.000003,0.686484,0.134804,saab
0.000799,0,0.027595,0.699481,0.606238,0.435703,0.82235,0.26976,0.048725,1,0.041479,0.222374,0.000009,0.867981,0.43536,bus
0.000214,0,0.090764,0.265184,0.881923,0.803732,0.526338,0.774568,0.873246,1,0.012798,0.335359,0.000003,0.861117,0.481474,van
0.954824,0,0.989855,0.72365,0.00003,0.480846,0.292682,0.487685,0.929281,1,0.000012,0.38779,0,0.211531,0.144807,van
0.94911,0,0.003818,0.959145,0.000035,0.054035,0.066725,0.471006,0.617864,1,0.182879,0.881532,0.000054,0.851428,0.049484,bus
0.86937,0,0.000031,0.935316,0.000128,0.084929,0.802536,0.81868,0.666967,0.999987,0.977722,0.106221,0.0141,0.90492,0.224433,saab
0.223012,0,0.00005,0.872473,0.003088,0.33867,0.090426,0.562324,0.357917,0.999995,0.950902,0.183532,0.006496,0.435649,0.290372,opel
0.807515,0,0.006317,0.163645,0.00019,0.548016,0.918276,0.583434,0.325992,1,0.13946,0.552298,0.000049,0.500027,0.741125,van
0.982207,0,0.057946,0.925837,0.00001,0.532674,0.04727,0.118623,0.793317,1,0.012914,0.724542,0.000003,0.749638,0.091538,bus
0.82811,0,0,0.119646,0.000195,0.943356,0.602191,0.063932,0.373006,0.607835,0.999999,0.460904,0.999281,0.348733,0.862005,saab
0.670097,0,0,0.567694,0.00047,0.914281,0.084821,0.262229,0.781781,0.977775,0.999977,0.286579,0.973018,0.310812,0.727479,saab
0.000029,0,0.021504,0.479884,0.985062,0.361484,0.855358,0.907979,0.19642,1,0.052711,0.552751,0.000013,0.779556,0.543157,bus
0.001275,0,0.054399,0.094724,0.547832,0.099411,0.591534,0.818026,0.064074,1,0.016956,0.906325,0.000004,0.23497,0.923605,opel
0.000435,0,0.593621,0.563772,0.756816,0.487786,0.062631,0.875438,0.668504,1,0.000786,0.063038,0,0.790785,0.204189,saab
0.000153,0,0.02979,0.719175,0.90479,0.794397,0.814326,0.386706,0.248712,1,0.041459,0.1925,0.000009,0.795249,0.61393,bus
0.007896,0,0.366339,0.140567,0.134776,0.226668,0.691672,0.910196,0.785247,1,0.002098,0.492116,0,0.82542,0.180273,van
0.000027,0,0.040808,0.768095,0.986011,0.516195,0.623561,0.678775,0.369283,1,0.029949,0.417748,0.000006,0.854537,0.194639,bus
0.354261,0,0,0.747879,0.001868,0.836241,0.418095,0.041769,0.298538,0.617322,0.999999,0.253386,0.999147,0.339373,0.687422,opel
0.000091,0,0,0.898205,0.95478,0.380746,0.111593,0.78522,0.983972,0.349827,1,0.793864,0.999683,0.568743,0.707099,bus
0.431455,0,0,0.149703,0.0015,0.244501,0.399493,0.841286,0.12827,0.926936,0.999994,0.885094,0.994625,0.185341,0.920604,saab
0.024336,0,0,0.627618,0.052576,0.85748,0.827912,0.212983,0.495126,0.896821,0.999997,0.092996,0.9961,0.43037,0.482089,opel
0.000006,0,0.874184,0.313633,0.997438,0.571368,0.769589,0.845389,0.232129,1,0.000257,0.552846,0,0.757067,0.292792,van
0.360622,0,0.000009,0.84236,0.001728,0.119853,0.598147,0.305607,0.492186,0.99996,0.99266,0.863218,0.055346,0.838372,0.128132,bus
0.541717,0,0.786935,0.559094,0.000628,0.983766,0.071847,0.072744,0.965336,1,0.000323,0.207396,0,0.15685,0.719208,opel
0.197889,0,0.440737,0.320593,0.003279,0.292155,0.123834,0.795172,0.720983,1,0.00114,0.344739,0,0.681293,0.076939,van
0.993727,0,0.002052,0.814892,0.000004,0.111503,0.125854,0.588064,0.853389,1,0.301819,0.277477,0.000113,0.132008,0.120923,saab
0.767476,0,0.000144,0.387358,0.000288,0.042643,0.972324,0.721562,0.141127,0.999998,0.887093,0.716974,0.002775,0.173294,0.924273,saab
0.935806,0,0.004517,0.903756,0.000043,0.474446,0.080105,0.11117,0.769978,1,0.157333,0.914891,0.000048,0.552829,0.094392,bus
0.938289,0,0.000494,0.485801,0.000053,0.138818,0.947557,0.313876,0.155694,0.999999,0.682087,0.990375,0.000832,0.327737,0.808518,bus
0.039654,0,0.067354,0.751275,0.022294,0.956897,0.092163,0.041858,0.927091,1,0.016177,0.083369,0.000003,0.355961,0.565043,saab
0.989966,0,0.000172,0.664277,0.000008,0.073886,0.111205,0.629805,0.856287,0.999998,0.84252,0.337573,0.001779,0.146959,0.134692,saab
0.251376,0,0.025213,0.818631,0.002697,0.120751,0.948814,0.789463,0.23379,1,0.043156,0.115348,0.00001,0.898531,0.079941,van
0.32009,0,0,0.736169,0.002561,0.289056,0.861702,0.181987,0.409645,0.21378,1,0.036901,0.999863,0.749229,0.039322,opel
0.1387,0,0.00015,0.013347,0.007158,0.070456,0.939267,0.905866,0.049183,0.999999,0.840356,0.921639,0.002525,0.234416,0.510192,van
0.977743,0,0.006514,0.869469,0.000013,0.559134,0.03196,0.046924,0.366398,1,0.102964,0.967947,0.000032,0.637644,0.20485,bus
0.544563,0,0.001745,0.797813,0.000676,0.185277,0.851586,0.725315,0.351235,1,0.390074,0.572895,0.000176,0.939977,0.353807,bus
0.946388,0,0.005047,0.431947,0.000044,0.044757,0.87559,0.874975,0.407741,1,0.153809,0.963071,0.000053,0.488646,0.677347,bus
0.000345,0,0.03897,0.907559,0.798194,0.172716,0.770761,0.691486,0.161736,1,0.031717,0.112622,0.000006,0.933078,0.07726,bus
0.008185,0,0.000712,0.298623,0.144487,0.087798,0.737886,0.874028,0.48137,1,0.614605,0.453295,0.000465,0.59029,0.801742,saab
0.071044,0,0,0.530032,0.018903,0.051951,0.959063,0.823102,0.167602,0.463147,1,0.114075,0.999585,0.448777,0.090242,opel
0.92936,0,0.000492,0.948298,0.000052,0.181228,0.35533,0.082249,0.210786,1,0.667564,0.424808,0.000548,0.851821,0.240179,bus
0.9947,0,0.122872,0.79293,0.000003,0.457271,0.063537,0.458139,0.963842,1,0.006353,0.476669,0.000001,0.042311,0.484272,saab
0.729169,0,0.440333,0.180693,0.000337,0.101972,0.961935,0.934703,0.511599,1,0.001537,0.916867,0,0.171305,0.798757,van
0.000113,0,0.01508,0.879008,0.930744,0.355518,0.693025,0.774486,0.227602,1,0.073705,0.207126,0.000016,0.950578,0.078155,bus
0.904937,0,0.170102,0.713298,0.00007,0.703592,0.066906,0.207787,0.918322,1,0.004762,0.262719,0.000001,0.138892,0.248436,saab
0.026667,0,0.437358,0.330632,0.035575,0.158124,0.209931,0.669424,0.479644,1,0.001141,0.523324,0,0.46043,0.334335,van
0.010307,0,0.000675,0.430169,0.10889,0.946998,0.635268,0.721385,0.86908,1,0.640099,0.053728,0.000559,0.543853,0.245551,van
0.172836,0,0.000245,0.085522,0.005031,0.581644,0.922262,0.698716,0.199061,0.999999,0.797751,0.480731,0.001597,0.32919,0.637091,van
0.992101,0,0.072725,0.104443,0.000006,0.256386,0.964768,0.654985,0.528511,1,0.011513,0.939715,0.000003,0.07116,0.899631,van
0.252979,0,0.000037,0.601186,0.003122,0.324044,0.911892,0.500886,0.388171,0.999992,0.970367,0.4554,0.012156,0.129432,0.953106,saab
0.000023,0,0,0.92163,0.990818,0.214327,0.1419,0.913116,0.950981,0.055551,1,0.703967,0.999971,0.728785,0.699637,bus
0.129478,0,0.000845,0.64846,0.005609,0.788979,0.039818,0.06955,0.300542,1,0.500525,0.425033,0.000288,0.39447,0.728734,saab
0.000361,0,0,0.776011,0.840855,0.155418,0.440747,0.840256,0.447088,0.003326,1,0.910851,0.999999,0.893034,0.942133,bus
0.012592,0,0.000507,0.517385,0.089178,0.565426,0.852721,0.734098,0.532669,1,0.713671,0.296927,0.000741,0.441054,0.854448,opel
0.260975,0,0.014238,0.489229,0.002648,0.153555,0.529215,0.604358,0.380965,1,0.06008,0.184447,0.000015,0.704487,0.082195,van
0.000306,0,0.456123,0.040757,0.828695,0.395066,0.251989,0.883242,0.435656,1,0.001238,0.860613,0,0.588799,0.470865,van
0.016697,0,0.016432,0.200092,0.067626,0.296057,0.686189,0.701467,0.785048,1,0.062791,0.314319,0.000015,0.286041,0.898191,opel
0.001916,0,0.000305,0.071974,0.45086,0.623918,0.895343,0.910758,0.52179,0.999999,0.79116,0.176668,0.001415,0.52229,0.253265,van
0.544154,0,0.000013,0.697347,0.000728,0.241151,0.094013,0.4244,0.463755,0.999973,0.98747,0.525431,0.03274,0.440323,0.453793,saab
0.001327,0,0.105646,0.31094,0.496956,0.737473,0.137212,0.536266,0.495749,1,0.008581,0.649492,0.000002,0.409465,0.733634,saab
0.007972,0,0.001086,0.068778,0.141704,0.319689,0.966197,0.862172,0.043747,1,0.478469,0.719592,0.000345,0.168068,0.7887,van
0.133939,0,0.075258,0.772723,0.005648,0.293683,0.323912,0.51018,0.551495,1,0.012168,0.47716,0.000002,0.619022,0.224962,bus
0.000211,0,0.084504,0.181795,0.892301,0.104208,0.813906,0.889088,0.020222,1,0.012905,0.94096,0.000003,0.50545,0.946495,saab
0.667599,0,0,0.592976,0.000467,0.238417,0.228845,0.723485,0.137589,0.996378,0.999892,0.540851,0.866104,0.601601,0.754221,saab
0.005215,0,0.026905,0.10478,0.196816,0.298389,0.744987,0.422429,0.069522,1,0.03509,0.811156,0.000009,0.467872,0.963651,saab
0.00251,0,0,0.64714,0.409097,0.176089,0.562219,0.808382,0.843015,0.152482,1,0.720993,0.999916,0.652123,0.607625,bus
0.024837,0,0.980939,0.272431,0.042543,0.220143,0.775529,0.884996,0.80235,1,0.000032,0.484207,0,0.670952,0.544895,van
0.702215,0,0,0.215304,0.000469,0.617244,0.485427,0.310618,0.505485,0.694746,0.999999,0.518598,0.998817,0.144209,0.629322,saab
0.001135,0,0.997487,0.208863,0.526821,0.941776,0.280586,0.111802,0.55859,1,0.000004,0.664421,0,0.525006,0.871255,saab
0.022975,0,0.011933,0.836277,0.042498,0.278046,0.491259,0.248409,0.348078,1,0.074765,0.551101,0.000018,0.72514,0.44623,bus
0.977998,0,0.587282,0.252624,0.000017,0.068746,0.926476,0.87878,0.754817,1,0.000773,0.939959,0,0.050058,0.919232,opel
0.000201,0,0.017914,0.745031,0.884614,0.413652,0.813767,0.90874,0.413513,1,0.069269,0.1014,0.000016,0.883024,0.178795,bus
0.080533,0,0.03158,0.695339,0.010281,0.172479,0.826468,0.603402,0.151955,1,0.036381,0.237776,0.000008,0.941717,0.197555,bus
0.003584,0,0.957331,0.60083,0.233288,0.795609,0.106899,0.304392,0.704163,1,0.000064,0.032268,0,0.454864,0.573154,opel
0.439286,0,0.003046,0.902058,0.001031,0.705298,0.025358,0.134997,0.898191,1,0.251253,0.12301,0.000074,0.342618,0.422191,saab
0.921948,0,0.008031,0.333676,0.000065,0.847198,0.676789,0.127427,0.976781,1,0.107082,0.060506,0.000028,0.12767,0.168162,van
0.00415,0,0.000413,0.360578,0.257276,0.470016,0.834063,0.955728,0.504226,0.999999,0.734286,0.089319,0.000914,0.72709,0.059477,van
0.932348,0,0.00645,0.178313,0.000058,0.087889,0.676663,0.702004,0.256809,1,0.112194,0.692557,0.000037,0.278317,0.454408,van
0.964328,0,0.015234,0.941118,0.000024,0.217821,0.104368,0.125176,0.6184,1,0.056679,0.419427,0.000013,0.462946,0.201138,bus
0.340314,0,0,0.503602,0.00198,0.649241,0.196342,0.738048,0.521563,0.978836,0.999979,0.493613,0.975394,0.707621,0.612413,saab
0.604721,0,0,0.844642,0.000606,0.944273,0.651839,0.243003,0.624957,0.809027,0.999998,0.043333,0.997493,0.872189,0.44448,saab
0.000742,0,0.001117,0.3642,0.69993,0.395145,0.936607,0.956447,0.683392,1,0.550698,0.062789,0.000363,0.748274,0.038901,van
0.163994,0,0,0.815724,0.005359,0.136314,0.193975,0.812466,0.312993,0.996731,0.999891,0.248847,0.847758,0.376824,0.346821,opel
0.00011,0,0,0.763634,0.948229,0.263635,0.303575,0.925166,0.773902,0.066459,1,0.938809,0.999971,0.681942,0.87875,bus
0.000018,0,0.996957,0.634779,0.991157,0.678296,0.264086,0.716741,0.421319,1,0.000005,0.832223,0,0.933905,0.232987,van
0.919353,0,0.02335,0.733715,0.000065,0.060369,0.087813,0.734613,0.784294,1,0.037835,0.723742,0.000009,0.152609,0.297373,opel
0.029403,0,0.093489,0.815612,0.031253,0.583393,0.580973,0.191269,0.356421,1,0.011784,0.181082,0.000002,0.471719,0.438546,bus
0.100849,0,0,0.047501,0.013548,0.08704,0.601297,0.975477,0.772806,0.739563,0.999998,0.900035,0.998677,0.037255,0.735799,opel
0.000043,0,0.036927,0.792078,0.975672,0.828898,0.832418,0.771147,0.605052,1,0.038157,0.083748,0.000008,0.571804,0.557563,bus
0.757802,0,0.000002,0.697756,0.00029,0.2411,0.955488,0.267408,0.262365,0.999863,0.997913,0.845176,0.196873,0.811602,0.405747,bus
0.072989,0,0.016239,0.230183,0.014139,0.551287,0.498208,0.732119,0.576217,1,0.051717,0.400275,0.000014,0.165986,0.620658,van
0.605373,0,0.000071,0.716392,0.00053,0.935752,0.016043,0.075016,0.884656,0.999997,0.923839,0.215845,0.004173,0.115839,0.900073,saab
0.37436,0,0.000001,0.922588,0.001371,0.500998,0.135874,0.434421,0.322803,0.999555,0.999157,0.08647,0.36215,0.838556,0.224318,opel
0.710307,0,0,0.08798,0.000404,0.620603,0.178467,0.648545,0.736497,0.993821,0.999921,0.712954,0.915897,0.079712,0.861378,opel
0.062931,0,0,0.119413,0.020666,0.702663,0.901915,0.462357,0.602023,0.90478,0.999996,0.564778,0.996152,0.163266,0.889274,opel
0.046744,0,0.00227,0.370328,0.021354,0.467566,0.730245,0.731233,0.178752,1,0.292951,0.079431,0.000113,0.566164,0.212905,van
0.000119,0,0.105044,0.457397,0.938922,0.104181,0.511556,0.91876,0.070046,1,0.009536,0.628284,0.000002,0.44437,0.719594,opel
0.018905,0,0,0.398789,0.082972,0.237587,0.940846,0.935858,0.807382,0.589671,0.999999,0.072145,0.999263,0.103688,0.071791,opel
0.935033,0,0.083371,0.748239,0.000043,0.499148,0.049608,0.205124,0.803139,1,0.009792,0.450541,0.000002,0.073555,0.618921,saab
0.896558,0,0,0.710583,0.000104,0.055298,0.18714,0.51283,0.519205,0.99907,0.999599,0.071462,0.566048,0.266623,0.108407,opel
0.492175,0,0.372215,0.462168,0.000848,0.170532,0.91965,0.923483,0.290288,1,0.00202,0.402896,0,0.492072,0.178994,van
0.262367,0,0.000159,0.222977,0.002488,0.733767,0.916645,0.266508,0.173538,0.999998,0.871912,0.179648,0.002699,0.828135,0.231486,van
0.000019,0,0.997251,0.770386,0.990062,0.699759,0.280496,0.47344,0.438978,1,0.000005,0.160221,0,0.913216,0.172762,opel
0.066838,0,0.075456,0.688915,0.013145,0.105083,0.928603,0.369129,0.156329,1,0.015251,0.246917,0.000003,0.882445,0.522493,bus
0.973722,0,0,0.047367,0.000024,0.920997,0.524538,0.27795,0.22718,0.373485,1,0.887823,0.999739,0.249012,0.950373,saab
0.070607,0,0.00065,0.484346,0.013038,0.886438,0.841523,0.27125,0.515862,1,0.646248,0.029126,0.000555,0.618153,0.107993,van
0.00164,0,0.001453,0.487981,0.488479,0.203788,0.96456,0.944707,0.485118,1,0.489255,0.064269,0.000272,0.585519,0.06409,van
0.353608,0,0.000223,0.398908,0.001715,0.463509,0.825686,0.60439,0.334028,0.999999,0.842896,0.652099,0.001933,0.421516,0.8989,opel
0.000169,0,0,0.94319,0.910228,0.843185,0.136509,0.704861,0.905341,0.272961,1,0.392541,0.999796,0.73597,0.843188,bus
0.000494,0,0,0.93679,0.766376,0.909982,0.356275,0.025467,0.165611,0.000342,1,0.800163,1,0.899042,0.923221,bus
0.719619,0,0.001731,0.961819,0.00028,0.109068,0.034286,0.385874,0.441294,1,0.307513,0.88599,0.000113,0.788169,0.069278,bus
0.001394,0,0.001389,0.224908,0.519157,0.533977,0.918173,0.914284,0.164357,1,0.45412,0.507684,0.000283,0.310486,0.454734,van
0.986782,0,0.003459,0.846604,0.000009,0.204747,0.8468,0.573502,0.622401,1,0.229311,0.859675,0.000081,0.757015,0.140949,bus
0.264926,0,0.000931,0.323314,0.002719,0.24268,0.699054,0.788838,0.67417,1,0.526623,0.068209,0.000336,0.639961,0.046713,van
0.000293,0,0.374063,0.54986,0.833628,0.832637,0.298582,0.379758,0.43121,1,0.002133,0.11275,0,0.123535,0.668466,opel
0.973706,0,0.000141,0.406505,0.000017,0.899666,0.049486,0.068429,0.848758,0.999997,0.861077,0.778174,0.002494,0.124746,0.527224,opel
0.000074,0,0.036081,0.724573,0.954628,0.673686,0.817362,0.38765,0.229998,1,0.033768,0.161364,0.000007,0.69571,0.508528,bus
