@relation 'pendigits_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N18-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute hidden_unit_9output numeric
@attribute hidden_unit_10output numeric
@attribute hidden_unit_11output numeric
@attribute hidden_unit_12output numeric
@attribute hidden_unit_13output numeric
@attribute hidden_unit_14output numeric
@attribute hidden_unit_15output numeric
@attribute hidden_unit_16output numeric
@attribute hidden_unit_17output numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.919973,0.508099,0.746133,0.999955,0.708724,0.020184,0.024079,0.148444,0.125697,0.909287,0.222062,0.25786,0.171885,0.936492,0.934545,0.183137,0.108327,0.666816,9
0.072907,0.189187,0.901599,0.999857,0.035171,0.842593,0.882617,0.95653,0.434433,0.457352,0.381573,0.004902,0.771833,0.847258,0.054385,0.444757,0.276775,0.737716,7
0.320008,0.091773,0.871145,0.999989,0.113097,0.952063,0.335822,0.058559,0.754681,0.570912,0.9114,0.022973,0.66311,0.981619,0.414465,0.397462,0.243227,0.620186,3
0.690326,0.097379,0.913325,0.999974,0.127699,0.706155,0.301073,0.053804,0.387929,0.724079,0.76774,0.033242,0.354007,0.957784,0.684641,0.753657,0.0666,0.604733,3
0.512814,0.377324,0.916573,0.999963,0.050221,0.178513,0.048658,0.044703,0.090722,0.904065,0.835898,0.204263,0.142741,0.945723,0.961987,0.337397,0.321381,0.693705,9
0.191547,0.113981,0.927608,0.999461,0.930382,0.255339,0.906156,0.961542,0.971295,0.37276,0.074136,0.00312,0.771671,0.650564,0.326392,0.395487,0.809536,0.054203,2
0.081227,0.41485,0.828029,0.999979,0.450753,0.757075,0.168777,0.960367,0.902044,0.2725,0.163473,0.033585,0.965601,0.976705,0.064129,0.256405,0.963508,0.62234,2
0.493702,0.549219,0.649619,0.016686,0.821324,0.89918,0.989606,0.961186,0.980555,0.054412,0.835183,0.346647,0.876131,0.000163,0.087501,0.42554,0.978538,0.583825,5
0.263107,0.042885,0.065922,0.999797,0.025265,0.965478,0.0031,0.893367,0.211033,0.943994,0.16811,0.931021,0.81379,0.832486,0.04959,0.072109,0.550018,0.275357,1
0.64738,0.463845,0.634886,0.018053,0.913356,0.740519,0.984188,0.96073,0.978659,0.088623,0.697266,0.397503,0.73516,0.000172,0.111316,0.770208,0.964871,0.809152,5
0.339361,0.088482,0.636985,0.973922,0.0143,0.02579,0.986574,0.933559,0.211201,0.479868,0.733844,0.007465,0.230476,0.060916,0.877349,0.017082,0.927478,0.847998,8
0.932284,0.866878,0.778402,0.971442,0.806915,0.02412,0.960174,0.337983,0.13765,0.167504,0.8098,0.016848,0.275883,0.04513,0.422572,0.916151,0.025215,0.17718,6
0.458114,0.915131,0.85125,0.975112,0.041975,0.189228,0.030048,0.699208,0.007452,0.474542,0.127284,0.884335,0.933894,0.058332,0.06125,0.934397,0.349002,0.664741,4
0.89976,0.833486,0.741875,0.111456,0.615285,0.019873,0.995469,0.392209,0.032088,0.816861,0.387369,0.083231,0.780857,0.00034,0.279465,0.367733,0.027577,0.902913,0
0.158832,0.951588,0.938431,0.99939,0.078893,0.573745,0.010915,0.045948,0.096376,0.145481,0.911119,0.856312,0.896923,0.6959,0.331841,0.840841,0.933871,0.82733,4
0.640507,0.078087,0.499819,0.997789,0.140765,0.018007,0.980991,0.965453,0.618089,0.169853,0.850405,0.00228,0.21122,0.404788,0.733509,0.023867,0.945889,0.633702,8
0.711519,0.940628,0.843022,0.999956,0.977857,0.024301,0.121671,0.060677,0.889329,0.019646,0.971169,0.068438,0.479164,0.96287,0.94083,0.306452,0.978189,0.523732,1
0.095396,0.053054,0.728222,0.997613,0.311799,0.96477,0.95993,0.058815,0.835967,0.825511,0.711939,0.019256,0.546868,0.290115,0.290765,0.011879,0.090223,0.672897,8
0.428357,0.603586,0.729146,0.009569,0.927873,0.829976,0.9767,0.949205,0.981436,0.140473,0.52936,0.565809,0.301996,0.000091,0.49581,0.935714,0.907863,0.878116,5
0.044848,0.389062,0.885324,0.998567,0.254479,0.759514,0.947125,0.957333,0.784218,0.090207,0.242496,0.004587,0.731644,0.425129,0.065274,0.704714,0.424879,0.89545,7
0.957973,0.6906,0.538011,0.004061,0.051536,0.332685,0.752603,0.056356,0.011269,0.362937,0.914982,0.978138,0.924909,0.000027,0.133799,0.660457,0.38586,0.216082,0
0.983828,0.00487,0.003691,0.040683,0.014172,0.975236,0.009862,0.850722,0.153901,0.917522,0.721779,0.99972,0.964632,0.000315,0.045755,0.004814,0.935925,0.008153,9
0.490623,0.100869,0.918746,0.999964,0.297029,0.751535,0.298994,0.052907,0.534263,0.798725,0.59281,0.036564,0.360454,0.943032,0.349,0.785713,0.05494,0.614342,3
0.629584,0.897104,0.501682,0.010082,0.925219,0.734375,0.987414,0.959622,0.970542,0.071625,0.60189,0.356368,0.838682,0.000092,0.213764,0.722046,0.94259,0.746517,5
0.889175,0.725036,0.8966,0.993916,0.878296,0.011663,0.259998,0.448222,0.043958,0.308947,0.14953,0.248285,0.180089,0.146967,0.860153,0.709955,0.012241,0.789399,4
0.017133,0.988491,0.446164,0.997173,0.749244,0.98006,0.008072,0.163804,0.351997,0.964949,0.053999,0.961638,0.956566,0.253689,0.700466,0.641352,0.151644,0.632501,9
0.052373,0.294128,0.928152,0.999939,0.66578,0.800324,0.69804,0.955153,0.979978,0.290335,0.121345,0.005645,0.673743,0.943106,0.165669,0.912789,0.911564,0.609964,2
0.067166,0.108129,0.928581,0.999582,0.223054,0.940077,0.97263,0.908906,0.946485,0.083781,0.923079,0.002731,0.446956,0.751969,0.061281,0.810954,0.66161,0.755096,7
0.408998,0.892404,0.573828,0.010841,0.806801,0.841458,0.989524,0.955372,0.955341,0.147636,0.62892,0.361461,0.776457,0.000097,0.166373,0.552777,0.936846,0.606057,5
0.917136,0.92846,0.904477,0.95562,0.75567,0.01656,0.944874,0.126072,0.069188,0.219471,0.524597,0.023392,0.455173,0.027089,0.513505,0.89988,0.020719,0.112627,6
0.254285,0.326791,0.883527,0.999991,0.26774,0.91109,0.205899,0.104735,0.416407,0.696432,0.614496,0.037269,0.925036,0.982603,0.049619,0.480651,0.075479,0.683491,3
0.057932,0.29109,0.885884,0.999983,0.060073,0.963117,0.039976,0.048427,0.517526,0.31788,0.709461,0.224754,0.74628,0.97516,0.065325,0.599984,0.532269,0.919738,3
0.585414,0.806212,0.776495,0.997224,0.972582,0.032445,0.987628,0.091075,0.732435,0.907903,0.509515,0.002504,0.036458,0.239583,0.964324,0.615374,0.022482,0.747604,6
0.405368,0.062149,0.936419,0.999972,0.043308,0.866882,0.590501,0.053569,0.567422,0.559999,0.871201,0.011168,0.28719,0.95549,0.65868,0.799596,0.131499,0.567518,3
0.089142,0.146704,0.925015,0.999848,0.514771,0.658663,0.842633,0.957259,0.964305,0.241737,0.117861,0.003827,0.747363,0.870819,0.399191,0.432803,0.91699,0.185715,2
0.753787,0.873482,0.549717,0.00879,0.844479,0.71676,0.984573,0.964549,0.926323,0.058136,0.786968,0.488224,0.960329,0.000092,0.040245,0.766948,0.9716,0.68412,5
0.147349,0.85391,0.840943,0.999497,0.034712,0.919239,0.015826,0.039109,0.294649,0.274163,0.889353,0.789013,0.583621,0.717604,0.68769,0.934833,0.834276,0.709984,4
0.422382,0.153905,0.88853,0.999985,0.236764,0.814547,0.298013,0.056695,0.412955,0.706318,0.572667,0.025803,0.617328,0.970359,0.141014,0.863843,0.035579,0.743063,3
0.144977,0.156105,0.772093,0.999973,0.158841,0.981516,0.03,0.044199,0.940666,0.080186,0.942456,0.320215,0.346035,0.974965,0.584292,0.370059,0.914019,0.717422,1
0.925152,0.887951,0.818271,0.047297,0.475941,0.04386,0.952127,0.148594,0.022047,0.337101,0.795101,0.599957,0.457753,0.000196,0.477654,0.735109,0.055729,0.820172,0
0.127052,0.140959,0.662839,0.999957,0.082191,0.98406,0.030621,0.136733,0.740347,0.269786,0.666927,0.382077,0.810597,0.954657,0.052147,0.368289,0.695844,0.769796,1
0.578716,0.876957,0.896123,0.839679,0.11859,0.095111,0.01823,0.789334,0.005273,0.196331,0.096399,0.965964,0.907832,0.010346,0.097735,0.917881,0.238214,0.774092,4
0.588354,0.873174,0.821851,0.010967,0.965302,0.400216,0.962457,0.957727,0.942683,0.093574,0.399023,0.597787,0.769742,0.000099,0.453053,0.704558,0.942241,0.950806,5
0.425732,0.062505,0.935303,0.999969,0.138652,0.950213,0.209836,0.055256,0.688049,0.704157,0.796646,0.066362,0.617451,0.957803,0.24536,0.716688,0.160685,0.714927,3
0.081514,0.207064,0.922671,0.999718,0.780225,0.592496,0.784444,0.95852,0.968969,0.16127,0.094269,0.006451,0.814075,0.791319,0.175673,0.589112,0.900031,0.288305,2
0.946269,0.423755,0.776532,0.031598,0.169447,0.113516,0.952385,0.090995,0.013322,0.345924,0.845599,0.729861,0.934373,0.000135,0.104135,0.185109,0.132971,0.661975,0
0.831227,0.930065,0.885777,0.996782,0.92723,0.015571,0.940425,0.08201,0.251642,0.256076,0.77562,0.008164,0.113647,0.226867,0.918525,0.758587,0.024577,0.252845,6
0.81966,0.013889,0.356446,0.999762,0.088961,0.022315,0.938435,0.938587,0.831408,0.069789,0.986094,0.002339,0.01878,0.864135,0.689183,0.095935,0.979655,0.784827,8
0.279771,0.06162,0.549191,0.999995,0.854436,0.933771,0.044272,0.048226,0.923297,0.849106,0.543519,0.123185,0.191063,0.989173,0.395112,0.654613,0.06225,0.809581,5
0.954469,0.501779,0.221262,0.006729,0.012805,0.910563,0.100745,0.051226,0.034449,0.112922,0.980096,0.998771,0.975923,0.000058,0.050783,0.658247,0.916061,0.040254,0
0.484502,0.153412,0.883605,0.999946,0.806755,0.669364,0.246848,0.070217,0.634542,0.778299,0.347014,0.055693,0.721616,0.917182,0.067866,0.734637,0.048559,0.599223,3
0.070707,0.294533,0.865446,0.999931,0.389075,0.95194,0.888608,0.517715,0.982988,0.098479,0.951074,0.005223,0.545922,0.947924,0.063512,0.872745,0.9282,0.946961,7
0.310981,0.352966,0.76927,0.997362,0.438777,0.057608,0.980609,0.945379,0.913091,0.168916,0.731103,0.002047,0.070967,0.368201,0.975264,0.206068,0.935943,0.649262,8
0.106134,0.164337,0.752788,0.999992,0.830254,0.949745,0.033263,0.045319,0.960731,0.560261,0.752159,0.154076,0.177853,0.986983,0.458191,0.820544,0.300608,0.86441,5
0.645379,0.86326,0.800383,0.989113,0.832139,0.097008,0.974634,0.051323,0.65839,0.44075,0.810667,0.008334,0.064454,0.100608,0.954052,0.826168,0.090606,0.372346,6
0.321659,0.514345,0.841158,0.964756,0.141376,0.032132,0.990599,0.961002,0.578406,0.211713,0.697342,0.004658,0.318139,0.052303,0.964917,0.111459,0.944513,0.826657,8
0.891493,0.050994,0.341994,0.015963,0.949282,0.955298,0.93729,0.056793,0.925601,0.944073,0.245567,0.895377,0.286925,0.000101,0.118017,0.951006,0.073709,0.630724,8
0.194583,0.863322,0.901683,0.999988,0.189113,0.526968,0.148612,0.050167,0.160141,0.790145,0.802316,0.05154,0.602571,0.974296,0.891394,0.764272,0.096121,0.807481,9
0.96381,0.753535,0.499045,0.004576,0.070043,0.247662,0.69901,0.08916,0.008537,0.418383,0.884019,0.980958,0.91161,0.000029,0.196537,0.639617,0.303551,0.1985,0
0.735584,0.855743,0.832763,0.973862,0.306398,0.029537,0.529175,0.722024,0.010865,0.53222,0.201057,0.257656,0.576758,0.047764,0.211985,0.935612,0.038171,0.342421,4
0.170722,0.382926,0.248042,0.999806,0.031884,0.923833,0.003395,0.553197,0.087017,0.828194,0.255743,0.922318,0.893201,0.83091,0.043585,0.437197,0.493537,0.793097,1
0.956021,0.050785,0.655452,0.999905,0.840843,0.084589,0.025216,0.042295,0.536701,0.735533,0.483062,0.363874,0.012199,0.898748,0.953057,0.316324,0.068316,0.689907,9
0.074791,0.329154,0.901528,0.994972,0.625652,0.530086,0.975245,0.960561,0.899664,0.075452,0.446816,0.004682,0.654121,0.223619,0.069588,0.79413,0.688116,0.849825,7
0.921699,0.910065,0.596582,0.0138,0.316618,0.044052,0.985663,0.307868,0.016853,0.788847,0.568313,0.481501,0.791766,0.000058,0.252662,0.641219,0.065034,0.807521,0
0.833979,0.908068,0.878128,0.997016,0.927089,0.013944,0.940701,0.105935,0.219482,0.307603,0.601229,0.007151,0.181373,0.233515,0.700127,0.827592,0.02129,0.210202,6
0.538105,0.04602,0.87911,0.999986,0.17091,0.899852,0.224668,0.053555,0.580001,0.750943,0.673785,0.039213,0.430183,0.974564,0.317514,0.645524,0.054002,0.60102,3
0.421559,0.079507,0.854843,0.999991,0.060929,0.9579,0.20235,0.060511,0.434977,0.730606,0.771734,0.041399,0.841402,0.98322,0.112293,0.406939,0.079624,0.766754,3
0.23085,0.103575,0.966197,0.998555,0.937896,0.186875,0.936119,0.957402,0.962224,0.543197,0.057935,0.00337,0.492765,0.434242,0.428337,0.674642,0.626714,0.048447,2
0.780479,0.929463,0.81685,0.99757,0.799146,0.02256,0.169326,0.614609,0.046379,0.615139,0.158195,0.240834,0.572461,0.287181,0.346044,0.852676,0.043462,0.610188,4
0.129122,0.027415,0.831488,0.999791,0.306742,0.541278,0.881321,0.953924,0.966997,0.183368,0.161384,0.002463,0.218022,0.819186,0.640302,0.384332,0.854957,0.245922,1
0.808724,0.962412,0.805845,0.996641,0.930559,0.013872,0.957304,0.169072,0.15898,0.557938,0.351642,0.005161,0.745684,0.200819,0.145966,0.921575,0.029881,0.071055,6
0.798428,0.865966,0.523278,0.007836,0.950577,0.465458,0.967611,0.962255,0.939894,0.107264,0.392389,0.611674,0.907191,0.000078,0.131337,0.743891,0.955732,0.869003,5
0.077269,0.935411,0.676213,0.132103,0.200449,0.971047,0.994227,0.959446,0.947367,0.041726,0.946867,0.073518,0.939763,0.000845,0.071947,0.372374,0.974165,0.545673,5
0.049915,0.320695,0.763352,0.999639,0.197637,0.856868,0.943824,0.406062,0.60474,0.960597,0.030832,0.005505,0.535092,0.657441,0.091189,0.807094,0.043315,0.945519,7
0.940711,0.877165,0.879397,0.028864,0.191601,0.07585,0.83609,0.080253,0.007798,0.123282,0.904938,0.882791,0.798526,0.000136,0.318004,0.6898,0.135001,0.66621,0
0.982014,0.213137,0.522054,0.01793,0.347998,0.063607,0.924883,0.157702,0.022628,0.690643,0.779604,0.862031,0.895693,0.000089,0.299551,0.036346,0.209589,0.219217,0
0.469313,0.702652,0.879412,0.999928,0.122527,0.199623,0.004328,0.040683,0.067823,0.320435,0.890552,0.823766,0.243216,0.928995,0.950446,0.574746,0.666922,0.944374,9
0.917372,0.925078,0.375876,0.00761,0.9824,0.292956,0.983011,0.964494,0.907779,0.143794,0.570378,0.531123,0.929232,0.000075,0.116176,0.797073,0.901843,0.600785,5
0.844693,0.923742,0.667731,0.975595,0.911621,0.012684,0.989481,0.100552,0.188058,0.768163,0.535798,0.005586,0.58534,0.042062,0.2708,0.797656,0.028099,0.532371,6
0.767263,0.916486,0.745277,0.943306,0.157147,0.033333,0.188836,0.779474,0.00707,0.368014,0.08971,0.524032,0.901727,0.021569,0.131846,0.956256,0.085809,0.329379,4
0.086316,0.140035,0.960376,0.993949,0.155405,0.863306,0.933607,0.054226,0.366914,0.434624,0.721129,0.023317,0.444792,0.128003,0.060626,0.69025,0.024041,0.843797,7
0.298087,0.229864,0.194644,0.999904,0.174888,0.803238,0.013863,0.946431,0.265643,0.887082,0.056139,0.574111,0.797322,0.898174,0.042182,0.141478,0.292862,0.670095,1
0.952306,0.800186,0.324102,0.002362,0.133681,0.172668,0.948655,0.287523,0.013595,0.815926,0.62718,0.907424,0.922525,0.000014,0.097374,0.733875,0.157254,0.314621,0
0.145609,0.128333,0.338728,0.999928,0.046696,0.962526,0.008133,0.555962,0.374212,0.663139,0.35041,0.742744,0.875342,0.927489,0.043083,0.090633,0.700631,0.630831,1
0.055475,0.933842,0.051201,0.994159,0.839719,0.980454,0.012956,0.90822,0.797163,0.972704,0.015988,0.960094,0.929846,0.220778,0.36659,0.446688,0.648701,0.246559,9
0.517837,0.922161,0.669576,0.996765,0.971592,0.043094,0.979301,0.180135,0.913898,0.847984,0.164469,0.002375,0.057092,0.241544,0.966057,0.930879,0.180719,0.126342,6
0.082145,0.332249,0.818579,0.999967,0.056119,0.868569,0.431017,0.95754,0.879158,0.211935,0.305695,0.01204,0.947602,0.966586,0.297833,0.055553,0.979288,0.138188,2
0.905009,0.706576,0.739358,0.007847,0.048449,0.46644,0.858186,0.055946,0.020482,0.265298,0.905643,0.939609,0.873189,0.000047,0.06941,0.847678,0.297984,0.662501,0
0.737038,0.068545,0.900939,0.999974,0.20972,0.647022,0.22072,0.057391,0.314087,0.732552,0.645697,0.050367,0.534049,0.958131,0.259774,0.847291,0.050898,0.64236,3
0.852964,0.851398,0.834357,0.054995,0.094837,0.2042,0.961866,0.10122,0.01389,0.284827,0.776475,0.52779,0.899915,0.000209,0.048422,0.829096,0.079845,0.819455,0
0.864722,0.346723,0.263722,0.010109,0.974883,0.860384,0.986574,0.142783,0.96051,0.987613,0.111829,0.64727,0.376053,0.000063,0.661258,0.913007,0.166868,0.531173,8
0.959336,0.384094,0.148029,0.002549,0.010562,0.944414,0.168199,0.049063,0.053727,0.243559,0.950751,0.998702,0.948573,0.000025,0.034699,0.751701,0.868176,0.058236,0
0.204821,0.078101,0.910103,0.999982,0.31547,0.898089,0.355018,0.04543,0.778707,0.79944,0.655658,0.021356,0.089752,0.966583,0.486192,0.913893,0.041669,0.655908,3
0.976697,0.233853,0.454611,0.02021,0.27319,0.075188,0.888409,0.268913,0.016648,0.70583,0.562408,0.889014,0.87665,0.000101,0.120464,0.086298,0.17255,0.167534,0
0.910611,0.885741,0.871781,0.012786,0.139412,0.178894,0.66941,0.13253,0.006357,0.143713,0.809112,0.960898,0.858827,0.000065,0.127993,0.926224,0.11141,0.626629,0
0.7898,0.9083,0.644787,0.010673,0.962164,0.464685,0.963818,0.958551,0.953296,0.062608,0.536708,0.597392,0.786681,0.000107,0.44247,0.733898,0.949663,0.906451,5
0.921909,0.223344,0.73228,0.999074,0.877649,0.039101,0.112619,0.915809,0.072001,0.564642,0.055801,0.262393,0.663112,0.496517,0.066158,0.726388,0.014727,0.865551,4
0.921866,0.792476,0.965802,0.996441,0.91922,0.013935,0.787286,0.089596,0.125117,0.029593,0.893858,0.028905,0.207544,0.22889,0.708711,0.716915,0.022001,0.389729,6
0.939397,0.645599,0.465915,0.003462,0.022077,0.622213,0.782985,0.127963,0.015817,0.379266,0.882265,0.977134,0.943859,0.000025,0.062162,0.688627,0.479956,0.107962,0
0.832364,0.956092,0.756393,0.983987,0.927191,0.016626,0.977857,0.059334,0.221933,0.600121,0.585152,0.009116,0.272155,0.062783,0.862005,0.728067,0.022912,0.3979,6
0.677268,0.536172,0.621847,0.024336,0.860454,0.830945,0.975123,0.090812,0.592717,0.945435,0.058274,0.674456,0.855505,0.000116,0.071636,0.692036,0.072175,0.887222,8
0.641771,0.558195,0.126566,0.999972,0.20538,0.965409,0.009418,0.040378,0.687562,0.777892,0.297327,0.455993,0.213443,0.958595,0.618066,0.92724,0.057739,0.888128,9
0.863064,0.915372,0.927177,0.992405,0.192886,0.04298,0.176047,0.145237,0.013362,0.176328,0.663933,0.405188,0.797652,0.144432,0.270869,0.904401,0.143678,0.467558,4
0.51433,0.957931,0.586294,0.014495,0.829473,0.543691,0.992385,0.96229,0.894946,0.076455,0.519164,0.202727,0.925855,0.000112,0.050031,0.861501,0.930875,0.773588,5
0.269628,0.244129,0.675003,0.99973,0.965422,0.151774,0.926915,0.224982,0.985052,0.903879,0.1757,0.003847,0.024676,0.77986,0.983049,0.407687,0.594012,0.375895,6
0.129426,0.040759,0.944119,0.999405,0.796214,0.57255,0.946335,0.9566,0.991286,0.340693,0.140046,0.0023,0.411095,0.670688,0.706595,0.506535,0.918229,0.057591,2
0.771718,0.919273,0.048048,0.999981,0.331764,0.876431,0.036791,0.053452,0.600692,0.822713,0.863488,0.179445,0.566043,0.969636,0.25152,0.938614,0.125159,0.784691,9
0.062161,0.854742,0.954648,0.053938,0.731563,0.719577,0.990027,0.048024,0.818669,0.800226,0.19734,0.289088,0.177072,0.000241,0.960552,0.239377,0.474737,0.70133,8
0.046017,0.980542,0.551846,0.18717,0.207926,0.937782,0.992588,0.954355,0.886492,0.068917,0.893027,0.078072,0.857679,0.001094,0.216215,0.226218,0.945862,0.772951,5
0.915462,0.869363,0.901182,0.042294,0.154814,0.110198,0.84662,0.052915,0.012218,0.098259,0.925084,0.836844,0.693899,0.000191,0.307369,0.859299,0.141288,0.729735,0
0.940444,0.380507,0.251293,0.004878,0.020116,0.842676,0.382999,0.052244,0.03266,0.388023,0.963418,0.995967,0.921955,0.000039,0.069346,0.708942,0.720335,0.16273,0
0.95565,0.831323,0.60006,0.0124,0.168264,0.077904,0.938678,0.089517,0.013701,0.60293,0.809866,0.820333,0.748507,0.000061,0.361763,0.462752,0.138046,0.54562,0
0.768889,0.930058,0.821258,0.992233,0.323177,0.034571,0.243484,0.912869,0.009777,0.694226,0.034368,0.237515,0.893809,0.115559,0.078902,0.886978,0.025,0.549284,4
0.055874,0.929586,0.857038,0.99994,0.13736,0.779793,0.005746,0.235521,0.162847,0.108005,0.789383,0.772904,0.966974,0.942331,0.101754,0.374486,0.91415,0.960363,7
0.656756,0.093339,0.956712,0.999951,0.090369,0.838685,0.345639,0.051423,0.526116,0.647472,0.828794,0.036642,0.273532,0.93642,0.735928,0.895497,0.093609,0.704836,3
0.144858,0.790501,0.868726,0.999939,0.043351,0.651501,0.003666,0.036227,0.084984,0.411163,0.891698,0.854021,0.252305,0.933663,0.956948,0.78135,0.625543,0.957335,9
0.12843,0.109121,0.914476,0.999757,0.810732,0.443916,0.848291,0.957249,0.97939,0.253247,0.12181,0.004245,0.565375,0.820393,0.417391,0.582192,0.919997,0.155705,2
0.645508,0.911893,0.646599,0.011974,0.881742,0.377186,0.981687,0.962669,0.890611,0.106416,0.420828,0.393919,0.917965,0.000102,0.100078,0.758092,0.956775,0.86382,5
0.234481,0.891548,0.088687,0.999471,0.257978,0.980696,0.004249,0.041422,0.453236,0.922635,0.386859,0.907418,0.870367,0.583071,0.610666,0.916103,0.171886,0.244541,9
0.868312,0.927085,0.74409,0.374153,0.805494,0.010979,0.996431,0.629865,0.094351,0.942314,0.139474,0.019976,0.361374,0.001258,0.753467,0.624182,0.018455,0.845663,0
0.343284,0.877172,0.873164,0.999599,0.970511,0.055517,0.973131,0.057362,0.942374,0.445314,0.731822,0.001609,0.085545,0.700206,0.963732,0.705493,0.485503,0.511849,6
0.862672,0.424179,0.453012,0.967044,0.943696,0.016175,0.992021,0.475794,0.47146,0.964943,0.21152,0.008211,0.066504,0.038054,0.966924,0.025917,0.02283,0.780331,0
0.514236,0.884746,0.76167,0.999655,0.980198,0.01929,0.951014,0.068709,0.630795,0.968467,0.130173,0.002735,0.080051,0.644768,0.906354,0.743018,0.021839,0.619909,6
0.676163,0.921195,0.800212,0.996404,0.886407,0.058201,0.968911,0.050939,0.531681,0.771712,0.595615,0.005131,0.081818,0.202716,0.947899,0.861057,0.032675,0.17672,6
0.78975,0.076271,0.060044,0.998816,0.037743,0.921529,0.000771,0.528861,0.092799,0.873416,0.371065,0.994072,0.95023,0.581306,0.04778,0.083597,0.798898,0.248278,1
0.828681,0.846451,0.904537,0.995456,0.396915,0.029535,0.056101,0.32573,0.01594,0.335081,0.330146,0.601494,0.360869,0.19748,0.705253,0.819499,0.04906,0.804136,4
0.947426,0.527664,0.81937,0.052843,0.248822,0.04262,0.120488,0.281854,0.009213,0.522307,0.153462,0.989038,0.434899,0.000229,0.876788,0.88458,0.174595,0.419887,0
0.942153,0.763926,0.705876,0.005393,0.035719,0.649769,0.32036,0.071733,0.020289,0.051768,0.955963,0.994808,0.928881,0.000045,0.129685,0.855078,0.72903,0.209469,0
0.814009,0.916125,0.646294,0.9872,0.916063,0.024716,0.977159,0.076242,0.365283,0.804706,0.394828,0.00736,0.112512,0.074298,0.890924,0.848934,0.019838,0.304852,6
