@relation 'pendigits_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N12-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute hidden_unit_9output numeric
@attribute hidden_unit_10output numeric
@attribute hidden_unit_11output numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.002617,0.345129,0.040781,0.000036,0.999927,0.972402,0.044371,0.998872,0.992372,0.999747,0.01746,0.969696,9
0.678526,0.970915,0.289614,0.999271,0.053709,0.080678,0.134056,0.82839,0.951941,0.051152,0.84636,0.738288,3
0.609326,0.039526,0.112175,0.000066,0.935464,0.969165,0.998924,0.036379,0.044262,0.19842,0.847698,0.093275,5
0.86545,0.514629,0.840388,0.924753,0.00407,0.040876,0.898904,0.96071,0.083888,0.771189,0.192162,0.030351,4
0.025711,0.820752,0.159909,0.930586,0.504153,0.003366,0.010366,0.015004,0.017806,0.978879,0.623719,0.928876,9
0.494802,0.02352,0.081131,0.999586,0.065348,0.887652,0.229904,0.011318,0.890721,0.011512,0.961818,0.562511,2
0.967469,0.194307,0.057265,0.995106,0.495305,0.932966,0.883796,0.091426,0.976835,0.000921,0.95803,0.907509,7
0.445459,0.045105,0.116661,0.000089,0.95145,0.956319,0.998964,0.043784,0.074863,0.140618,0.791604,0.341669,5
0.646781,0.908378,0.217146,0.690748,0.007045,0.428561,0.995581,0.98849,0.007207,0.045744,0.258532,0.070145,6
0.709331,0.951079,0.01198,0.999839,0.225707,0.065145,0.027847,0.371956,0.933221,0.035816,0.422207,0.85255,3
0.947332,0.965686,0.053235,0.999496,0.372823,0.233908,0.007025,0.063193,0.953156,0.307506,0.626161,0.984774,3
0.4162,0.894979,0.991954,0.979479,0.026884,0.019699,0.995485,0.730374,0.204503,0.001572,0.700571,0.011256,6
0.872166,0.976364,0.568343,0.999563,0.096842,0.360443,0.221354,0.873698,0.967291,0.007713,0.869868,0.969974,3
0.156886,0.022495,0.217136,0.999104,0.091565,0.968596,0.490276,0.043873,0.954195,0.005032,0.697641,0.659289,2
0.744223,0.048941,0.011109,0.000037,0.959239,0.988518,0.998094,0.064803,0.042492,0.275013,0.653639,0.159195,5
0.935198,0.981078,0.499875,0.985755,0.324566,0.723064,0.00989,0.247886,0.098529,0.855676,0.75936,0.993455,4
0.819324,0.967823,0.060363,0.999725,0.064871,0.045807,0.088693,0.770342,0.930228,0.041931,0.832711,0.78834,3
0.923744,0.985242,0.74104,0.999191,0.78582,0.957214,0.004062,0.058141,0.977715,0.261992,0.868317,0.956125,1
0.931062,0.890713,0.418909,0.000434,0.166973,0.126471,0.999393,0.974936,0.011251,0.617287,0.100591,0.282174,0
0.808855,0.912928,0.039208,0.998305,0.794107,0.569381,0.004398,0.103917,0.983233,0.469721,0.667159,0.972491,1
0.906475,0.13873,0.014059,0.099295,0.022724,0.174207,0.440123,0.849181,0.012466,0.99839,0.068734,0.868149,4
0.81027,0.029264,0.371221,0.000051,0.662626,0.892909,0.998635,0.013435,0.049531,0.568664,0.726177,0.048909,5
0.805891,0.979334,0.144259,0.99882,0.19973,0.198805,0.04305,0.616607,0.982273,0.054648,0.865246,0.930718,3
0.234821,0.021627,0.072563,0.997898,0.073163,0.959869,0.529244,0.020798,0.920883,0.01266,0.770519,0.364049,2
0.815863,0.942916,0.042398,0.000092,0.591581,0.310506,0.998736,0.981081,0.189625,0.620737,0.008243,0.650544,0
0.769711,0.956498,0.924491,0.984355,0.0101,0.378389,0.98928,0.952407,0.021076,0.009313,0.377053,0.023222,6
0.989975,0.074647,0.993672,0.99789,0.818169,0.997469,0.838653,0.910898,0.996509,0.002223,0.125467,0.257452,8
0.508162,0.977815,0.585577,0.999882,0.327958,0.036926,0.008727,0.3483,0.991679,0.207619,0.9728,0.241024,5
0.524248,0.990451,0.006777,0.000008,0.99029,0.994186,0.688283,0.991727,0.039847,0.998183,0.103978,0.991174,0
0.465732,0.956555,0.033687,0.998547,0.058035,0.060753,0.126119,0.565964,0.937353,0.105881,0.775227,0.215444,3
0.98576,0.649485,0.097839,0.998629,0.696585,0.926834,0.325231,0.009146,0.954428,0.001787,0.965637,0.787582,7
0.797044,0.031796,0.996269,0.986655,0.247276,0.974027,0.979275,0.253819,0.773023,0.001454,0.308303,0.318011,8
0.808159,0.981282,0.655045,0.999846,0.281325,0.217186,0.007232,0.064348,0.970635,0.227818,0.985214,0.442029,5
0.645791,0.964134,0.973415,0.910603,0.050363,0.412488,0.99262,0.849323,0.056624,0.004805,0.792352,0.106432,6
0.866482,0.016141,0.988855,0.721913,0.294507,0.935895,0.995463,0.27025,0.51974,0.002828,0.033794,0.697316,8
0.050268,0.954202,0.10756,0.000016,0.790998,0.044008,0.996367,0.86073,0.809825,0.852882,0.996925,0.083188,8
0.873793,0.974317,0.769319,0.999912,0.05266,0.039818,0.047235,0.500946,0.191369,0.055549,0.349309,0.913052,9
0.567395,0.959271,0.050265,0.000012,0.774651,0.67001,0.993778,0.995845,0.011244,0.978489,0.036044,0.888046,0
0.70389,0.24266,0.068222,0.772403,0.01165,0.107279,0.936785,0.985343,0.017487,0.694836,0.170353,0.457221,4
0.543524,0.422288,0.025553,0.992753,0.821557,0.059162,0.001483,0.50149,0.838478,0.984466,0.188278,0.983083,1
0.651208,0.971325,0.996236,0.997541,0.051745,0.135068,0.06369,0.980464,0.966729,0.777355,0.641391,0.025812,9
0.915348,0.028098,0.048959,0.940906,0.182759,0.837756,0.976972,0.035791,0.817421,0.005333,0.821226,0.470919,7
0.693764,0.630681,0.146789,0.000093,0.389212,0.033524,0.99974,0.97744,0.009336,0.443086,0.037663,0.368359,0
0.680547,0.926914,0.66549,0.984799,0.007337,0.30994,0.988407,0.959212,0.027766,0.01175,0.388266,0.018639,6
0.694528,0.976338,0.240627,0.999663,0.141258,0.102707,0.05253,0.861541,0.987056,0.04547,0.841161,0.85463,3
0.812446,0.975144,0.045038,0.999725,0.408575,0.072352,0.021788,0.694551,0.988491,0.03225,0.524759,0.95914,3
0.033531,0.025419,0.268488,0.991457,0.009208,0.934948,0.940456,0.249926,0.900571,0.006333,0.849961,0.084956,2
0.70972,0.34861,0.197118,0.97597,0.011277,0.05115,0.593711,0.910491,0.021911,0.734333,0.158231,0.06818,4
0.280126,0.020592,0.740134,0.998885,0.12402,0.968351,0.721095,0.217173,0.991842,0.004542,0.832768,0.675793,1
0.272494,0.847567,0.035591,0.983565,0.008322,0.275349,0.983413,0.951644,0.007477,0.009511,0.258009,0.017416,6
0.638525,0.026515,0.065346,0.000029,0.884238,0.941664,0.997955,0.041406,0.043767,0.589661,0.683371,0.035638,5
0.815657,0.07342,0.02527,0.002828,0.988559,0.991514,0.996845,0.01229,0.116107,0.007292,0.585407,0.95794,5
0.318692,0.242346,0.064848,0.994425,0.104179,0.001389,0.841491,0.160198,0.922595,0.00766,0.871356,0.882252,7
0.958054,0.962556,0.129469,0.000157,0.232314,0.487742,0.997847,0.981873,0.007838,0.88921,0.033067,0.689128,0
0.206935,0.903102,0.236262,0.000048,0.792378,0.505824,0.99804,0.995237,0.394074,0.774371,0.003538,0.315892,0
0.985876,0.97753,0.979535,0.998253,0.091886,0.366955,0.005894,0.537753,0.280866,0.947146,0.109714,0.889223,9
0.454241,0.04326,0.039357,0.000041,0.893403,0.957936,0.99885,0.17874,0.01334,0.430864,0.632468,0.008719,5
0.542394,0.885416,0.217476,0.732992,0.043138,0.053085,0.997407,0.927629,0.025711,0.005644,0.174068,0.015143,6
0.659437,0.134673,0.012843,0.513434,0.015003,0.169969,0.801439,0.978386,0.00509,0.942595,0.09064,0.638115,4
0.908313,0.963491,0.045513,0.819866,0.111908,0.047546,0.974787,0.504042,0.937821,0.013776,0.795155,0.950985,7
0.190506,0.031819,0.043762,0.998312,0.75704,0.042586,0.005454,0.572051,0.963928,0.902027,0.166292,0.767925,1
0.284712,0.733798,0.02364,0.000008,0.773564,0.175921,0.999078,0.994568,0.010382,0.895155,0.056647,0.718715,0
0.402472,0.467611,0.041999,0.997504,0.909042,0.311169,0.001658,0.277961,0.986993,0.88262,0.159632,0.977344,1
0.00249,0.052239,0.108989,0.877445,0.933861,0.046404,0.007382,0.032423,0.14427,0.985061,0.757347,0.661024,9
0.0511,0.687488,0.977651,0.988714,0.012735,0.317827,0.986866,0.656739,0.027368,0.002806,0.932067,0.014296,6
0.191826,0.02993,0.125089,0.999809,0.624279,0.986273,0.035578,0.042342,0.955385,0.009884,0.085816,0.972943,2
0.913447,0.96977,0.02054,0.000017,0.688849,0.496509,0.996682,0.975631,0.026087,0.921665,0.154624,0.940949,0
0.805032,0.971867,0.144988,0.999336,0.050099,0.101146,0.082337,0.938009,0.94888,0.094483,0.752429,0.712962,3
0.943811,0.915731,0.011201,0.00032,0.308025,0.129553,0.998835,0.95821,0.01921,0.502585,0.081189,0.835458,0
0.007184,0.79501,0.583407,0.000021,0.757859,0.029683,0.998878,0.670272,0.26349,0.43132,0.990885,0.039717,8
0.370122,0.985839,0.006783,0.000002,0.992375,0.979587,0.827821,0.994081,0.068921,0.998297,0.269385,0.991015,0
0.730202,0.976596,0.569777,0.999771,0.050995,0.0663,0.14965,0.722622,0.970555,0.026158,0.98375,0.833197,3
0.159459,0.777252,0.080263,0.000071,0.720128,0.421286,0.99717,0.996585,0.333242,0.887105,0.007133,0.378432,0
0.946077,0.930294,0.021831,0.000056,0.19033,0.38267,0.996253,0.98248,0.003933,0.978709,0.129031,0.839871,0
0.797831,0.037095,0.325583,0.000052,0.839989,0.953496,0.998126,0.032012,0.029392,0.534793,0.766376,0.03386,5
0.7999,0.067258,0.035836,0.978742,0.020158,0.019608,0.425356,0.95471,0.699928,0.873081,0.232702,0.016472,4
0.974606,0.973696,0.653338,0.966766,0.006041,0.723076,0.979142,0.965894,0.063404,0.055482,0.233557,0.021303,6
0.443783,0.939151,0.010236,0.000008,0.902545,0.840515,0.992613,0.994526,0.024963,0.964231,0.075746,0.975121,0
0.524706,0.946394,0.840831,0.87189,0.024235,0.094538,0.995998,0.929215,0.012658,0.008384,0.251109,0.020672,6
0.073236,0.810238,0.02713,0.000044,0.579857,0.005213,0.998359,0.36011,0.321844,0.578346,0.773416,0.22504,8
0.690696,0.962289,0.586221,0.999318,0.598939,0.012751,0.002496,0.771249,0.637121,0.811063,0.979345,0.725917,9
0.944776,0.90364,0.072916,0.860116,0.016253,0.459095,0.603696,0.965375,0.011389,0.760973,0.070214,0.605965,4
0.738485,0.026612,0.015263,0.000138,0.853825,0.944291,0.999274,0.041815,0.013428,0.130417,0.696448,0.172014,5
0.043172,0.595335,0.99801,0.998261,0.061845,0.427635,0.852445,0.188875,0.896391,0.003355,0.903301,0.027846,6
0.045852,0.027705,0.627551,0.996227,0.054422,0.989732,0.851828,0.09325,0.980186,0.002185,0.91708,0.36015,2
0.81493,0.977349,0.20399,0.99969,0.880906,0.048072,0.003878,0.834859,0.136084,0.297142,0.899877,0.403284,9
0.081182,0.888941,0.977847,0.000664,0.191242,0.118546,0.999547,0.033074,0.141772,0.074703,0.650862,0.819834,8
0.834715,0.052102,0.15144,0.007033,0.98531,0.94101,0.9971,0.009058,0.05042,0.010201,0.370185,0.950637,5
0.977128,0.975837,0.135721,0.000254,0.179979,0.513613,0.997728,0.976448,0.007768,0.848838,0.102463,0.769872,0
0.557727,0.984887,0.020482,0.000006,0.980289,0.914136,0.942905,0.992764,0.081133,0.993221,0.16935,0.982613,0
0.683544,0.931152,0.255225,0.000056,0.559599,0.208172,0.998925,0.991126,0.016179,0.76938,0.025782,0.616341,0
0.582005,0.043255,0.010026,0.921761,0.010182,0.019216,0.726689,0.961341,0.01556,0.81146,0.067685,0.351843,4
0.982916,0.832189,0.045944,0.998379,0.507924,0.55566,0.001991,0.00925,0.256639,0.892219,0.043082,0.964186,7
0.900621,0.979613,0.612667,0.998783,0.052918,0.208146,0.144492,0.901396,0.923337,0.037409,0.915552,0.925159,3
0.985169,0.980223,0.971322,0.998726,0.147005,0.196735,0.003465,0.303271,0.214777,0.943379,0.355474,0.987711,9
0.135089,0.023807,0.330172,0.998529,0.058123,0.978924,0.618379,0.056403,0.951962,0.007185,0.834723,0.261131,2
0.720526,0.022448,0.046066,0.00007,0.814208,0.936141,0.998718,0.037113,0.029127,0.347714,0.53418,0.09784,5
0.069005,0.976658,0.159683,0.985506,0.801696,0.048544,0.002089,0.608675,0.065529,0.961959,0.907687,0.938021,9
0.378125,0.174454,0.759332,0.021146,0.04443,0.004897,0.999835,0.943145,0.018685,0.022513,0.113417,0.040577,0
0.551042,0.941523,0.988455,0.997995,0.028628,0.68554,0.960478,0.147931,0.148814,0.000814,0.753209,0.021793,6
0.117448,0.34456,0.996258,0.624395,0.214234,0.008273,0.998495,0.921847,0.765868,0.00523,0.060946,0.008122,0
0.135956,0.864095,0.964816,0.998335,0.007227,0.006732,0.964193,0.666213,0.126694,0.00398,0.619682,0.00723,6
0.276923,0.9587,0.955233,0.981646,0.017958,0.155813,0.988151,0.927972,0.0279,0.003776,0.75469,0.06346,6
0.099171,0.583082,0.031842,0.869,0.981392,0.468996,0.000358,0.933955,0.963533,0.998765,0.043982,0.95088,1
0.941523,0.6861,0.601327,0.923874,0.009497,0.075098,0.482985,0.956451,0.036225,0.9392,0.115455,0.343931,4
0.461169,0.644622,0.712423,0.000369,0.02875,0.260459,0.96319,0.993686,0.016335,0.998813,0.165222,0.624799,0
0.889546,0.979744,0.019662,0.00001,0.815999,0.97379,0.964686,0.981772,0.009081,0.994798,0.145575,0.972644,0
0.280738,0.909462,0.910046,0.91042,0.022138,0.060338,0.99516,0.957703,0.023621,0.00859,0.603159,0.022513,6
0.073088,0.019821,0.523638,0.999112,0.037799,0.933889,0.544455,0.026152,0.922006,0.006783,0.937637,0.267372,2
0.971577,0.97528,0.993503,0.999605,0.095501,0.428338,0.010904,0.665715,0.57726,0.771699,0.19863,0.833127,9
0.889778,0.051161,0.128584,0.000067,0.867977,0.987083,0.998634,0.049785,0.023546,0.277,0.81233,0.297371,5
0.845171,0.972658,0.039638,0.999836,0.670768,0.080556,0.03572,0.515454,0.989925,0.006663,0.454399,0.972257,3
0.078219,0.660065,0.035234,0.970063,0.983222,0.411574,0.000477,0.91952,0.978582,0.993645,0.04622,0.978641,1
0.676002,0.086794,0.016211,0.917812,0.01075,0.028031,0.581048,0.969314,0.015082,0.88699,0.059664,0.467464,4
0.035713,0.015845,0.027019,0.996017,0.044241,0.870169,0.917983,0.163376,0.789563,0.003654,0.103542,0.010938,2
0.240952,0.027697,0.270899,0.937409,0.005779,0.043621,0.969752,0.959124,0.044802,0.286615,0.726971,0.016083,4
0.126891,0.984479,0.398098,0.986969,0.993535,0.976807,0.000354,0.607318,0.995466,0.934719,0.353507,0.988247,1
0.28054,0.129102,0.044143,0.997576,0.892803,0.087281,0.001316,0.419241,0.980271,0.95915,0.215508,0.978894,1
0.473823,0.06069,0.039273,0.999683,0.903002,0.992363,0.095854,0.530958,0.998498,0.004122,0.407045,0.989869,1
0.747535,0.943605,0.527803,0.610276,0.023879,0.163433,0.997907,0.959752,0.01667,0.009067,0.15725,0.045218,6
0.909605,0.987428,0.677182,0.998627,0.897199,0.966939,0.001352,0.01415,0.287205,0.39179,0.261645,0.994899,1
0.121371,0.660818,0.121839,0.986728,0.916162,0.036413,0.004535,0.034375,0.833115,0.967599,0.970101,0.023444,9
0.078011,0.862222,0.072468,0.00003,0.914994,0.204282,0.997795,0.311427,0.79903,0.274594,0.969206,0.481325,8
0.141999,0.053697,0.721975,0.993516,0.007051,0.020582,0.842817,0.851677,0.022855,0.260786,0.569277,0.010758,4
0.964639,0.035618,0.119909,0.906406,0.28759,0.90323,0.973669,0.024804,0.948888,0.008353,0.977967,0.570829,7
0.725198,0.976964,0.368052,0.999847,0.140285,0.077485,0.061681,0.813016,0.975192,0.021621,0.883386,0.874032,3
0.906295,0.82707,0.067393,0.998292,0.076197,0.022535,0.064178,0.439152,0.969542,0.378557,0.950996,0.991633,1
0.16745,0.958329,0.166412,0.990127,0.974547,0.476515,0.002316,0.181213,0.994961,0.927053,0.96951,0.015172,9
0.32314,0.935935,0.023796,0.972681,0.139226,0.02289,0.952916,0.332996,0.900824,0.002136,0.414101,0.718256,7
0.670383,0.044243,0.010136,0.76905,0.038876,0.007837,0.08592,0.738419,0.02993,0.994987,0.077403,0.968005,4
0.763714,0.970775,0.087725,0.999717,0.318096,0.107341,0.034018,0.749076,0.973823,0.025369,0.270966,0.94073,3
0.695843,0.343675,0.386462,0.007846,0.093636,0.009281,0.999881,0.942526,0.024626,0.020143,0.057489,0.09886,0
0.990446,0.437638,0.640701,0.997854,0.464996,0.986332,0.773619,0.078791,0.982753,0.001307,0.995779,0.822976,7
0.569376,0.969718,0.89566,0.999316,0.389272,0.339602,0.007863,0.012303,0.984602,0.466855,0.990122,0.191525,5
0.079369,0.672893,0.427245,0.000271,0.190715,0.008677,0.999737,0.012381,0.062944,0.04884,0.138922,0.529009,8
0.740665,0.980058,0.687663,0.999467,0.126851,0.10813,0.109518,0.854591,0.990102,0.027281,0.946225,0.970194,3
0.931524,0.971955,0.841578,0.988152,0.007787,0.656166,0.984138,0.935657,0.068847,0.013129,0.542956,0.021651,6
0.124272,0.03601,0.118013,0.000034,0.960046,0.989622,0.997991,0.188498,0.104145,0.267789,0.811299,0.06027,5
0.274408,0.040759,0.739002,0.999914,0.657037,0.990746,0.04536,0.151915,0.99389,0.010565,0.844259,0.633578,1
0.73352,0.027778,0.02626,0.000131,0.897415,0.93781,0.999159,0.025229,0.011877,0.167752,0.721179,0.099621,5
0.733556,0.969748,0.044874,0.996417,0.962045,0.82692,0.000663,0.10552,0.980977,0.864318,0.426977,0.983111,1
0.111517,0.021491,0.082754,0.999167,0.376791,0.008258,0.015765,0.57047,0.982265,0.777196,0.384758,0.545702,1
0.158132,0.026581,0.01883,0.998006,0.773637,0.006761,0.002241,0.400569,0.898283,0.968594,0.045951,0.912027,1
0.818732,0.975691,0.860123,0.999569,0.234501,0.029894,0.004572,0.561618,0.158419,0.706975,0.639691,0.993208,9
0.765426,0.201032,0.054482,0.784661,0.006948,0.052861,0.877024,0.95455,0.026066,0.869194,0.146586,0.103652,4
0.782805,0.032203,0.064441,0.000325,0.937698,0.960384,0.999449,0.020767,0.037091,0.033931,0.874524,0.483416,5
0.910143,0.576038,0.026664,0.997597,0.608993,0.122708,0.001639,0.081548,0.893148,0.959242,0.0483,0.968095,7
0.465066,0.219712,0.048599,0.892139,0.162205,0.00072,0.976982,0.487116,0.96782,0.019752,0.497727,0.976639,7
0.953778,0.043054,0.510361,0.933677,0.293732,0.969285,0.966188,0.079146,0.9846,0.006763,0.983621,0.854665,7
0.542748,0.504739,0.095733,0.000276,0.345308,0.025986,0.999666,0.979126,0.00862,0.266621,0.055106,0.209909,0
0.68676,0.97274,0.129622,0.999612,0.621716,0.237171,0.005804,0.339269,0.988566,0.185097,0.575876,0.991095,3
0.036021,0.700292,0.954835,0.97885,0.008901,0.021703,0.992338,0.929894,0.015437,0.006983,0.772061,0.016892,6
0.816226,0.973577,0.796014,0.999182,0.784701,0.651776,0.001684,0.828905,0.108336,0.884773,0.013127,0.89642,9
0.125936,0.938348,0.972235,0.991845,0.016829,0.687767,0.981769,0.57306,0.022802,0.001592,0.910931,0.016717,6
0.466831,0.900074,0.054972,0.998275,0.862143,0.017185,0.002327,0.524218,0.503788,0.878593,0.885558,0.039067,9
0.318981,0.974829,0.015174,0.000004,0.974676,0.914179,0.94267,0.995147,0.065539,0.996674,0.037829,0.959274,0
0.900331,0.193846,0.954812,0.990898,0.030265,0.035369,0.017096,0.860883,0.29592,0.992948,0.042234,0.481795,9
0.774527,0.016388,0.047411,0.809191,0.036305,0.831456,0.987326,0.048864,0.736308,0.016944,0.870746,0.187601,7
0.335583,0.188778,0.080795,0.998328,0.772489,0.01038,0.003235,0.695165,0.99331,0.927063,0.58113,0.985579,1
0.320529,0.099319,0.087727,0.000921,0.127379,0.007604,0.999827,0.952904,0.006696,0.153103,0.07398,0.147214,0
0.93575,0.976357,0.983501,0.999849,0.02178,0.32546,0.081465,0.874889,0.460853,0.070765,0.662412,0.742108,5
0.385705,0.266429,0.305055,0.005579,0.112718,0.014908,0.999788,0.980047,0.009154,0.050808,0.147024,0.096689,0
0.949648,0.971976,0.984147,0.999873,0.023329,0.346058,0.05008,0.733336,0.197187,0.147753,0.56075,0.328107,5
0.615276,0.356572,0.200229,0.999796,0.989582,0.994973,0.001959,0.75191,0.996494,0.09422,0.544715,0.985271,1
0.854919,0.959441,0.941118,0.999552,0.03181,0.062606,0.009438,0.767448,0.271458,0.716619,0.034199,0.929238,9
0.694,0.428256,0.608887,0.978649,0.011312,0.088753,0.721476,0.962596,0.020086,0.636862,0.361516,0.020711,4
0.983092,0.917615,0.394888,0.78631,0.086201,0.419065,0.046659,0.761201,0.020539,0.996469,0.076627,0.83745,4
0.939588,0.802731,0.024557,0.773181,0.141435,0.535392,0.015259,0.247637,0.020593,0.987841,0.145805,0.984145,4
0.264132,0.035727,0.069158,0.000008,0.936799,0.978717,0.997601,0.278131,0.167756,0.786986,0.938358,0.013763,5
0.726025,0.054259,0.811691,0.999654,0.045472,0.948706,0.304714,0.060791,0.966704,0.010454,0.995421,0.934901,2
0.410274,0.917553,0.991102,0.997843,0.029524,0.684168,0.921496,0.096962,0.151117,0.001509,0.906102,0.030049,6
0.552284,0.469877,0.403199,0.014519,0.178504,0.009217,0.9992,0.088897,0.052513,0.019806,0.039309,0.982032,8
0.171952,0.022706,0.027128,0.999754,0.588749,0.75582,0.019134,0.129535,0.96224,0.076729,0.068912,0.772275,2
0.651029,0.413715,0.025286,0.997768,0.806501,0.165576,0.001706,0.218647,0.888711,0.933897,0.186658,0.979532,1
0.096059,0.324492,0.02941,0.982554,0.960231,0.14077,0.000725,0.878959,0.966327,0.993016,0.035626,0.968642,1
0.817443,0.976952,0.503822,0.999466,0.043528,0.087214,0.109891,0.930101,0.972134,0.064517,0.966084,0.775273,3
0.116226,0.962837,0.938227,0.000074,0.710181,0.310357,0.997671,0.283662,0.413284,0.372027,0.987484,0.522744,8
0.969692,0.980032,0.548916,0.93788,0.145652,0.714928,0.016668,0.696041,0.031329,0.962359,0.364617,0.984332,4
0.88069,0.046973,0.053993,0.991173,0.427141,0.894703,0.891075,0.052023,0.982515,0.00193,0.912994,0.920573,7
0.964815,0.986842,0.989359,0.998889,0.141861,0.982295,0.108672,0.376637,0.508895,0.066599,0.989257,0.865937,1
0.642192,0.039336,0.556151,0.000024,0.813589,0.949111,0.997166,0.074375,0.084236,0.82772,0.950503,0.048195,5
