@relation 'pendigits_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N6-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.005079,0.750754,0.991548,0.000003,0.027984,0.167038,5
0.559831,0.010657,0.00155,0.999535,0.750296,0.999042,3
0.005903,0.999183,0.000182,0.995066,0.99643,0.995759,1
0.878436,0.994965,0.003933,0.986811,0.003458,0.032442,4
0.651465,0.86723,0.999124,0.998935,0.002865,0.978884,2
0.997576,0.972393,0.948218,0.98347,0.006942,0.046465,4
0.001105,0.813976,0.002685,0.98963,0.999956,0.997832,1
0.017543,0.992566,0.00156,0.999765,0.925338,0.999016,1
0.000714,0.034692,0.33243,0.999362,0.473875,0.999898,1
0.997374,0.103691,0.59345,0.180247,0.020726,0.001793,6
0.00064,0.023651,0.003823,0.997812,0.997037,0.788884,1
0.857902,0.997579,0.718225,0.996869,0.993417,0.997667,9
0.853112,0.870681,0.878245,0.000001,0.591552,0.97679,8
0.99853,0.969082,0.972355,0.999245,0.037872,0.022528,4
0.057744,0.010527,0.986645,0.682936,0.022848,0.995271,7
0.96155,0.009938,0.014184,0.999816,0.918221,0.984106,3
0.695345,0.054252,0.000874,0.998689,0.575176,0.996249,1
0.658157,0.980597,0.673475,0.995969,0.999689,0.99944,9
0.983809,0.045424,0.130835,0.826038,0.032928,0.990944,7
0.246728,0.999092,0.000161,0.979228,0.0147,0.286361,4
0.70505,0.035938,0.001622,0.999708,0.76152,0.989882,3
0.996717,0.682727,0.620598,0.001028,0.001146,0.004043,0
0.038617,0.000092,0.968328,0.980361,0.63743,0.993466,7
0.791832,0.080519,0.833093,0.999806,0.998926,0.994626,5
0.968711,0.739296,0.924472,0.000031,0.009232,0.243377,8
0.938863,0.00293,0.011871,0.999169,0.967228,0.983277,3
0.994768,0.009782,0.802267,0.963303,0.171707,0.002321,6
0.022608,0.985019,0.999431,0.000002,0.143935,0.576232,5
0.011126,0.056642,0.992968,0.999972,0.914046,0.998494,1
0.021458,0.9433,0.996294,0.000005,0.004983,0.3759,5
0.002267,0.583526,0.000766,0.997173,0.99691,0.99884,1
0.747433,0.995322,0.100704,0.999969,0.438049,0.998401,1
0.110833,0.999525,0.001898,0.999926,0.445396,0.997212,1
0.599925,0.117753,0.000345,0.999772,0.988002,0.272046,9
0.964691,0.986019,0.040437,0.942763,0.006743,0.014133,4
0.00979,0.502695,0.996494,0.000005,0.009088,0.677259,5
0.008839,0.939789,0.000193,0.999769,0.727096,0.987297,7
0.976746,0.236655,0.023362,0.729921,0.007287,0.996288,7
0.027096,0.002361,0.986249,0.769553,0.127676,0.99304,7
0.976974,0.976075,0.131711,0.000023,0.004164,0.003414,0
0.143628,0.054748,0.000959,0.999621,0.975122,0.998271,3
0.999931,0.33753,0.994724,0.964367,0.141286,0.006148,6
0.033401,0.769972,0.000554,0.999767,0.99445,0.030685,9
0.998156,0.013374,0.999159,0.966695,0.54436,0.010975,6
0.957914,0.990269,0.043054,0.999402,0.98313,0.973333,9
0.010919,0.998931,0.000215,0,0.866469,0.024905,0
0.590554,0.979969,0.00599,0.999919,0.811952,0.008539,9
0.274687,0.175165,0.993394,0.771658,0.00222,0.968179,7
0.230999,0.972377,0.000908,0.999789,0.925555,0.999394,1
0.992139,0.98702,0.509933,0.000159,0.00054,0.006835,0
0.935015,0.003621,0.044455,0.999943,0.96385,0.033972,5
0.997071,0.909707,0.688423,0.000706,0.002379,0.003234,0
0.936211,0.012822,0.109734,0.999971,0.963227,0.01195,5
0.000318,0.13798,0.054231,0.999748,0.994463,0.999435,1
0.688974,0.239806,0.000674,0.99997,0.939605,0.022571,9
0.992584,0.926731,0.411606,0.995594,0.127914,0.00345,4
0.075533,0.925056,0.000201,0.948801,0.781143,0.002951,4
0.007626,0.931549,0.000113,0.916097,0.428565,0.166789,4
0.06073,0.996781,0.999142,0.000001,0.188329,0.566814,5
0.082842,0.002139,0.983851,0.999802,0.575808,0.994576,2
0.989207,0.002844,0.999222,0.995986,0.769517,0.059262,6
0.746496,0.177506,0.107645,0.00132,0.002742,0.126287,8
0.011295,0.892221,0.423187,0.999969,0.166967,0.998954,2
0.011713,0.963513,0.000615,0.999581,0.858422,0.995428,1
0.013819,0.999538,0.000255,0.998441,0.979744,0.995137,1
0.986464,0.010732,0.018438,0.999541,0.93085,0.944504,3
0.944094,0.337714,0.969807,0.000003,0.966803,0.301683,8
0.037279,0.289105,0.000186,0.960646,0.961063,0.015954,4
0.026264,0.006518,0.908223,0.959961,0.02706,0.999334,7
0.220503,0.000311,0.526241,0.997037,0.997356,0.152327,1
0.058654,0.970114,0.9988,0.000005,0.273613,0.156545,5
0.050531,0.108268,0.01057,0.999568,0.766374,0.998036,7
0.01132,0.963742,0.998655,0.000004,0.154034,0.83261,5
0.990409,0.789359,0.993853,0.000621,0.028314,0.014011,8
0.105369,0.990344,0.999378,0.000005,0.08661,0.077466,5
0.984355,0.994864,0.299296,0.986805,0.02981,0.00784,4
0.99498,0.012086,0.665136,0.967502,0.154117,0.003725,6
0.019382,0.099405,0.676531,0.9999,0.088214,0.999179,2
0.895898,0.005635,0.01012,0.999706,0.969565,0.987292,3
0.999338,0.921609,0.991002,0.995733,0.053124,0.025709,4
0.058768,0.989509,0.000274,0.989489,0.039107,0.011325,4
0.015084,0.003061,0.997343,0.861309,0.489901,0.16825,8
0.999474,0.014357,0.929324,0.633326,0.410397,0.010791,6
0.490167,0.379012,0.999554,0.995883,0.06253,0.984173,2
0.062249,0.726229,0.999421,0.000033,0.009786,0.179589,5
0.080754,0.989432,0.998514,0.000002,0.079494,0.236281,5
0.99922,0.021173,0.941956,0.860927,0.345903,0.002291,6
0.16238,0.137501,0.953127,0.642321,0.002314,0.975054,7
0.052061,0.312618,0.989508,0.921829,0.003292,0.984116,7
0.002455,0.988923,0.000474,0.997272,0.992171,0.996756,1
0.03944,0.002836,0.281433,0.99204,0.130711,0.998419,7
0.6206,0.599941,0.041425,0.997681,0.948761,0.990624,1
0.725825,0.000922,0.006442,0.999581,0.897508,0.89127,3
0.889262,0.998157,0.991325,0.00001,0.133607,0.951815,8
0.436742,0.987188,0.002013,0.999866,0.995603,0.006518,9
0.260442,0.983588,0.001479,0,0.225501,0.001435,0
0.918615,0.004063,0.026835,0.999168,0.984287,0.969551,3
0.981609,0.993915,0.163646,0.000014,0.004521,0.003575,0
0.197582,0.09179,0.969047,0.909133,0.005802,0.994466,7
0.219143,0.003265,0.999263,0.997249,0.675294,0.187953,8
0.059836,0.674829,0.998475,0.995761,0.022498,0.996565,2
0.973301,0.386363,0.037127,0.999753,0.999044,0.889329,9
0.99779,0.763175,0.108174,0.329844,0.295004,0.000371,0
0.000036,0.999995,0.001308,0.000093,0.999936,0.99253,9
0.988326,0.998942,0.995692,0.999858,0.998829,0.987704,9
0.000937,0.997472,0.000067,0.995842,0.973245,0.984134,1
0.914505,0.925935,0.035095,0.951806,0.388527,0.000825,4
0.999054,0.004682,0.993294,0.719941,0.592701,0.008007,6
0.973114,0.373116,0.02965,0.999109,0.495002,0.992818,3
0.02592,0.310126,0.444861,0.999977,0.028817,0.999182,2
0.989101,0.002502,0.998001,0.948333,0.762234,0.018738,6
0.188179,0.867312,0.001012,0.000035,0.016667,0.001367,0
0.007174,0.058772,0.406203,0.99581,0.895596,0.192103,8
0.947658,0.814161,0.048273,0.000059,0.10461,0.000266,0
0.159795,0.083784,0.942825,0.006729,0.002818,0.051146,8
0.125292,0.805227,0.000846,0.999842,0.993126,0.007921,9
0.882051,0.015379,0.007459,0.998973,0.923759,0.948506,3
0.992526,0.995028,0.778432,0,0.96178,0.943378,8
0.890214,0.001224,0.998267,0.995666,0.891252,0.079053,6
0.968099,0.006681,0.045185,0.119052,0.35638,0.00557,6
0.027405,0.043128,0.984477,0.999664,0.249529,0.999059,2
0.655443,0.957963,0.001988,0.000001,0.072606,0.001215,0
0.970648,0.999408,0.999211,0.999908,0.999361,0.992368,9
0.038302,0.800047,0.000834,0.99984,0.75797,0.997805,7
0.32257,0.979642,0.003006,0.000013,0.142539,0.001736,0
0.988461,0.956302,0.697266,0.000003,0.829333,0.189217,8
0.002845,0.023322,0.870949,0.100243,0.002664,0.045011,8
0.98613,0.996481,0.226911,0.990206,0.000666,0.124622,4
0.998348,0.987986,0.933338,0.952832,0.056781,0.005866,4
0.995518,0.053467,0.474682,0.974415,0.019379,0.003263,6
0.999598,0.063447,0.996832,0.994334,0.090367,0.008511,6
0.987167,0.991736,0.176982,0.997702,0.003747,0.081604,4
0.070254,0.939073,0.000212,0,0.103185,0.00388,0
0.002835,0.011673,0.188702,0.999469,0.997115,0.999007,1
0.026259,0.032409,0.974538,0.999923,0.1294,0.996349,2
0.030246,0.03804,0.316853,0.997564,0.005494,0.997539,7
0.362958,0.024448,0.000766,0.999274,0.67324,0.986638,3
0.201745,0.998952,0.00263,0.130492,0.010347,0.001833,4
0.386128,0.001671,0.017884,0.999952,0.988882,0.241745,9
0.993166,0.002681,0.939202,0.945834,0.613056,0.010138,6
0.958706,0.010675,0.642725,0.999916,0.916062,0.009981,5
0.09455,0.476641,0.998747,0.999623,0.124118,0.992853,2
0.999501,0.04458,0.99741,0.897271,0.425491,0.006739,6
0.010223,0.000436,0.257648,0.950355,0.040581,0.998025,7
0.999706,0.026453,0.983255,0.975601,0.427889,0.017974,6
0.991829,0.091851,0.12007,0.999852,0.720763,0.007626,5
0.583268,0.04317,0.011075,0.999796,0.9438,0.998088,3
0.060325,0.153679,0.997811,0.999842,0.129109,0.997564,2
0.992785,0.017563,0.376695,0.999811,0.901887,0.004316,5
0.998412,0.021978,0.998743,0.9793,0.253449,0.009718,6
0.424906,0.824094,0.002805,0.987274,0.614605,0.001229,4
0.897999,0.009624,0.00529,0.999341,0.941927,0.983509,3
0.770603,0.013674,0.866383,0.198764,0.91028,0.998183,8
0.173614,0.498721,0.923319,0.999508,0.011992,0.997225,2
0.021425,0.780588,0.997946,0.000005,0.043781,0.741069,5
0.592652,0.021043,0.00344,0.999603,0.852784,0.998129,3
0.915846,0.029107,0.695932,0.999964,0.999019,0.992176,5
0.006705,0.002851,0.522571,0.993036,0.129728,0.999277,7
0.987442,0.975337,0.226646,0.995546,0.022711,0.013583,4
0.816823,0.045722,0.004323,0.998738,0.792968,0.99654,3
0.908516,0.016152,0.069667,0.999964,0.939655,0.010443,5
0.009657,0.999913,0.000972,0.997845,0.986602,0.998799,1
0.003039,0.495154,0.002493,0.999899,0.45098,0.997845,2
0.93184,0.013085,0.565697,0.999961,0.97599,0.02053,5
0.215779,0.048742,0.972783,0.988925,0.125034,0.066317,8
0.887868,0.987222,0.546321,0.999124,0.999714,0.99926,8
0.993933,0.997629,0.548256,0.974194,0.031709,0.00982,4
0.735376,0.005086,0.215678,0.294008,0.117173,0.998357,8
0.990795,0.009182,0.137365,0.999912,0.985707,0.92366,5
0.401493,0.998844,0.141921,0.999945,0.991493,0.008181,9
0.728371,0.007391,0.006544,0.999717,0.934831,0.984913,3
0.002526,0.991038,0.000129,0.000024,0.385781,0.01359,0
0.015272,0.422559,0.71057,0.999919,0.065283,0.998553,2
0.024406,0.071489,0.979352,0.6669,0.009382,0.996288,7
0.002643,0.403684,0.793685,0.999793,0.509951,0.944175,1
0.001748,0.074279,0.916803,0.999951,0.253536,0.997045,1
0.002856,0.988815,0.000559,0.998985,0.929479,0.906415,1
0.991888,0.988799,0.198268,0.99325,0.005862,0.063378,4
0.152053,0.055465,0.88431,0.922652,0.005809,0.99565,7
0.030062,0.004161,0.007657,0.99732,0.124286,0.998196,7
0.960397,0.906904,0.235597,0.000005,0.602345,0.088438,8
0.0014,0.9286,0.001054,0.998623,0.995255,0.998611,1
0.756576,0.468833,0.000531,0.999943,0.783089,0.312761,9
0.479291,0.886976,0.000708,0.000002,0.038686,0.001162,0
0.999699,0.008384,0.998926,0.98014,0.318956,0.020575,6
0.993629,0.093512,0.915056,0.982349,0.243113,0.2669,6
0.061681,0.08738,0.996901,0.022205,0.446091,0.966325,8
0.912607,0.347186,0.999165,0.996981,0.020655,0.740555,2
0.949163,0.107203,0.003957,0.999095,0.549589,0.983577,3
0.006149,0.004441,0.936969,0.494574,0.003603,0.064379,8
0.189124,0.807476,0.966266,0.999883,0.03391,0.995939,2
0.003318,0.103927,0.996281,0.000138,0.01882,0.712964,5
0.975412,0.040721,0.068229,0.998982,0.831178,0.991288,3
0.996062,0.018804,0.91957,0.988472,0.205187,0.001041,6
0.779386,0.112397,0.00106,0.999732,0.355236,0.993287,3
0.016707,0.402555,0.876867,0.999972,0.031766,0.998668,2
0.124827,0.197637,0.782158,0.999899,0.007288,0.991764,2
0.999159,0.023893,0.981136,0.923392,0.451732,0.005799,6
0.772642,0.728413,0.998879,0.999464,0.001542,0.952374,2
0.990594,0.978504,0.751707,0.000251,0.006644,0.004727,0
0.039656,0.00839,0.992854,0.896977,0.0297,0.109044,8
0.942473,0.578764,0.004579,0.999451,0.987808,0.759423,9
0.103259,0.006261,0.989961,0.846924,0.011362,0.988852,7
0.004985,0.943807,0.991074,0.000003,0.03532,0.93323,5
0.686641,0.965527,0.005651,0.787388,0.704249,0.000844,4
0.952665,0.041901,0.005194,0.999696,0.914609,0.94589,3
0.043669,0.737099,0.013801,0.999638,0.836456,0.99948,1
0.00565,0.998431,0.002036,0.999924,0.73189,0.938629,1
0.996744,0.002159,0.985317,0.940712,0.763493,0.022972,6
0.766704,0.169751,0.000449,0.999823,0.982563,0.009885,9
0.00187,0.999654,0.000077,0.000001,0.975865,0.154076,0
0.00669,0.001594,0.77777,0.999441,0.331059,0.998471,2
0.005085,0.99863,0.000568,0,0.918211,0.069284,0
0.112702,0.151054,0.997154,0.995931,0.453423,0.998734,2
0.259317,0.10586,0.999973,0.558671,0.098161,0.10466,8
0.060303,0.963342,0.000399,0.000007,0.132737,0.001076,0
0.106082,0.300598,0.998963,0.999138,0.038059,0.996734,2
0.999387,0.031989,0.99634,0.992276,0.262717,0.006434,6
0.999735,0.434004,0.967267,0.951773,0.022975,0.004753,6
0.006666,0.99982,0.000118,0.998373,0.923459,0.952442,1
0.070496,0.070664,0.993609,0.656522,0.016366,0.99677,7
0.989289,0.996214,0.827375,0.999978,0.985705,0.03556,9
0.400188,0.209983,0.999595,0.999609,0.191337,0.982665,2
0.102392,0.084907,0.998354,0.997908,0.027747,0.996206,2
0.969395,0.986767,0.081998,0.831927,0.001807,0.02165,4
0.014117,0.787278,0.992652,0.000013,0.007682,0.571978,5
0.857836,0.020774,0.005251,0.99976,0.84773,0.996169,3
0.013346,0.993307,0.000584,0.963337,0.329525,0.064064,4
0.12918,0.461727,0.980443,0.999914,0.008541,0.994082,2
0.366288,0.079891,0.999627,0.998864,0.112363,0.990695,2
0.07952,0.012411,0.998739,0.265698,0.013198,0.00421,8
0.009088,0.94452,0.997501,0.000002,0.03739,0.595673,5
0.082734,0.990838,0.000243,0.000001,0.096042,0.003236,0
0.615102,0.589417,0.672494,0.045162,0.000466,0.034939,8
0.938275,0.109173,0.00598,0.999126,0.890014,0.985853,3
0.071615,0.941972,0.000317,0.000001,0.124003,0.013843,0
0.040986,0.007174,0.982779,0.875604,0.020077,0.99384,7
0.817279,0.00106,0.007561,0.999265,0.776918,0.900181,3
0.998969,0.745497,0.762738,0.774605,0.002756,0.020938,6
0.002479,0.001618,0.962602,0.923609,0.203031,0.999403,7
0.615015,0.039513,0.999878,0.999396,0.189599,0.967264,2
0.004616,0.999575,0.000688,0.996995,0.992954,0.998617,1
0.817672,0.527111,0.010079,0.98588,0.877051,0.000659,4
0.444237,0.956221,0.000986,0.000003,0.025379,0.014154,0
0.038742,0.559724,0.000077,0.999813,0.091038,0.963359,7
0.970215,0.034391,0.702146,0.991552,0.050335,0.9988,7
0.996701,0.192763,0.681976,0.875297,0.026798,0.005506,6
0.997978,0.675539,0.884994,0.024816,0.017967,0.013405,0
0.932251,0.733015,0.006577,0.999903,0.088267,0.980968,3
0.041454,0.018081,0.98915,0.637687,0.335202,0.142477,8
0.998622,0.014535,0.994655,0.957929,0.383293,0.005021,6
0.991633,0.014495,0.999564,0.995671,0.625953,0.032275,6
0.782565,0.993193,0.012933,0.000001,0.017354,0.006464,0
0.995215,0.970751,0.756404,0,0.981331,0.213368,8
0.122252,0.105569,0.998385,0.99545,0.460896,0.996918,2
0.939256,0.109963,0.010303,0.999458,0.768448,0.971437,3
0.971275,0.088407,0.007562,0.999697,0.825698,0.993633,3
0.048592,0.94009,0.000175,0.999856,0.461841,0.007631,9
0.022153,0.977489,0.974328,0.000003,0.008812,0.61291,5
0.003108,0.585692,0.000414,0.998895,0.988296,0.995701,1
0.999729,0.720276,0.974937,0.001685,0.011913,0.000592,0
0.922152,0.812987,0.007185,0.999993,0.998278,0.252791,9
0.999499,0.324498,0.937464,0.74699,0.034021,0.003313,6
0.881279,0.006784,0.088471,0.996193,0.595541,0.93734,1
0.999756,0.308064,0.976218,0.973462,0.042883,0.004815,6
0.958523,0.014336,0.009036,0.999452,0.930539,0.959363,3
0.038149,0.005756,0.462047,0.989901,0.019481,0.999284,7
0.840067,0.257342,0.999059,0.032873,0.035694,0.8347,8
0.133294,0.581946,0.077564,0.999982,0.567443,0.998974,1
0.025783,0.247378,0.992328,0.999839,0.054783,0.996886,2
0.997202,0.822823,0.994083,0.999998,0.994135,0.167091,5
0.987923,0.952768,0.04355,0.99908,0.999222,0.994258,9
0.447652,0.247401,0.999499,0.993878,0.036554,0.986584,2
0.297308,0.107181,0.006015,0.99964,0.928435,0.999157,3
0.492913,0.981179,0.000923,0.828993,0.005511,0.042958,4
0.063834,0.242083,0.002424,0.999799,0.533124,0.998678,7
0.173949,0.113235,0.990401,0.896913,0.004434,0.99335,7
0.986775,0.871532,0.458736,0.000014,0.12792,0.25378,8
0.995349,0.97624,0.547787,0.981594,0.026328,0.006633,4
0.914027,0.049223,0.003975,0.999424,0.541886,0.986588,3
