@relation 'pendigits_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N15-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute hidden_unit_3output numeric
@attribute hidden_unit_4output numeric
@attribute hidden_unit_5output numeric
@attribute hidden_unit_6output numeric
@attribute hidden_unit_7output numeric
@attribute hidden_unit_8output numeric
@attribute hidden_unit_9output numeric
@attribute hidden_unit_10output numeric
@attribute hidden_unit_11output numeric
@attribute hidden_unit_12output numeric
@attribute hidden_unit_13output numeric
@attribute hidden_unit_14output numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.546172,0.10843,0.990089,0.998837,0.35134,0.431791,0.015678,0.016501,0.051676,0.185643,0.864991,0.270592,0.262056,0.96174,0.878161,9
0.177826,0.96874,0.454068,0.0018,0.833811,0.689332,0.988941,0.017461,0.11144,0.994427,0.957036,0.543657,0.160882,0.020356,0.343621,8
0.982819,0.71934,0.94936,0.999512,0.642376,0.966419,0.270522,0.732055,0.573762,0.015645,0.960858,0.003659,0.067176,0.823,0.799065,5
0.515262,0.036225,0.986453,0.999138,0.915361,0.78256,0.027245,0.084363,0.027883,0.169138,0.810234,0.101694,0.068141,0.772102,0.558333,9
0.599515,0.640149,0.305167,0.973384,0.034183,0.127929,0.912501,0.342014,0.39968,0.005639,0.04147,0.001515,0.847015,0.948667,0.091319,7
0.922714,0.389767,0.112657,0.996997,0.084777,0.80909,0.375924,0.490474,0.207336,0.00191,0.952186,0.00532,0.674596,0.831308,0.066002,3
0.869259,0.621422,0.723099,0.998133,0.195609,0.89466,0.368344,0.225278,0.05131,0.020215,0.957547,0.006546,0.407542,0.911889,0.111096,3
0.867975,0.100441,0.902518,0.998279,0.158215,0.915969,0.081052,0.128725,0.108082,0.021912,0.957624,0.073067,0.041437,0.97645,0.700859,9
0.051559,0.25867,0.901602,0.973841,0.302468,0.585337,0.907926,0.899669,0.795261,0.042763,0.031176,0.000466,0.826927,0.031099,0.073797,2
0.383863,0.170504,0.252146,0.99539,0.124014,0.126198,0.089745,0.605532,0.969055,0.001564,0.026959,0.013995,0.964597,0.340245,0.159969,2
0.727412,0.738575,0.095083,0.000202,0.424224,0.421634,0.993546,0.971668,0.982432,0.952327,0.045071,0.395555,0.951203,0.055917,0.554877,5
0.05038,0.101944,0.014493,0.920686,0.079885,0.516579,0.001717,0.264622,0.059839,0.010127,0.073735,0.957673,0.815646,0.974282,0.019491,1
0.743796,0.899851,0.324155,0.000327,0.732863,0.490028,0.989587,0.889353,0.981475,0.975151,0.042314,0.444688,0.912968,0.044134,0.43657,5
0.602749,0.012109,0.885617,0.120415,0.325113,0.611871,0.994653,0.720514,0.838847,0.125575,0.042459,0.011422,0.051287,0.995309,0.4165,8
0.660911,0.909462,0.992546,0.838857,0.936935,0.502376,0.970733,0.921441,0.020195,0.910517,0.765722,0.004913,0.581675,0.747588,0.922147,6
0.358518,0.88342,0.954016,0.82795,0.062195,0.034856,0.020844,0.174363,0.193807,0.828392,0.301979,0.878342,0.927812,0.981933,0.941673,4
0.488685,0.374647,0.982808,0.008329,0.891259,0.052304,0.998402,0.114373,0.019919,0.994837,0.677162,0.077826,0.695813,0.86159,0.924195,0
0.970079,0.652579,0.639082,0.983363,0.035224,0.174102,0.006327,0.597928,0.911692,0.063488,0.959122,0.788668,0.789595,0.919329,0.973867,4
0.68684,0.015455,0.903589,0.597678,0.837053,0.770608,0.986994,0.961357,0.881667,0.042824,0.023277,0.002426,0.168493,0.97479,0.214481,8
0.981041,0.061426,0.956973,0.998596,0.959113,0.778989,0.065613,0.987003,0.976906,0.023678,0.931536,0.022492,0.27721,0.093754,0.966113,1
0.635135,0.055645,0.024535,0.485734,0.100995,0.305374,0.985356,0.408561,0.064572,0.021574,0.933853,0.00669,0.273571,0.440057,0.021196,8
0.753943,0.979448,0.392688,0.00038,0.607101,0.670684,0.989348,0.620224,0.97528,0.98517,0.050486,0.514672,0.433108,0.018367,0.621882,5
0.732543,0.892527,0.444628,0.85855,0.111555,0.041941,0.957388,0.501059,0.846593,0.024185,0.030203,0.001602,0.736544,0.594037,0.152578,7
0.557181,0.677886,0.796343,0.000354,0.191486,0.393596,0.809919,0.914098,0.044774,0.999471,0.969949,0.991772,0.945481,0.985165,0.955854,0
0.009826,0.007164,0.003247,0.000098,0.187948,0.970523,0.006595,0.981031,0.018535,0.980669,0.156119,0.999979,0.983272,0.990678,0.023655,9
0.774213,0.744993,0.670562,0.997629,0.210713,0.739943,0.3587,0.170269,0.052193,0.02057,0.955413,0.006439,0.513645,0.737102,0.054136,3
0.609813,0.887683,0.263351,0.000275,0.780457,0.303648,0.991569,0.893792,0.973112,0.982886,0.043907,0.426358,0.893552,0.031483,0.897004,5
0.763448,0.553351,0.998229,0.97907,0.894764,0.243599,0.362607,0.189143,0.015535,0.937487,0.474555,0.074958,0.074522,0.589349,0.780665,4
0.085374,0.633671,0.033864,0.929564,0.04543,0.063111,0.007097,0.010204,0.111509,0.065073,0.823164,0.915544,0.457434,0.043797,0.98126,9
0.361938,0.898606,0.517701,0.993964,0.142076,0.434168,0.621344,0.448334,0.979742,0.002952,0.035871,0.001078,0.825481,0.100963,0.094242,2
0.951142,0.937759,0.155404,0.901856,0.089461,0.492769,0.980835,0.872666,0.895696,0.004737,0.107336,0.000612,0.821305,0.621571,0.04572,7
0.478001,0.839412,0.1427,0.00026,0.496713,0.287412,0.994259,0.891198,0.954627,0.970347,0.051487,0.409557,0.852643,0.06051,0.88719,5
0.429412,0.857655,0.997057,0.875569,0.819408,0.309458,0.960185,0.871409,0.015299,0.963233,0.915617,0.005782,0.581566,0.704758,0.964457,6
0.792954,0.488767,0.215291,0.998763,0.116575,0.158534,0.179548,0.216273,0.069039,0.003707,0.913674,0.008237,0.949318,0.752246,0.110827,3
0.9478,0.718197,0.085108,0.996614,0.02725,0.133255,0.029067,0.270119,0.672736,0.002038,0.939955,0.103465,0.714697,0.875042,0.085502,3
0.527143,0.531773,0.975146,0.945189,0.976545,0.732596,0.99563,0.112293,0.04611,0.270322,0.920704,0.000416,0.016607,0.102097,0.823507,6
0.905287,0.772514,0.500544,0.996716,0.060028,0.912512,0.687499,0.411544,0.148372,0.007059,0.958314,0.002084,0.344634,0.941918,0.077689,3
0.159111,0.356505,0.610608,0.984998,0.082158,0.579085,0.828208,0.826525,0.945923,0.00706,0.031382,0.000778,0.730894,0.173777,0.09277,2
0.685757,0.881487,0.272251,0.000197,0.697481,0.218165,0.986129,0.947542,0.976394,0.986311,0.049174,0.626377,0.990059,0.110799,0.89088,5
0.930972,0.903207,0.233823,0.979009,0.024212,0.68202,0.011432,0.471276,0.816712,0.029642,0.965489,0.678115,0.376842,0.914823,0.917208,4
0.816861,0.856842,0.567801,0.998707,0.210892,0.446937,0.293781,0.14243,0.049889,0.010162,0.952944,0.005119,0.774756,0.830688,0.060653,3
0.976775,0.46888,0.030093,0.992939,0.068784,0.852037,0.021973,0.88166,0.926585,0.001723,0.941244,0.160652,0.25199,0.576652,0.082581,1
0.86908,0.774572,0.983214,0.00869,0.765448,0.180074,0.979936,0.486396,0.03666,0.998556,0.891765,0.574689,0.418842,0.897516,0.968589,0
0.858719,0.547048,0.024583,0.986963,0.046053,0.282591,0.018201,0.571061,0.668285,0.003057,0.82534,0.264659,0.831115,0.811175,0.033866,1
0.574422,0.874699,0.986451,0.574761,0.091269,0.021964,0.015563,0.234295,0.156516,0.980485,0.174473,0.963104,0.848482,0.958199,0.925511,4
0.832466,0.793876,0.731344,0.000582,0.772086,0.205054,0.980326,0.548564,0.98322,0.992653,0.036474,0.596524,0.705344,0.017493,0.891688,5
0.911233,0.69628,0.24496,0.995694,0.069227,0.785922,0.248635,0.219575,0.152973,0.008809,0.956333,0.014004,0.764558,0.78655,0.033251,3
0.20678,0.555585,0.685081,0.978581,0.150902,0.304506,0.741781,0.820329,0.954541,0.013988,0.028947,0.001364,0.846425,0.073421,0.085664,2
0.792541,0.210013,0.925534,0.001663,0.401987,0.101252,0.97572,0.770234,0.027667,0.998365,0.935554,0.809328,0.924455,0.971983,0.775379,0
0.75267,0.655582,0.994662,0.982071,0.939338,0.609185,0.965295,0.826068,0.029077,0.673435,0.938019,0.001298,0.086149,0.374666,0.963763,6
0.96101,0.071203,0.867743,0.86606,0.951977,0.975354,0.946592,0.988119,0.958753,0.008109,0.043555,0.002832,0.073939,0.992689,0.03347,8
0.789669,0.71059,0.13487,0.998996,0.655701,0.787363,0.041721,0.102174,0.077923,0.00232,0.942454,0.027414,0.235585,0.147029,0.010395,5
0.571435,0.715458,0.1176,0.000236,0.044083,0.741827,0.069512,0.994834,0.210879,0.997971,0.973496,0.999765,0.990282,0.990586,0.911611,0
0.609578,0.703569,0.692604,0.996822,0.46476,0.30357,0.23304,0.1935,0.047557,0.037427,0.93675,0.010417,0.875841,0.285338,0.03711,3
0.982042,0.934768,0.064463,0.967847,0.271912,0.473679,0.86573,0.728765,0.988875,0.000839,0.511352,0.001761,0.858032,0.426357,0.087241,7
0.709761,0.140412,0.906576,0.78843,0.713609,0.905003,0.989935,0.879101,0.960568,0.039195,0.038416,0.000901,0.024124,0.622976,0.648578,8
0.932646,0.859758,0.120257,0.998798,0.409499,0.75397,0.03012,0.224582,0.510543,0.00153,0.94498,0.033571,0.193677,0.093489,0.035936,5
0.686635,0.8091,0.953196,0.861639,0.867996,0.838695,0.987517,0.708448,0.137893,0.469717,0.961021,0.001914,0.039693,0.30964,0.93188,6
0.732008,0.06031,0.940414,0.235025,0.438734,0.667252,0.996111,0.751972,0.956746,0.200697,0.028894,0.003478,0.064888,0.900729,0.887768,8
0.17026,0.985468,0.209278,0.000529,0.803949,0.855981,0.965416,0.102215,0.051258,0.996348,0.960071,0.872326,0.71038,0.030436,0.023447,8
0.895993,0.530887,0.708247,0.99943,0.161943,0.534021,0.179149,0.078965,0.110512,0.005209,0.960981,0.010723,0.235827,0.862877,0.922474,9
0.482229,0.629276,0.853363,0.000506,0.255399,0.405656,0.768989,0.889513,0.028749,0.999563,0.950366,0.99244,0.923311,0.983129,0.969943,0
0.260283,0.896417,0.99433,0.889731,0.496512,0.13128,0.547445,0.364544,0.019505,0.91848,0.325146,0.130308,0.693246,0.950178,0.918457,4
0.35784,0.465049,0.063629,0.968085,0.07379,0.126745,0.001673,0.100361,0.189654,0.015979,0.375283,0.942203,0.856581,0.974008,0.208073,1
0.827744,0.167511,0.965801,0.997461,0.957041,0.970956,0.034323,0.25804,0.026751,0.25952,0.935452,0.139037,0.010503,0.54643,0.038131,9
0.782534,0.902592,0.667379,0.676034,0.287435,0.098733,0.980298,0.740016,0.93248,0.058139,0.032527,0.001551,0.792484,0.303801,0.160463,7
0.434055,0.665983,0.9637,0.001306,0.783486,0.099725,0.993989,0.21282,0.025915,0.998661,0.783746,0.597069,0.76435,0.942626,0.977171,0
0.565524,0.759684,0.995665,0.983546,0.939858,0.414011,0.957714,0.805886,0.02375,0.698908,0.919411,0.001217,0.238477,0.406939,0.923365,6
0.821224,0.637524,0.376567,0.998234,0.155789,0.804277,0.257528,0.223629,0.043215,0.008794,0.953146,0.007714,0.5819,0.834611,0.021682,3
0.88727,0.433443,0.117982,0.997637,0.074335,0.49012,0.208288,0.190609,0.059754,0.003125,0.949449,0.011785,0.885395,0.935969,0.03294,3
0.046438,0.527798,0.966805,0.967319,0.280782,0.728632,0.954227,0.80674,0.633442,0.134435,0.038883,0.000355,0.674039,0.027047,0.075,2
0.42133,0.712989,0.99298,0.986255,0.84572,0.117603,0.167986,0.181167,0.031282,0.736612,0.390576,0.096586,0.587698,0.681153,0.919995,4
0.214569,0.425468,0.666549,0.970183,0.155301,0.82499,0.897756,0.877571,0.908788,0.00837,0.026461,0.00066,0.196402,0.425741,0.019759,1
0.116442,0.852161,0.994431,0.979876,0.929274,0.144269,0.949938,0.800345,0.020012,0.660161,0.897968,0.001127,0.90754,0.412753,0.957835,6
0.582412,0.83386,0.550546,0.000273,0.87821,0.200177,0.973308,0.757411,0.975253,0.993652,0.03776,0.728628,0.948146,0.037359,0.858712,5
0.800135,0.802316,0.014639,0.000962,0.06437,0.145332,0.996723,0.979377,0.984827,0.442674,0.055605,0.086541,0.952191,0.348039,0.945487,5
0.149065,0.911305,0.30746,0.952571,0.167371,0.065162,0.959429,0.005527,0.171382,0.011873,0.550191,0.001784,0.494,0.665597,0.067637,7
0.927174,0.693265,0.977713,0.005971,0.38001,0.147168,0.906438,0.81863,0.051092,0.999237,0.947212,0.896165,0.759429,0.966088,0.979245,0
0.338659,0.026105,0.924043,0.000849,0.661826,0.444602,0.962462,0.866634,0.010883,0.99913,0.883237,0.91983,0.864133,0.9417,0.677428,0
0.986585,0.238584,0.893935,0.997785,0.25485,0.702864,0.003961,0.218047,0.565685,0.048249,0.947825,0.704265,0.0475,0.956647,0.877512,9
0.420953,0.835513,0.683092,0.000376,0.963553,0.30265,0.98401,0.890375,0.896291,0.996272,0.049211,0.625932,0.979001,0.030899,0.940422,5
0.32855,0.719274,0.987974,0.719624,0.974273,0.152045,0.99246,0.408974,0.026657,0.778046,0.935017,0.002242,0.715738,0.54588,0.930579,6
0.150178,0.912831,0.993303,0.791729,0.33167,0.055718,0.149994,0.399232,0.04067,0.956168,0.23402,0.459515,0.900132,0.96915,0.961712,4
0.90665,0.916695,0.468253,0.70922,0.040497,0.087299,0.973595,0.321131,0.064731,0.166314,0.950709,0.0054,0.504287,0.777152,0.061106,7
0.103019,0.185012,0.128812,0.983025,0.346053,0.134662,0.008401,0.100205,0.093256,0.014678,0.032722,0.560078,0.808071,0.886976,0.05429,1
0.140152,0.758301,0.858737,0.000191,0.523689,0.236032,0.968021,0.556281,0.018249,0.999522,0.828972,0.964695,0.951738,0.970482,0.962753,0
0.420945,0.137166,0.024165,0.975196,0.054536,0.205263,0.004544,0.393039,0.34472,0.004819,0.338893,0.747911,0.840826,0.931726,0.040058,1
0.00519,0.48368,0.010472,0.699967,0.276773,0.242692,0.006406,0.050775,0.321326,0.051178,0.071024,0.959262,0.72059,0.035153,0.827744,9
0.048629,0.862218,0.978249,0.966708,0.954193,0.890086,0.98494,0.426592,0.265036,0.243166,0.845116,0.000419,0.042315,0.039076,0.93652,6
0.200492,0.040227,0.112205,0.990635,0.020802,0.446793,0.331926,0.923219,0.957263,0.001057,0.03112,0.005306,0.894045,0.765989,0.283171,2
0.838084,0.909079,0.775136,0.000589,0.159915,0.196822,0.90773,0.759234,0.108022,0.998825,0.967602,0.970136,0.92922,0.981108,0.914529,0
0.825421,0.749772,0.79388,0.998288,0.277831,0.754667,0.22217,0.193496,0.038536,0.030218,0.954725,0.011049,0.749305,0.900015,0.046981,3
0.825959,0.8998,0.921534,0.00485,0.293028,0.040817,0.977935,0.522552,0.056212,0.99651,0.935876,0.591532,0.932961,0.976855,0.93439,0
0.031623,0.941363,0.304032,0.000389,0.900324,0.916247,0.994071,0.038182,0.114664,0.994766,0.902623,0.59476,0.486055,0.010069,0.360411,8
0.367773,0.858311,0.077759,0.000079,0.057873,0.766845,0.130671,0.985073,0.163674,0.998767,0.973246,0.99979,0.985271,0.989951,0.7987,0
0.816502,0.937185,0.459714,0.998556,0.162135,0.852377,0.456749,0.143854,0.074794,0.005848,0.95994,0.002759,0.167003,0.586922,0.030571,3
0.166369,0.080608,0.928018,0.001229,0.616531,0.313867,0.929399,0.841445,0.009184,0.999168,0.785577,0.939843,0.904701,0.957601,0.586409,0
0.865247,0.941505,0.968309,0.003618,0.200388,0.101977,0.765993,0.718133,0.047261,0.999578,0.915156,0.968055,0.888915,0.964283,0.975151,0
0.810181,0.822866,0.610723,0.000499,0.88203,0.338244,0.976205,0.763351,0.980539,0.993089,0.039815,0.651967,0.800237,0.02455,0.925518,5
0.527991,0.616912,0.990956,0.986404,0.93423,0.08834,0.101329,0.086835,0.012588,0.740042,0.063926,0.11665,0.841889,0.699849,0.083652,4
0.971742,0.643128,0.997816,0.98571,0.896605,0.38232,0.857908,0.950648,0.029595,0.882422,0.924918,0.004252,0.255518,0.524962,0.859567,6
0.333788,0.774169,0.552712,0.000232,0.086159,0.413543,0.819834,0.941045,0.054099,0.999181,0.932035,0.992156,0.973644,0.989226,0.932987,0
0.466596,0.616311,0.989961,0.883346,0.960779,0.3942,0.986944,0.52293,0.025072,0.792175,0.957393,0.002416,0.174252,0.370538,0.976013,6
0.130576,0.864056,0.380452,0.001001,0.563956,0.083293,0.987353,0.023381,0.082777,0.994375,0.921733,0.656935,0.859753,0.084151,0.313552,8
0.638,0.952188,0.064946,0.996938,0.690273,0.785293,0.00556,0.038864,0.083237,0.009984,0.948679,0.360231,0.168468,0.776686,0.219123,9
0.825359,0.7815,0.991874,0.959881,0.365913,0.168133,0.156554,0.680706,0.077227,0.866458,0.887743,0.240833,0.831876,0.966818,0.963564,4
0.514517,0.946919,0.453434,0.000483,0.700924,0.077561,0.993745,0.865074,0.97177,0.978932,0.045687,0.274178,0.969374,0.112444,0.950847,5
0.119371,0.243524,0.859998,0.98331,0.906043,0.962369,0.951987,0.284119,0.665826,0.018184,0.714312,0.000707,0.009338,0.024923,0.210788,6
0.088323,0.399155,0.769434,0.957201,0.125151,0.918266,0.9587,0.91052,0.932759,0.019669,0.034854,0.000313,0.468084,0.041337,0.038217,2
0.700282,0.937043,0.056913,0.996296,0.940691,0.724682,0.016193,0.178946,0.088979,0.003846,0.961915,0.17341,0.763471,0.877233,0.793529,9
0.320789,0.440513,0.548332,0.004609,0.063721,0.357709,0.997929,0.149071,0.641375,0.958697,0.945178,0.122067,0.013345,0.029863,0.915308,8
0.77892,0.685368,0.019814,0.001779,0.116936,0.072637,0.996251,0.924873,0.975794,0.379202,0.049969,0.100994,0.719752,0.405434,0.98269,5
0.952498,0.879685,0.974365,0.0085,0.322711,0.180307,0.912789,0.806851,0.082569,0.998725,0.966191,0.840872,0.698887,0.966088,0.974154,0
0.560994,0.78958,0.204394,0.000153,0.0965,0.699378,0.393566,0.952393,0.102352,0.998183,0.972598,0.99907,0.966605,0.989181,0.83345,0
0.573419,0.472346,0.940683,0.001248,0.604839,0.272883,0.970104,0.628625,0.025621,0.999089,0.942897,0.892742,0.70356,0.969113,0.970168,0
0.132862,0.807807,0.992495,0.959694,0.521044,0.026613,0.22828,0.092775,0.015134,0.869722,0.091062,0.129365,0.916692,0.935497,0.918237,4
0.976127,0.284565,0.207648,0.994218,0.052918,0.021489,0.002736,0.403662,0.929455,0.006242,0.705462,0.715517,0.880697,0.862429,0.876319,7
0.937572,0.838176,0.683347,0.996999,0.105497,0.936205,0.454333,0.191895,0.112236,0.02556,0.962316,0.006262,0.371878,0.896689,0.113139,3
0.985473,0.56942,0.585853,0.99747,0.059365,0.677206,0.00363,0.104266,0.633713,0.014814,0.955824,0.739998,0.033367,0.960604,0.916527,9
0.143261,0.468174,0.796111,0.982205,0.229781,0.705883,0.832767,0.86473,0.947383,0.013703,0.03153,0.000784,0.657418,0.071186,0.064291,2
0.573515,0.848252,0.629401,0.000423,0.761334,0.112818,0.985921,0.766253,0.978364,0.988478,0.038925,0.509073,0.950372,0.087725,0.916708,5
0.114144,0.902201,0.024316,0.964026,0.176487,0.685605,0.002281,0.133547,0.05479,0.028177,0.965092,0.89059,0.631881,0.520481,0.892062,9
0.185255,0.554212,0.992664,0.063163,0.95084,0.183216,0.998915,0.034827,0.020104,0.985355,0.434063,0.010635,0.233147,0.621216,0.965796,0
0.69127,0.519734,0.955824,0.988952,0.931126,0.810203,0.98108,0.683382,0.729061,0.039866,0.947039,0.00025,0.042526,0.047854,0.893975,6
0.20423,0.02083,0.962094,0.414891,0.987982,0.662719,0.997847,0.07822,0.012456,0.723419,0.473991,0.003341,0.014549,0.307018,0.523986,0
0.145645,0.54838,0.986961,0.994807,0.977207,0.517525,0.970401,0.042063,0.036042,0.127574,0.936938,0.000409,0.045029,0.081613,0.822226,6
0.306323,0.795587,0.976089,0.966794,0.895295,0.822106,0.983583,0.514177,0.034826,0.409491,0.96591,0.00086,0.058836,0.257869,0.95625,6
0.123385,0.052733,0.035617,0.782613,0.175158,0.61309,0.000273,0.507926,0.085687,0.11056,0.416601,0.997925,0.958219,0.981849,0.067502,1
0.846201,0.661001,0.994729,0.979166,0.586879,0.215404,0.070171,0.196487,0.037832,0.872655,0.642749,0.371082,0.2073,0.918039,0.91078,4
0.321478,0.73197,0.995872,0.02827,0.288497,0.636657,0.179881,0.290608,0.040071,0.999624,0.707483,0.989253,0.194628,0.911648,0.91867,0
0.857755,0.882086,0.687859,0.000673,0.06348,0.461687,0.328922,0.977868,0.245442,0.999391,0.958318,0.997876,0.956528,0.979395,0.966175,0
0.215042,0.789802,0.986561,0.89435,0.964812,0.642606,0.986795,0.36644,0.020908,0.717232,0.943244,0.001911,0.090616,0.332258,0.944005,6
0.089475,0.611229,0.747385,0.988965,0.213415,0.760963,0.829013,0.60958,0.955029,0.008461,0.033709,0.00058,0.46823,0.028918,0.095323,2
0.972746,0.228818,0.880592,0.998677,0.377519,0.838527,0.010925,0.34107,0.48823,0.017845,0.945433,0.310672,0.015386,0.9492,0.71335,9
0.843223,0.935996,0.485144,0.000376,0.566801,0.391022,0.988518,0.901844,0.988738,0.983123,0.053747,0.525934,0.905455,0.127349,0.947271,5
0.889974,0.414833,0.049486,0.996236,0.086935,0.404393,0.444621,0.227699,0.110654,0.000816,0.949176,0.005404,0.907478,0.955512,0.043874,3
0.087619,0.054355,0.019528,0.864904,0.111619,0.546519,0.000616,0.574243,0.07485,0.028601,0.522467,0.991411,0.9325,0.98756,0.055033,1
0.178965,0.807674,0.993295,0.96266,0.486348,0.041961,0.131862,0.09731,0.023192,0.858026,0.172659,0.232345,0.901014,0.966063,0.924965,4
0.030961,0.097559,0.963701,0.968922,0.794865,0.13491,0.944404,0.857038,0.515692,0.087282,0.028266,0.000451,0.970318,0.050386,0.202305,2
0.074436,0.912804,0.99551,0.957223,0.928456,0.312546,0.814827,0.144932,0.018855,0.884677,0.052594,0.010106,0.418072,0.286565,0.741956,4
0.403567,0.062211,0.003259,0.886997,0.05249,0.948636,0.001347,0.960456,0.589771,0.003917,0.94314,0.965506,0.693647,0.924759,0.026371,1
0.21361,0.219672,0.029966,0.974028,0.065436,0.205011,0.002762,0.128471,0.187696,0.005741,0.099407,0.854687,0.799693,0.948359,0.047761,1
0.381535,0.195968,0.029717,0.968415,0.022622,0.717053,0.600129,0.98608,0.770558,0.000937,0.03428,0.003495,0.909527,0.968691,0.009928,1
0.63036,0.67192,0.993025,0.734285,0.922782,0.294291,0.99136,0.64296,0.027586,0.90083,0.954029,0.00318,0.441866,0.659217,0.964743,6
0.977684,0.158764,0.012076,0.990991,0.014056,0.621088,0.008472,0.886913,0.958158,0.002137,0.950431,0.463428,0.470896,0.701493,0.954421,1
0.292132,0.766569,0.016599,0.958699,0.935524,0.208878,0.003347,0.127752,0.196877,0.025305,0.454376,0.812857,0.567179,0.007502,0.070688,9
0.186436,0.927738,0.074639,0.000258,0.410831,0.582609,0.992435,0.234299,0.484508,0.976268,0.920245,0.592766,0.827331,0.086621,0.079342,8
0.055667,0.755541,0.992864,0.990866,0.959627,0.332102,0.573491,0.065299,0.033832,0.560328,0.112032,0.009473,0.176733,0.164008,0.912595,4
0.908233,0.973191,0.431546,0.529532,0.254532,0.226505,0.975434,0.78016,0.970063,0.040659,0.030964,0.002305,0.521418,0.228611,0.038626,7
0.836533,0.708095,0.323139,0.998817,0.165293,0.817885,0.351283,0.183045,0.048904,0.004709,0.955569,0.003991,0.447834,0.813937,0.046268,3
0.812106,0.971642,0.285984,0.993305,0.018189,0.242583,0.126423,0.040202,0.218988,0.009662,0.829019,0.051316,0.393421,0.936729,0.02221,1
0.584466,0.474249,0.010866,0.959576,0.954459,0.729343,0.003061,0.736137,0.178503,0.0155,0.806048,0.784018,0.706311,0.015318,0.003458,9
0.430521,0.550853,0.445637,0.898,0.14894,0.069875,0.984243,0.193297,0.043543,0.053281,0.947277,0.001195,0.850756,0.459173,0.138436,7
0.232406,0.812223,0.915355,0.914619,0.044028,0.019632,0.012106,0.012723,0.072289,0.717686,0.089456,0.906677,0.884475,0.972495,0.912464,4
0.848598,0.251268,0.242662,0.997724,0.09888,0.502081,0.260147,0.254051,0.06314,0.004843,0.947804,0.009506,0.856962,0.944775,0.084445,3
0.419921,0.58432,0.987836,0.025258,0.911958,0.08572,0.999129,0.082677,0.023692,0.986755,0.593784,0.017146,0.511934,0.83034,0.959009,0
0.986322,0.980977,0.19696,0.947067,0.235381,0.917384,0.959236,0.921168,0.982512,0.002098,0.233316,0.000744,0.284199,0.504605,0.031042,7
0.867961,0.758514,0.087486,0.99617,0.576138,0.781753,0.021963,0.225354,0.837146,0.002396,0.929069,0.098336,0.064911,0.016034,0.018422,5
0.180835,0.288486,0.671253,0.002458,0.171205,0.019514,0.998881,0.020702,0.535521,0.975268,0.906033,0.091544,0.333183,0.03829,0.945104,8
0.866912,0.782079,0.290827,0.996584,0.050887,0.926908,0.468462,0.177658,0.064037,0.00625,0.96003,0.005656,0.17481,0.870298,0.024301,3
0.940615,0.74575,0.994755,0.988969,0.903065,0.579507,0.94002,0.930102,0.036091,0.670366,0.928277,0.001221,0.126599,0.285785,0.873096,6
0.170442,0.748144,0.308022,0.000153,0.839986,0.776102,0.988116,0.930688,0.955661,0.988222,0.046748,0.591793,0.961352,0.039948,0.789598,5
