@relation 'pendigits_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N3-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.022147,0.999943,0.996124,6
0.000001,0.6577,0.01855,3
0.000002,0.123137,0.002365,3
0.000529,0.138216,0.999884,2
0.056869,0.999091,0.337225,4
0.000014,0.005221,0.99813,1
0.111326,0.999646,0.993587,6
1,0.021066,0.998258,5
0.999928,0.000061,0.995731,5
0.000214,0.43271,0.871342,7
0.999999,0.996705,0.057416,0
0.999999,0.964714,0.096316,0
0.000052,0.986564,0.000388,9
1,0.116864,0.999198,5
0.689164,0.999828,0.99682,6
0.976123,0.988133,0.037542,4
0.022964,0.537992,0.489593,7
0.000157,0.011057,0.001209,1
1,0.974054,0.071184,0
0.000083,0.000709,0.000077,1
0.100308,0.013388,0.008445,9
0.003082,0.999835,0.999956,6
0.000009,0.000056,0.597157,2
1,0.880076,0.008795,0
0.000007,0.92126,0.018456,3
0.999998,0.974331,0.13258,0
0.999993,0.977761,0.993669,8
1,0.027232,0.000016,0
0,0.905404,0.204057,3
0.999999,0.940872,0.056186,0
1,0.990707,0.012635,0
0.999999,0.073759,0.999224,5
0.010629,0.983229,0.182544,4
0.03914,0.999888,0.967313,6
1,0.493194,0.001832,0
0.305463,0.999976,0.997459,6
0.999995,0.866938,0.805957,8
0.000008,0.934029,0.000586,9
0.495583,0.996674,0.019089,4
0.999999,0.012614,0.999286,5
0.000009,0.985738,0.999838,6
0.000056,0.005435,0.999872,2
0.000031,0.938478,0.001824,9
0.999509,0.960625,0.997778,8
0.999833,0.000682,0.996111,5
0.999998,0.996724,0.072252,0
1,0.188949,0.000102,0
1,0.997193,0.130249,0
0.545529,0.992017,0.11641,4
0.000288,0.010082,0.000206,7
0.000007,0.927991,0.058246,3
0.000029,0.950461,0.000132,9
0.000038,0.005661,0.999241,2
0.999999,0.019465,0.998692,5
0.00322,0.704559,0.000073,9
0.998984,0.999936,0.999356,0
0.000105,0.998516,0.999899,6
0.167296,0.999856,0.999647,0
0.000133,0.999983,0.999341,6
0.008931,0.999961,0.998356,6
0.036903,0.002456,0,1
0.104199,0.999557,0.026535,4
0.999987,0.999366,0.011138,0
1,0.493213,0.000452,0
0.120455,0.99998,0.998418,6
0.000013,0.013254,0.999608,2
0.000005,0.989931,0.002878,9
0.999999,0.012775,0.99843,5
0.000001,0.040605,0.006272,3
0.004717,0.001639,0.000001,1
0.497046,0.993559,0.036495,4
0.00179,0.077752,0.999781,2
0.154773,0.999249,0.993983,4
0.000151,0.00025,0.000008,1
0.000118,0.001325,0.00005,1
0.000008,0.00001,0.30584,1
0.795342,0.999923,0.994235,6
0.000057,0.005432,0.000574,1
0.000531,0.100487,0.01696,9
0.999986,0.093961,0.919876,8
0.006657,0.99977,0.991544,4
0.01158,0.002039,0.999129,7
0.000001,0.77715,0.040617,3
0.000014,0.161882,0.003492,1
0.000066,0.018096,0.005763,9
0.003224,0.60558,0.861011,7
0.635217,0.747318,0.00029,4
0.000003,0.2879,0.005073,3
0.999813,0.999692,0.997271,0
0.000017,0.003413,0.996606,7
0,0.185748,0.192842,5
0.999966,0.934333,0.997573,8
0.000001,0.708304,0.036109,3
0.006661,0.999895,0.995211,6
0.999999,0.007635,0.999104,5
0,0.00052,0.956286,1
0.999999,0.015016,0.999447,5
0.000063,0.000316,0.000026,1
0.000026,0.072148,0.013121,1
0.000389,0.011856,0.000106,1
0.000013,0.958588,0.000216,9
0.681244,0.99838,0.314292,4
0.999995,0.003432,0.999702,5
0.000172,0.00619,0.000037,7
0.01859,0.392225,0.539467,7
0.002759,0.001677,0.998667,7
0.999999,0.998597,0.889146,0
0.000002,0.014895,0.000473,3
0.016624,0.999989,0.999661,6
0.000261,0.850115,0.000055,9
0.001989,0.999761,0.999923,6
0.000131,0.767599,0.001717,9
1,0.264174,0.00008,0
0.001127,0.995808,0.001602,9
0.095368,0.028905,0.999697,7
0.000027,0.010031,0.000071,1
0.999996,0.998888,0.989221,0
0.000001,0.998239,0.148911,5
0.999929,0.999747,0.995145,0
0.000002,0.999143,0.207937,5
0.000003,0.000028,0.002547,1
0.000014,0.995958,0.000752,9
0.036103,0.999851,0.732662,4
0.362327,0.978021,0.000163,4
0.349108,0.222224,0.000105,4
1,0.018195,0.997681,5
0.000001,0.007308,0.993253,2
0.000069,0.997266,0.999877,6
0.998463,0.891645,0.95244,8
0.000017,0.00051,0.179616,2
0.000199,0.003118,0.000061,1
0.003361,0.003534,0.000002,1
0.000002,0.95339,0.060044,3
0.9999,0.889952,0.97441,8
0.025326,0.892945,0.000164,4
0.000508,0.000361,0.993157,7
0.000008,0.820635,0.569278,1
0.999999,0.087505,0.998206,5
0.000009,0.004791,0.007643,7
0.999998,0.002008,0.998113,5
0.99973,0.997422,0.999601,8
1,0.188092,0.999401,5
0.370383,0.999417,0.564155,4
0.005621,0.999866,0.990543,6
0.000006,0.000635,0.800496,2
0,0.573132,0.020092,3
0.015076,0.999835,0.998075,4
0.487512,0.919976,0.000696,4
0.011675,0.098157,0.99952,8
0.026468,0.999932,0.997707,6
0.000785,0.040679,0.999756,2
0.99999,0.073929,0.999935,5
1,0.066632,0.998627,5
0.019787,0.999971,0.998076,6
0.14129,0.016478,0.998276,7
0.044574,0.004064,0.998946,7
0.000966,0.000642,0.000007,1
0.00005,0.001652,0.822369,7
0.000077,0.132284,0.012893,1
0.000001,0.736417,0.049017,3
0.999994,0.151287,0.98683,8
0.000736,0.994866,0.000083,9
1,0.974153,0.011297,0
0.000001,0.737022,0.045845,3
1,0.998688,0.861433,0
0.010698,0.007455,0.998093,7
0.000122,0.567589,0.999788,8
0.001945,0.001584,0.998856,2
0.000003,0.953649,0.002785,9
0.884406,0.999987,0.545547,0
0.999982,0.000011,0,9
0.000032,0.728429,0.3136,9
0.009081,0.000995,0.000001,1
0.37854,0.999676,0.085356,4
0.010602,0.999897,0.999718,6
0.000027,0.639499,0.059118,3
0.000004,0.00086,0.652649,2
0.001088,0.998693,0.999813,6
0.999998,0.977333,0.03984,0
0.000946,0.128494,0.298946,8
0.999992,0.999718,0.557002,0
0.995674,0.56812,0.99928,8
0.000277,0.980613,0.000104,9
0.000006,0.752542,0.020303,3
0.999997,0.732294,0.439371,8
0.000051,0.978853,0.999598,6
0.358262,0.99922,0.762725,6
0.000008,0.000625,0.987604,2
1,0.994113,0.044645,0
0.000025,0.43205,0.512898,9
0.000024,0.005332,0.000209,7
0.999999,0.981484,0.022003,0
0.999989,0.98088,0.737983,8
0.950762,0.06166,0.998155,8
0.370295,0.995019,0.804555,4
0.440473,0.999885,0.978313,4
0.019288,0.999886,0.989079,6
0.001565,0.99995,0.999875,6
0.063187,0.997409,0.620457,4
1,0.873198,0.003384,0
0.000001,0.000223,0.023314,1
0.000004,0.001823,0.988304,2
0.000221,0.001575,0.913734,7
0.000009,0.132966,0.003238,3
0.999663,0.98339,0.010152,4
0,0.914275,0.028455,9
0.001655,0.999589,0.99735,6
0.000006,0.999214,0.846785,5
0.000093,0.005222,0.998111,2
0.012425,0.999941,0.999807,6
0.000227,0.000548,0.940858,7
0.001425,0.999942,0.999039,6
0.000042,0.999847,0.403615,5
0.000001,0.066445,0.008668,3
0.000013,0.001931,0.997887,2
0.000017,0.999903,0.737923,5
0.002512,0.999808,0.999927,6
0.097211,0.997598,0.005042,4
0.000002,0.618336,0.013791,3
0.004909,0.02978,0.930607,8
0.000157,0.006476,0.976516,2
0.999995,0.005131,0.999417,5
0.000001,0.070941,0.00702,3
0,0.469027,0.157279,5
0.000048,0.000198,0.89361,7
0.072587,0.999356,0.631604,4
0.000008,0.200144,0.010731,3
0.000004,0.998939,0.163137,5
0.006091,0.000765,0.000003,1
0.000018,0.000563,0.001377,2
0.000002,0.99826,0.617862,5
0.005992,0.757562,0.996908,8
0.000015,0.069055,0.004079,8
0.557946,0.999625,0.734952,4
0.006401,0.029698,0.896253,8
0,0.971961,0.156589,5
0.001415,0.989623,0.002066,9
0.000001,0.372267,0.015847,3
0.999999,0.217177,0.000184,0
0.000019,0.000739,0.726894,2
0.046631,0.000765,0.998125,7
0.000086,0.002247,0.591589,1
0.000004,0.000198,0.904441,1
0.002566,0.008523,0.00003,1
0.123631,0.998459,0.664329,4
0.006537,0.005571,0.994393,7
0.000024,0.0023,0.105659,7
0.99999,0.97695,0.512927,8
0.000136,0.000229,0.000018,1
0.000019,0.969585,0.000728,9
1,0.991913,0.028606,0
0.00075,0.999915,0.999956,6
0.001638,0.994552,0.990996,6
0.637679,0.006002,0.998479,8
0.001465,0.754219,0.999854,2
0.000017,0.715799,0.016362,3
0.42514,0.097887,0.999352,8
0.00007,0.009787,0.96489,2
0.999663,0.001697,0.999696,5
0.000005,0.693521,0.149728,3
0.003673,0.999952,0.997408,6
0.000007,0.286128,0.00512,3
0.000008,0.000676,0.911378,2
0.000032,0.013846,0.96546,2
0.007288,0.999937,0.998981,6
0.000868,0.217633,0.999865,2
0.999985,0.999021,0.988674,0
0.038871,0.254715,0.999726,8
0.00003,0.955514,0.001147,9
0.005369,0.006435,0.999659,7
0.999998,0.000512,0.995707,5
0.795701,0.998956,0.006136,4
0.000003,0.885645,0.010927,3
0.000022,0.001435,0.002412,1
0.000816,0.010138,0.000085,1
0.000855,0.999535,0.999097,6
0.000049,0.998465,0.000389,9
1,0.025982,0.000005,0
0.000003,0.000408,0.935742,2
1,0.061402,0.00017,0
0.000115,0.001896,0.994964,2
0.316494,0.482759,0.999993,8
1,0.950126,0.003596,0
0.000145,0.002985,0.999379,2
0.001121,0.999946,0.999799,6
0.065665,0.999975,0.999087,6
0.022338,0.01066,0.000002,1
0.031882,0.001504,0.99927,7
0.000099,0.999248,0.112939,9
0.000042,0.042275,0.999601,2
0.000179,0.003252,0.999581,2
0.88934,0.997437,0.661448,4
0.999995,0.007481,0.999103,5
0.000001,0.286107,0.01347,3
0.560957,0.460731,0.000243,4
0.000043,0.008227,0.994165,2
0.000065,0.022455,0.999818,2
0.784444,0.818017,0.999973,8
0.999999,0.003644,0.998874,5
1,0.902894,0.001856,0
0.995162,0.924117,0.995867,8
0.000009,0.661347,0.008993,3
1,0.730792,0.003828,0
0.003792,0.002098,0.999038,7
0.000002,0.782313,0.089714,3
0.49443,0.99977,0.995498,6
0.000349,0.000045,0.993138,7
0.000027,0.114092,0.999946,2
0.003643,0.000506,0.000003,1
0.032386,0.99963,0.017022,4
1,0.942045,0.026238,0
0.000116,0.04503,0.000265,7
0.00007,0.177862,0.973413,7
0.120287,0.99983,0.991192,6
0.98554,0.99958,0.996646,0
0.000025,0.662746,0.023087,3
0.093372,0.221788,0.998092,8
0.003985,0.999908,0.999733,6
0.000252,0.998391,0.999915,6
1,0.984047,0.200874,0
0.999997,0.988579,0.590186,8
0.000139,0.003736,0.997598,2
0.00001,0.755874,0.02379,3
0.000002,0.685679,0.014893,3
0.003187,0.957271,0.000146,9
1,0.0091,0.994207,5
0.00006,0.001161,0.00003,1
0.999581,0.999988,0.999649,0
0.000001,0.992211,0.000383,9
0.267397,0.999967,0.998432,6
0.000027,0.673757,0.499409,1
0.02335,0.999978,0.999207,6
0.000002,0.867156,0.02518,3
0.000131,0.000738,0.94948,7
0.838551,0.360575,0.999897,8
0.000001,0.006262,0.031099,1
0.00003,0.001186,0.994647,2
0,0.999042,0.88327,5
0.000015,0.775411,0.000814,9
0.000951,0.03116,0.999832,2
0.000002,0.014789,0.003182,3
0.876291,0.960643,0.012006,4
0.000008,0.005072,0.002356,7
0.016403,0.006383,0.999371,7
0.99997,0.974555,0.891488,8
0.242685,0.999782,0.884142,4
0.000007,0.583186,0.020534,3
0.000025,0.580869,0.067628,9
0.002934,0.00486,0.998604,7
0.999407,0.152369,0.999645,8
0.000008,0.99983,0.927491,5
1,0.972078,0.388749,0
0.000001,0.27431,0.026725,3
1,0.055572,0.000036,0
0.000108,0.165156,0.999887,8
0.430865,0.997819,0.104799,4
0.000125,0.001269,0.961635,7
0.508975,0.99986,0.920119,6
0.999984,0.05449,0.999855,5
0.000164,0.007434,0.996356,2
0.000028,0.005415,0.000303,2
0.980106,0.982953,0.002204,4
0.932314,0.999864,0.998894,0
0.000002,0.49661,0.020798,3
1,0.983384,0.024796,0
0.012556,0.003792,0.99758,7
0.000002,0.586842,0.020881,3
0.000005,0.561381,0.007396,3
0.890447,0.476713,0.000038,4
0,0.850956,0.119079,5
0,0.99118,0.94804,5
0.000166,0.259274,0.274597,7
0.000178,0.001067,0.86284,7
0.115509,0.984125,0.424767,4
0,0.654679,0.389934,5
1,0.998986,0.503167,0
0.000019,0.925496,0.000176,9
0.00003,0.00151,0.000101,1
0.000002,0.996352,0.64073,5
0.000029,0.003387,0.999054,2
0.001507,0.999854,0.999916,6
0.000003,0.353567,0.04227,3
0.000027,0.000163,0.001086,1
0.000019,0.072097,0.999909,2
0,0.075392,0.022055,5
0.000072,0.902252,0.000364,9
0.000002,0.830371,0.001023,9
0.000494,0.045129,0.918326,8
0.008421,0.119359,0.999841,8
0.93401,0.962855,0.003204,4
0.001396,0.346373,0.955334,7
0.000032,0.996913,0.999884,6
0,0.979312,0.006104,9
0.999112,0.000597,0,0
0.061974,0.999775,0.980567,6
0.008112,0.999547,0.000281,9
0.012094,0.998799,0.000108,9
0.00476,0.000068,0.95816,7
0.139998,0.999985,0.999308,6
0.137232,0.999798,0.999882,0
0.000005,0.003243,0.998707,2
0.999996,0.961788,0.004493,0
0.000003,0.00075,0.987501,2
0,0.800608,0.306545,5
0.000048,0.995607,0.999866,6
0.000045,0.000599,0.960796,7
0.016789,0.999935,0.990423,6
0.999975,0.000132,0.996488,5
1,0.992132,0.098364,0
0.999999,0.975054,0.699816,0
1,0.089035,0.000051,0
0.000048,0.735445,0.681294,9
0.999986,0.021657,0.999613,5
0.000154,0.002965,0.99959,7
0.888171,0.999455,0.006818,4
0.000004,0.345366,0.002765,3
0.000058,0.006982,0.992148,2
0.00001,0.000129,0.759841,1
0.000043,0.00047,0.000298,1
0.999995,0.00008,0.994321,5
0.000019,0.000106,0.640163,2
0.000005,0.032504,0.004583,3
0.999999,0.997094,0.990326,8
0,0.996753,0.61705,5
0.000137,0.010538,0.000216,8
0.000242,0.004407,0.963924,7
0.999999,0.998906,0.464918,0
0.000527,0.000234,0.992318,7
0.999983,0.000673,0.992014,5
0.999767,0.001674,0.999717,5
0.999998,0.995234,0.596731,8
0.000033,0.001606,0.001375,1
0.607045,0.346047,0.000018,4
0.046746,0.999775,0.905403,4
0.003244,0.83692,0.995452,8
0.000008,0.00014,0.266188,2
0.000003,0.999472,0.885356,5
0.019702,0.000554,0.941244,7
0,0.007691,0.006131,1
0.297816,0.985633,0.002167,4
0.000237,0.002255,0.998934,2
0.999985,0.192307,0.994743,8
0.000018,0.000144,0.000112,1
0.000044,0.95268,0.90238,1
0.999873,0.001225,0.999619,5
0.000195,0.00864,0.999574,1
0.038051,0.008625,0.998644,7
0,0.000067,0.1894,1
0.994885,0.999773,0.998282,0
0.000082,0.004299,0.999187,2
0.003678,0.020487,0.999459,8
0.000261,0.016829,0.99811,1
0.999996,0.000311,0.99935,5
0.000022,0.000494,0.998391,7
0.586161,0.847942,0.000802,4
0.999999,0.005672,0.999161,5
0.731012,0.999937,0.987689,6
0.000028,0.004787,0.996944,2
0.000001,0.830434,0.096096,3
0.000063,0.000113,0.977467,7
0.941698,0.996401,0.999949,8
0.014466,0.033048,0.963813,8
0.999898,0.999475,0.987233,0
0.32309,0.930011,0.283031,4
0.999996,0.000706,0.997648,5
0.00933,0.000326,0.989757,7
0.000227,0.002122,0.983267,7
0.002543,0.999523,0.994092,6
0.999998,0.998453,0.748949,0
0.167374,0.98967,0.608249,4
0.999909,0.999943,0.992137,0
0.999989,0.793794,0.943053,8
0.000083,0.03686,0.000251,7
0.000079,0.001295,0.659244,7
0.016946,0.975335,0.960299,4
0.000008,0.000025,0.008729,1
0.000008,0.000856,0.947774,2
0.999998,0.014434,0.996547,5
0.000012,0.046251,0.007182,1
0.000014,0.003195,0.994727,2
0.000024,0.000575,0.994637,2
0,0.648825,0.005377,9
0.151265,0.996837,0.003823,4
0.972209,0.404102,0.999834,8
0.000009,0.68799,0.010851,3
0.000024,0.961808,0.00131,9
0.000002,0.001263,0.989842,2
0.999985,0.404758,0.996054,8
1,0.922487,0.007964,0
0.000001,0.197148,0.011102,3
0.000008,0.714893,0.033239,3
0.000335,0.997984,0.999902,6
0.016545,0.999001,0.041012,4
0.212794,0.999088,0.227359,4
0.024077,0.999944,0.978917,6
0.999995,0.514674,0.480515,8
0.002444,0.999734,0.99752,6
0.000034,0.174031,0.999844,2
0.060117,0.048279,0.999446,8
0.999979,0.052259,0.999928,5
0.000805,0.026966,0.997416,2
0.000894,0.019424,0.998869,2
0.999962,0.00275,0.999767,5
0.002706,0.999979,0.999355,6
0.000003,0.940889,0.149227,3
0.999999,0.643963,0.001491,8
0.999969,0.853386,0.691744,8
0.988119,0.025782,0.999254,8
0.000005,0.963424,0.002299,9
0.001644,0.252216,0.999451,2
1,0.702903,0.000352,0
0.999112,0.99054,0.999953,8
0.000001,0.9038,0.010556,3
0.000025,0.995643,0.004778,9
0.801773,0.294772,0.995722,8
0.054667,0.997905,0.07019,4
0.99999,0.000431,0.977942,5
0.000088,0.000757,0.000032,1
0.999978,0.998031,0.982821,0
0.002886,0.997916,0.378247,4
1,0.996453,0.022585,0
0.000012,0.999416,0.634155,5
0.000006,0.842726,0.035498,3
0.045632,0.999856,0.999834,6
0.002195,0.995997,0.001732,9
0.222717,0.999507,0.01704,4
0.000018,0.002022,0.799443,2
0.713365,0.377849,0.999884,8
0.999946,0.998876,0.98829,0
0.999999,0.003429,0.998309,5
0.116224,0.995511,0.000137,4
0.000399,0.999855,0.999463,6
0.000003,0.00221,0.197122,8
0.000321,0.00984,0.00002,1
0.987824,0.517592,0.00014,4
0.000041,0.005784,0.999453,1
0.000605,0.001836,0.000014,1
0,0.02184,0.402201,1
0.000237,0.509547,0.000435,9
0.999451,0.665206,0.999542,8
0.999999,0.002295,0.996662,5
0.000008,0.450679,0.007309,3
0.000168,0.005306,0.999461,2
0.000031,0.65798,0.053219,3
0.000012,0.009486,0.998646,2
0.115286,0.039668,0.999832,7
1,0.993218,0.061915,8
0.898545,0.982422,0.004051,4
0.000006,0.944884,0.002069,9
0.000001,0.002478,0.103147,8
1,0.003996,0.000008,0
0.000013,0.819204,0.019067,3
0.999999,0.12267,0.999542,5
0.079708,0.185107,0.997107,8
0.000108,0.001506,0.00012,1
0.000012,0.048242,0.030502,7
0.999999,0.001368,0,0
0.000005,0.224001,0.050904,3
1,0.00129,0.993209,5
0.000004,0.726341,0.018444,3
0.00043,0.006054,0.9363,7
0.000001,0.99423,0.705941,5
0.000692,0.99996,0.997922,6
0.000009,0.999915,0.02352,9
0.999998,0.02524,0.000039,0
0,0.980436,0.256341,5
0.000001,0.757353,0.034855,3
0.000004,0.980325,0.015569,9
0.000003,0.817155,0.022638,3
0,0.654898,0.366857,5
0.000102,0.001711,0.863276,7
0.000001,0.227185,0.024875,3
0.000013,0.000442,0.988704,2
0.000018,0.997305,0.00405,9
0.00308,0.001151,0.000002,1
0.001482,0.992277,0.003359,4
0.000501,0.998514,0.999707,6
0.001461,0.006089,0.98219,7
0.025899,0.004405,0.000001,1
0.000001,0.986673,0.093263,3
0.000382,0.087464,0.032823,7
0.058497,0.914573,0.000171,4
0.000026,0.999295,0.999811,6
0.006801,0.999965,0.999471,6
0.625747,0.701549,0.000109,4
0.063366,0.999928,0.990454,6
0.000039,0.015133,0.986112,2
0.000013,0.000278,0.983252,2
0.00012,0.009589,0.000072,7
0.000063,0.951471,0.98792,1
0.000001,0.998176,0.434144,5
0.000001,0.799249,0.040395,3
0.000003,0.324054,0.002443,3
0.976796,0.999908,0.980603,6
0.000107,0.000394,0.000089,1
0.000002,0.821517,0.539062,1
0.00119,0.824356,0.000237,9
0.000005,0.000093,0.894721,2
0.000001,0.01013,0.99671,1
1,0.45444,0.000648,0
0.000011,0.974957,0.003187,9
0.999999,0.000264,0.000001,0
0.999915,0.938436,0.981991,8
0.031034,0.999955,0.994582,6
0.129106,0.591525,0.999473,8
0.000006,0.082256,0.010464,3
0.000745,0.065416,0.999267,2
0.999999,0.000746,0.997446,5
0.000001,0.000326,0.006127,1
0.004653,0.054377,0.999905,2
0.000013,0.005649,0.998964,1
0.001082,0.999114,0.174179,9
0.000756,0.428207,0.0167,9
1,0.116628,0.000476,0
0.000001,0.921578,0.432023,3
0.999978,0.82745,0.274759,8
0.999983,0.000001,0,9
0,0.897879,0.0196,5
0.000141,0.01516,0.00006,7
0.999731,0.999777,0.999691,0
0.000005,0.00454,0.995563,2
0.001669,0.001542,0.000011,1
0.004719,0.999944,0.99964,6
0.001216,0.153616,0.799566,8
0.000037,0.777746,0.035252,3
0.956958,0.197154,0.999984,8
0.000043,0.573414,0.038207,3
1,0.002747,0.000001,0
0.648344,0.365857,0.999987,8
0.000004,0.596364,0.022617,3
1,0.284126,0.000264,0
0.000046,0.00144,0.956322,7
0.000001,0.996082,0.120768,5
0.999999,0.026515,0.998692,5
0.000034,0.000808,0.927453,2
0.000006,0.000129,0.87713,2
0.010758,0.014391,0.999938,7
0.999997,0.302063,0.956937,8
0.000165,0.999176,0.190327,9
0,0.3006,0.22901,3
0.999999,0.975234,0.001514,0
0.000006,0.328999,0.004819,3
0.004757,0.000233,0.000005,1
0.999961,0.114501,0.999813,5
0.000013,0.002487,0.995335,2
0.000948,0.065343,0.442777,8
0.024467,0.999983,0.999261,6
0.023192,0.999815,0.999902,6
0.180363,0.995392,0.964012,4
0.005615,0.999908,0.999524,6
0.000019,0.002035,0.9965,2
1,0.99591,0.141985,0
0.000001,0.110218,0.012653,3
0.000783,0.306661,0.50333,8
0.000003,0.00006,0.001494,1
0.00135,0.000507,0.960165,7
0.021501,0.999942,0.999576,6
0.000026,0.035219,0.999781,2
0.001546,0.663008,0.975222,4
1,0.112666,0.995493,5
0.000009,0.000977,0.979377,2
0.989403,0.020277,0.990472,8
0.008673,0.000148,0.000002,1
0.999986,0.013943,0.9988,5
0,0.960451,0.100242,5
0.999996,0.020568,0.999694,5
0.000096,0.001721,0.824176,7
0,0.00096,0.952635,1
0.000029,0.02731,0.999745,1
0.000001,0.127636,0.023968,3
0.00032,0.962787,0.011224,9
0.000115,0.084194,0.999317,2
0.000006,0.94549,0.04018,3
0.000003,0.000755,0.991442,7
0.319904,0.029133,0.999557,8
1,0.994713,0.593813,0
0.999984,0.999598,0.994163,8
0.000014,0.001728,0.001774,1
0,0.973485,0.054501,5
0.999996,0.000832,0.999426,5
0.000002,0.004083,0.993994,2
0.000202,0.999972,0.999717,6
0.000051,0.001114,0.994325,2
0.99988,0.985314,0.99826,8
0.000002,0.950039,0.217238,3
0.000513,0.999803,0.998552,6
0.00002,0.000653,0.987537,2
0.999958,0.934331,0.967943,8
0.000095,0.99921,0.001233,9
0.88642,0.974749,0.080151,4
0.000045,0.002459,0.000033,1
0.001344,0.000946,0.990809,7
0.000024,0.005641,0.995175,2
1,0.955276,0.001122,0
0.999992,0.999275,0.977414,0
0.003537,0.999774,0.999923,6
0.221218,0.332352,0.999617,8
0.000037,0.999838,0.048911,9
0.004062,0.000187,0.000002,1
0.000002,0.998337,0.474917,5
1,0.023887,0.998359,5
0.011132,0.27484,0.99688,8
0.000841,0.085267,0.999517,2
0.999997,0.777178,0.010912,8
0.000004,0.000196,0.000605,1
0.000059,0.00091,0.000391,8
0.000001,0.112434,0.033904,1
0.99975,0.999276,0.952369,0
0.039576,0.999832,0.986693,6
0.00872,0.999328,0.916681,4
0.000009,0.904341,0.027311,3
0.000005,0.99967,0.833738,5
0.020648,0.012875,0.99295,7
0.310323,0.999939,0.994562,6
0.000477,0.00124,0.997564,7
0.000034,0.00093,0.00011,1
0.000051,0.000271,0.000049,1
0,0.895656,0.132327,3
0.002558,0.379408,0.700853,7
0.000001,0.941205,0.068785,3
0.00001,0.459878,0.010789,3
0.000009,0.013224,0.995982,2
0.000008,0.994656,0.015143,9
0.0053,0.999948,0.996636,6
0.999984,0.000131,0.997032,5
0.000016,0.00114,0.000237,8
0.999989,0.816106,0.99567,8
1,0.998803,0.274466,0
0.000026,0.999864,0.820056,5
0.010024,0.000842,0.000001,1
0.999953,0.041038,0.999934,5
0.999996,0.9424,0.989709,8
0.000003,0.000281,0.962812,2
0.012512,0.999871,0.99492,6
0.000056,0.031302,0.999576,1
0.000048,0.608597,0.999924,2
0.124117,0.999141,0.999975,0
0.000039,0.002038,0.997732,2
0.000001,0.276206,0.008148,3
0.000002,0.850286,0.015564,3
0.002076,0.057571,0.994598,1
