@relation 'vehicle-weka.filters.unsupervised.attribute.RandomProjection-N15-R42-DSparse1-weka.filters.unsupervised.instance.Resample-S1-Z20.0-no-replacement-weka.filters.AllFilter-weka.filters.MultiFilter-Fweka.filters.unsupervised.attribute.RandomProjection -N 15 -R 42 -D Sparse1-Fweka.filters.unsupervised.instance.Resample -S 1 -Z 20.0 -no-replacement-Fweka.filters.AllFilter'

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute Class {opel,saab,bus,van}

@data
827.920286,311.769145,271.931977,-103.923048,-24.248711,-1042.694586,135.099963,-355.070416,-1208.971464,98.726896,91.798693,278.86018,107.38715,-60.621778,-691.088272,saab
800.207473,232.094808,266.735824,-25.980762,-91.798693,-980.340757,133.367912,-270.199926,-911.058725,86.60254,-117.779455,259.807621,79.674337,-112.583302,-549.060106,van
801.939524,237.290961,268.467875,-60.621778,-62.353829,-950.895893,124.707658,-275.396078,-907.594623,91.798693,-88.334591,240.755062,116.047404,-102.190998,-554.256258,opel
713.604933,285.788383,271.931977,-45.033321,10.392305,-942.235639,126.439709,-311.769145,-1108.512517,88.334591,62.353829,320.429399,140.296115,-57.157677,-703.212628,bus
852.168997,232.094808,247.683265,-50.229473,-71.014083,-1044.426637,143.760217,-294.448637,-1292.109902,116.047404,150.68842,287.520434,74.478185,-155.884573,-607.949833,opel
876.417709,365.46272,297.912739,-112.583302,43.30127,-1158.74199,138.564065,-419.156295,-1813.457196,159.348674,568.112665,313.501196,173.205081,-72.746134,-838.312591,saab
711.872882,242.487113,275.396078,-58.889727,-24.248711,-900.66642,131.635861,-296.180688,-1008.05357,77.942286,-3.464102,304.840942,114.315353,-81.406388,-597.557529,opel
829.652337,259.807621,261.539672,-57.157677,-41.569219,-1046.158688,150.68842,-315.233247,-1226.291972,102.190998,69.282032,294.448637,90.066642,-124.707658,-633.930596,bus
717.069034,287.520434,287.520434,-67.549981,-3.464102,-945.699741,128.17176,-337.749907,-1132.761228,88.334591,84.87049,316.965298,140.296115,-60.621778,-680.695967,bus
898.934369,287.520434,280.592231,-58.889727,-13.856406,-1137.957381,140.296115,-334.285806,-1382.176544,121.243557,173.205081,278.86018,91.798693,-116.047404,-689.356221,saab
911.058725,193.98969,268.467875,-6.928203,-64.08588,-1124.100974,143.760217,-265.003774,-1460.118831,133.367912,265.003774,285.788383,76.210236,-214.7743,-573.308817,opel
917.986928,384.515279,252.879418,-126.439709,12.124356,-1189.918905,157.616623,-413.960143,-1621.199556,131.635861,325.625552,296.180688,84.87049,-38.105118,-845.240794,saab
711.872882,315.233247,287.520434,-79.674337,29.444864,-942.235639,119.511506,-348.142212,-1108.512517,96.994845,72.746134,316.965298,161.080725,-31.176915,-734.389542,bus
777.690813,213.042249,237.290961,1.732051,-62.353829,-961.288198,128.17176,-239.023011,-1073.871501,105.655099,25.980762,296.180688,93.530744,-150.68842,-599.289579,opel
782.886965,206.114046,237.290961,5.196152,-45.033321,-963.020249,133.367912,-235.55891,-1080.799704,100.458947,22.51666,285.788383,110.851252,-154.152522,-601.02163,van
947.431792,304.840942,275.396078,-43.30127,-3.464102,-1229.756073,147.224319,-344.678111,-1723.390554,147.224319,415.692194,303.108891,84.87049,-136.832014,-755.174152,opel
883.345912,296.180688,299.64479,-43.30127,5.196152,-1165.670193,135.099963,-358.534517,-1797.868738,164.544827,568.112665,311.769145,145.492268,-140.296115,-739.585695,opel
957.824097,413.960143,277.128129,-135.099963,67.549981,-1267.861191,161.080725,-455.529362,-2014.375089,159.348674,625.270342,310.037095,131.635861,-46.765372,-905.862572,opel
734.389542,282.324282,268.467875,-50.229473,13.856406,-952.627944,129.903811,-315.233247,-1120.636872,93.530744,62.353829,306.572993,145.492268,-64.08588,-698.016475,bus
803.671575,285.788383,251.147367,-48.497423,-38.105118,-1016.713824,142.028166,-316.965298,-1085.995856,102.190998,-13.856406,273.664028,100.458947,-76.210236,-668.571612,van
796.743371,245.951215,296.180688,-77.942286,-31.176915,-990.733062,126.439709,-320.429399,-1163.938143,122.975607,98.726896,284.056332,117.779455,-124.707658,-609.681884,saab
956.092046,356.802466,277.128129,-74.478185,46.765372,-1274.789394,166.276878,-401.835787,-2016.10714,150.68842,613.145986,320.429399,103.923048,-100.458947,-848.704896,saab
732.657492,289.252485,316.965298,-17.320508,29.444864,-1006.321519,126.439709,-332.553755,-1169.134295,110.851252,95.262794,297.912739,155.884573,-64.08588,-682.428018,van
942.235639,351.606314,322.16145,-110.851252,34.641016,-1255.736835,159.348674,-439.940905,-1950.289209,147.224319,580.237021,320.429399,105.655099,-100.458947,-781.154914,opel
789.815168,230.362757,266.735824,-27.712813,-15.588457,-975.144605,145.492268,-334.285806,-1158.74199,119.511506,71.014083,261.539672,112.583302,-105.655099,-637.394697,bus
801.939524,251.147367,280.592231,-36.373067,-50.229473,-1006.321519,136.832014,-299.64479,-1008.05357,93.530744,-77.942286,282.324282,83.138439,-109.119201,-609.681884,van
933.575385,303.108891,310.037095,-91.798693,31.176915,-1195.115057,142.028166,-379.319127,-1825.581551,157.616623,536.93575,306.572993,145.492268,-152.420471,-744.781847,saab
800.207473,297.912739,258.07557,-67.549981,1.732051,-1025.374078,135.099963,-318.697349,-1215.899667,109.119201,100.458947,289.252485,119.511506,-74.478185,-706.676729,saab
937.039487,330.821704,292.716586,-95.262794,5.196152,-1212.435565,148.956369,-393.175533,-1732.050808,150.68842,426.084499,310.037095,103.923048,-121.243557,-763.834406,saab
872.953607,254.611469,285.788383,-17.320508,-5.196152,-1117.172771,150.68842,-310.037095,-1299.038106,135.099963,76.210236,287.520434,102.190998,-164.544827,-632.198545,van
921.45103,223.434554,258.07557,-12.124356,-27.712813,-1148.349685,147.224319,-278.86018,-1600.414946,145.492268,356.802466,296.180688,102.190998,-211.310199,-644.3229,opel
779.422863,301.376841,249.415316,-65.817931,-12.124356,-1004.589468,143.760217,-323.893501,-1153.545838,95.262794,46.765372,289.252485,116.047404,-62.353829,-698.016475,bus
876.417709,254.611469,261.539672,-65.817931,-48.497423,-1091.192009,145.492268,-325.625552,-1484.367542,131.635861,296.180688,297.912739,84.87049,-148.956369,-654.715205,saab
949.163843,204.381995,216.506351,29.444864,24.248711,-1115.44072,200.917894,-379.319127,-1361.391935,187.061487,-6.928203,258.07557,36.373067,-180.133284,-739.585695,van
727.461339,290.984536,290.984536,-60.621778,3.464102,-961.288198,126.439709,-339.481958,-1129.297127,102.190998,83.138439,303.108891,143.760217,-55.425626,-691.088272,bus
732.657492,292.716586,299.64479,-74.478185,17.320508,-957.824097,124.707658,-341.214009,-1117.172771,96.994845,81.406388,287.520434,150.68842,-43.30127,-680.695967,bus
909.326674,389.711432,297.912739,-143.760217,62.353829,-1212.435565,148.956369,-434.744753,-2076.728918,136.832014,758.638254,330.821704,162.812776,-51.961524,-895.470268,bus
935.307436,303.108891,301.376841,-72.746134,8.660254,-1221.095819,152.420471,-375.855025,-1879.275126,157.616623,549.060106,325.625552,107.38715,-159.348674,-741.317746,saab
822.724134,242.487113,254.611469,-27.712813,-27.712813,-1023.642027,143.760217,-285.788383,-1160.474041,119.511506,32.908965,280.592231,107.38715,-143.760217,-627.002392,van
924.915131,353.338365,292.716586,-98.726896,58.889727,-1219.363769,154.152522,-405.299889,-1979.734073,152.420471,642.59085,320.429399,161.080725,-105.655099,-824.456184,saab
860.829251,372.390924,261.539672,-110.851252,-1.732051,-1134.493279,145.492268,-400.103737,-1494.759847,119.511506,277.128129,299.64479,91.798693,-24.248711,-820.992083,saab
867.757455,239.023011,289.252485,-84.87049,-36.373067,-1079.067653,140.296115,-329.089653,-1494.759847,131.635861,336.017857,285.788383,105.655099,-154.152522,-633.930596,opel
699.748526,244.219164,278.86018,-64.08588,-24.248711,-867.757455,124.707658,-289.252485,-892.006166,64.08588,-81.406388,297.912739,126.439709,-71.014083,-592.361376,van
928.379233,353.338365,280.592231,-98.726896,55.425626,-1208.971464,148.956369,-394.907584,-1946.825108,148.956369,614.878037,323.893501,155.884573,-109.119201,-843.508743,saab
924.915131,346.410162,284.056332,-96.994845,34.641016,-1202.04326,145.492268,-400.103737,-1920.844346,159.348674,623.538291,306.572993,150.68842,-105.655099,-810.599778,saab
744.781847,237.290961,280.592231,-31.176915,-29.444864,-931.843334,121.243557,-268.467875,-952.627944,95.262794,-53.693575,285.788383,119.511506,-109.119201,-587.165224,van
734.389542,310.037095,275.396078,-79.674337,13.856406,-959.556147,126.439709,-341.214009,-1115.44072,100.458947,72.746134,294.448637,157.616623,-39.837169,-715.336984,bus
917.986928,336.017857,271.931977,-117.779455,-8.660254,-1176.062498,159.348674,-393.175533,-1557.113676,121.243557,277.128129,294.448637,84.87049,-81.406388,-729.19339,bus
744.781847,266.735824,308.305044,-64.08588,-1.732051,-952.627944,121.243557,-323.893501,-1025.374078,95.262794,-20.78461,306.572993,126.439709,-84.87049,-632.198545,van
937.039487,348.142212,301.376841,-65.817931,81.406388,-1247.076581,148.956369,-387.979381,-1998.786632,157.616623,654.715205,308.305044,164.544827,-105.655099,-852.168997,opel
836.58054,200.917894,254.611469,20.78461,-79.674337,-1039.230485,138.564065,-239.023011,-1089.459958,114.315353,-10.392305,273.664028,81.406388,-176.669182,-552.524208,van
860.829251,270.199926,271.931977,-41.569219,-39.837169,-1079.067653,140.296115,-315.233247,-1160.474041,129.903811,12.124356,273.664028,102.190998,-129.903811,-637.394697,van
860.829251,237.290961,219.970453,-22.51666,-46.765372,-1065.211247,157.616623,-273.664028,-1312.894512,110.851252,114.315353,296.180688,81.406388,-166.276878,-633.930596,bus
798.475422,285.788383,292.716586,-32.908965,17.320508,-1053.086891,143.760217,-339.481958,-1247.076581,119.511506,95.262794,287.520434,135.099963,-93.530744,-675.499815,van
817.527981,265.003774,261.539672,-27.712813,-79.674337,-1028.83818,138.564065,-296.180688,-1013.249722,93.530744,-67.549981,273.664028,76.210236,-91.798693,-613.145986,van
881.613861,325.625552,265.003774,-88.334591,0,-1120.636872,138.564065,-353.338365,-1413.353459,121.243557,226.898656,278.86018,117.779455,-72.746134,-756.906203,opel
909.326674,284.056332,266.735824,-98.726896,-12.124356,-1125.833025,147.224319,-351.606314,-1596.950845,147.224319,370.658873,287.520434,114.315353,-140.296115,-703.212628,saab
845.240794,294.448637,235.55891,-65.817931,-39.837169,-1063.479196,152.420471,-320.429399,-1231.488124,90.066642,67.549981,285.788383,95.262794,-86.60254,-682.428018,bus
853.901048,330.821704,349.874263,-98.726896,74.478185,-1155.277889,133.367912,-412.228092,-1820.385399,148.956369,590.629325,311.769145,199.185843,-93.530744,-770.762609,opel
829.652337,336.017857,306.572993,-112.583302,19.052559,-1117.172771,135.099963,-389.711432,-1848.098212,119.511506,642.59085,348.142212,171.47303,-84.87049,-808.867727,bus
846.972845,277.128129,306.572993,-53.693575,5.196152,-1094.65611,143.760217,-351.606314,-1290.377852,143.760217,98.726896,289.252485,122.975607,-136.832014,-651.251104,van
935.307436,320.429399,268.467875,-67.549981,-10.392305,-1208.971464,150.68842,-367.194771,-1652.37647,145.492268,349.874263,308.305044,76.210236,-121.243557,-758.638254,saab
857.36515,204.381995,254.611469,19.052559,-71.014083,-1063.479196,145.492268,-244.219164,-1132.761228,117.779455,-15.588457,282.324282,77.942286,-192.25764,-557.72036,van
859.097201,256.34352,247.683265,-57.157677,-32.908965,-1044.426637,150.68842,-306.572993,-1177.794549,126.439709,20.78461,268.467875,103.923048,-143.760217,-627.002392,van
852.168997,296.180688,254.611469,-81.406388,-46.765372,-1065.211247,147.224319,-330.821704,-1167.402244,96.994845,12.124356,278.86018,84.87049,-90.066642,-658.179307,bus
819.260032,285.788383,282.324282,-84.87049,12.124356,-1034.034332,135.099963,-334.285806,-1224.559921,112.583302,102.190998,275.396078,129.903811,-88.334591,-684.160069,opel
817.527981,232.094808,252.879418,3.464102,-43.30127,-1035.766383,145.492268,-271.931977,-1170.866346,116.047404,32.908965,292.716586,86.60254,-152.420471,-618.342138,van
943.96769,396.639635,265.003774,-131.635861,36.373067,-1228.024023,154.152522,-434.744753,-1884.471279,155.884573,542.131903,316.965298,121.243557,-62.353829,-892.006166,saab
845.240794,249.415316,263.271723,-50.229473,-55.425626,-1060.015094,150.68842,-308.305044,-1241.880429,105.655099,83.138439,289.252485,81.406388,-135.099963,-614.878037,bus
954.359995,316.965298,282.324282,-74.478185,22.51666,-1212.435565,142.028166,-361.998619,-1662.768775,162.812776,377.587076,280.592231,124.707658,-131.635861,-760.370305,saab
767.298508,239.023011,289.252485,-67.549981,-27.712813,-956.092046,126.439709,-306.572993,-1120.636872,109.119201,83.138439,285.788383,131.635861,-119.511506,-601.02163,saab
862.561302,297.912739,240.755062,-71.014083,-24.248711,-1080.799704,152.420471,-323.893501,-1243.61248,110.851252,62.353829,277.128129,103.923048,-98.726896,-689.356221,bus
763.834406,306.572993,265.003774,-67.549981,-6.928203,-1001.125367,135.099963,-332.553755,-1160.474041,95.262794,83.138439,285.788383,129.903811,-46.765372,-704.944679,bus
739.585695,285.788383,289.252485,-76.210236,15.588457,-954.359995,129.903811,-337.749907,-1118.904822,91.798693,67.549981,292.716586,150.68842,-55.425626,-675.499815,bus
827.920286,235.55891,249.415316,-34.641016,-50.229473,-1030.570231,147.224319,-282.324282,-1205.507362,100.458947,76.210236,284.056332,91.798693,-140.296115,-601.02163,bus
739.585695,285.788383,282.324282,-60.621778,20.78461,-964.7523,129.903811,-322.16145,-1124.100974,98.726896,51.961524,310.037095,145.492268,-71.014083,-684.160069,bus
942.235639,323.893501,316.965298,-53.693575,38.105118,-1264.39709,154.152522,-396.639635,-2029.963546,162.812776,670.303663,316.965298,117.779455,-129.903811,-769.030559,opel
895.470268,211.310199,265.003774,-19.052559,-50.229473,-1103.316364,145.492268,-275.396078,-1392.568849,121.243557,199.185843,282.324282,81.406388,-193.98969,-585.433173,saab
930.111284,348.142212,289.252485,-65.817931,53.693575,-1238.416327,152.420471,-391.443483,-1979.734073,154.152522,628.734443,325.625552,135.099963,-109.119201,-838.312591,saab
841.776692,200.917894,304.840942,-46.765372,-64.08588,-1039.230485,140.296115,-301.376841,-1250.540683,103.923048,129.903811,284.056332,90.066642,-176.669182,-530.007547,saab
917.986928,301.376841,313.501196,-69.282032,22.51666,-1203.775311,140.296115,-372.390924,-1865.41872,162.812776,592.361376,303.108891,143.760217,-143.760217,-734.389542,opel
739.585695,256.34352,258.07557,-51.961524,-43.30127,-907.594623,126.439709,-273.664028,-892.006166,77.942286,-109.119201,290.984536,110.851252,-83.138439,-607.949833,van
788.083117,303.108891,304.840942,-39.837169,27.712813,-1051.35484,128.17176,-349.874263,-1226.291972,135.099963,96.994845,299.64479,138.564065,-84.87049,-717.069034,van
841.776692,315.233247,275.396078,-84.87049,3.464102,-1087.727907,140.296115,-360.266568,-1349.267579,122.975607,176.669182,287.520434,109.119201,-74.478185,-729.19339,saab
917.986928,351.606314,339.481958,-110.851252,62.353829,-1219.363769,142.028166,-429.5486,-1945.093057,164.544827,640.858799,311.769145,173.205081,-103.923048,-805.403626,saab
796.743371,287.520434,271.931977,-69.282032,-0,-1030.570231,150.68842,-341.214009,-1228.024023,105.655099,72.746134,297.912739,109.119201,-86.60254,-689.356221,bus
905.862572,334.285806,301.376841,-71.014083,62.353829,-1203.775311,143.760217,-379.319127,-1971.073819,148.956369,687.624171,303.108891,178.401233,-100.458947,-808.867727,opel
826.188235,289.252485,268.467875,-76.210236,-38.105118,-1042.694586,142.028166,-329.089653,-1127.565076,100.458947,5.196152,273.664028,96.994845,-86.60254,-647.787002,bus
890.274115,230.362757,265.003774,-83.138439,-62.353829,-1072.13945,145.492268,-304.840942,-1347.535528,122.975607,183.597386,278.86018,84.87049,-173.205081,-590.629325,saab
722.265187,226.898656,316.965298,-29.444864,-12.124356,-917.986928,114.315353,-289.252485,-957.824097,93.530744,-46.765372,310.037095,135.099963,-119.511506,-590.629325,van
784.619016,306.572993,316.965298,-31.176915,45.033321,-1063.479196,133.367912,-351.606314,-1207.239413,128.17176,51.961524,304.840942,138.564065,-83.138439,-708.40878,van
720.533136,259.807621,277.128129,-53.693575,6.928203,-904.130522,122.975607,-294.448637,-961.288198,83.138439,-39.837169,287.520434,140.296115,-65.817931,-627.002392,van
762.102355,200.917894,296.180688,-41.569219,-69.282032,-930.111284,128.17176,-277.128129,-954.359995,105.655099,-57.157677,282.324282,102.190998,-155.884573,-500.562683,opel
682.428018,204.381995,251.147367,-17.320508,-48.497423,-833.116438,128.17176,-226.898656,-838.312591,48.497423,-112.583302,306.572993,112.583302,-100.458947,-545.596004,opel
883.345912,360.266568,339.481958,-138.564065,55.425626,-1174.330448,135.099963,-443.405007,-1922.576396,164.544827,672.035713,316.965298,190.525589,-84.87049,-820.992083,opel
717.069034,249.415316,273.664028,-19.052559,-3.464102,-914.522826,119.511506,-270.199926,-971.680503,79.674337,-53.693575,325.625552,126.439709,-95.262794,-644.3229,van
782.886965,296.180688,254.611469,-55.425626,-19.052559,-1016.713824,145.492268,-322.16145,-1150.081736,91.798693,32.908965,290.984536,100.458947,-65.817931,-685.89212,bus
840.044642,313.501196,284.056332,-105.655099,-25.980762,-1066.943297,136.832014,-363.73067,-1269.593242,103.923048,140.296115,277.128129,112.583302,-64.08588,-692.820323,opel
775.958762,306.572993,261.539672,-67.549981,-1.732051,-1006.321519,135.099963,-327.357603,-1151.813787,103.923048,67.549981,282.324282,135.099963,-55.425626,-703.212628,bus
843.508743,237.290961,256.34352,-39.837169,-50.229473,-1051.35484,148.956369,-290.984536,-1224.559921,110.851252,67.549981,289.252485,84.87049,-155.884573,-597.557529,bus
872.953607,259.807621,268.467875,-51.961524,-43.30127,-1084.263806,135.099963,-303.108891,-1240.148378,105.655099,116.047404,254.611469,96.994845,-109.119201,-632.198545,saab
935.307436,266.735824,320.429399,-58.889727,-20.78461,-1203.775311,142.028166,-361.998619,-1742.443112,168.008928,476.313972,294.448637,98.726896,-174.937132,-652.983154,saab
829.652337,280.592231,266.735824,-46.765372,-31.176915,-1063.479196,148.956369,-330.821704,-1170.866346,119.511506,6.928203,284.056332,81.406388,-105.655099,-658.179307,van
838.312591,263.271723,237.290961,-27.712813,-58.889727,-1058.283043,147.224319,-287.520434,-1188.186854,93.530744,48.497423,287.520434,79.674337,-110.851252,-651.251104,bus
897.202318,365.46272,282.324282,-69.282032,55.425626,-1219.363769,155.884573,-401.835787,-1924.308447,148.956369,583.701122,330.821704,138.564065,-84.87049,-855.633099,saab
942.235639,290.984536,292.716586,-71.014083,-15.588457,-1214.167616,150.68842,-368.926822,-1796.136687,159.348674,488.438328,310.037095,88.334591,-161.080725,-706.676729,saab
748.245949,315.233247,285.788383,-95.262794,22.51666,-978.608706,131.635861,-355.070416,-1151.813787,103.923048,76.210236,297.912739,159.348674,-48.497423,-710.140831,bus
770.762609,242.487113,284.056332,-76.210236,-34.641016,-933.575385,131.635861,-294.448637,-952.627944,86.60254,-79.674337,278.86018,116.047404,-110.851252,-557.72036,saab
890.274115,247.683265,270.199926,-55.425626,-38.105118,-1111.976618,143.760217,-315.233247,-1505.152152,135.099963,303.108891,292.716586,86.60254,-162.812776,-640.858799,opel
933.575385,360.266568,285.788383,-67.549981,64.08588,-1259.200937,162.812776,-403.567838,-2005.714835,154.152522,621.80624,323.893501,131.635861,-98.726896,-852.168997,opel
1011.517672,360.266568,308.305044,-157.616623,43.30127,-1273.057344,154.152522,-445.137058,-1948.557159,169.740979,559.452411,301.376841,121.243557,-124.707658,-805.403626,saab
739.585695,261.539672,277.128129,-86.60254,-6.928203,-923.18308,128.17176,-320.429399,-1103.316364,88.334591,84.87049,287.520434,140.296115,-69.282032,-640.858799,saab
909.326674,346.410162,304.840942,-43.30127,64.08588,-1238.416327,150.68842,-396.639635,-1990.126378,154.152522,659.911358,311.769145,138.564065,-84.87049,-833.116438,opel
710.140831,230.362757,275.396078,-45.033321,-24.248711,-878.149759,128.17176,-265.003774,-886.810013,67.549981,-119.511506,316.965298,119.511506,-107.38715,-571.576766,van
833.116438,254.611469,244.219164,-45.033321,-29.444864,-1039.230485,138.564065,-294.448637,-1309.430411,122.975607,171.47303,294.448637,102.190998,-136.832014,-673.767764,saab
846.972845,294.448637,270.199926,-57.157677,-24.248711,-1096.388161,145.492268,-339.481958,-1340.607325,116.047404,157.616623,292.716586,90.066642,-98.726896,-689.356221,opel
810.599778,285.788383,263.271723,-38.105118,-22.51666,-1049.622789,143.760217,-323.893501,-1184.722752,121.243557,46.765372,285.788383,100.458947,-95.262794,-677.231866,van
741.317746,292.716586,296.180688,-71.014083,5.196152,-978.608706,129.903811,-344.678111,-1150.081736,102.190998,93.530744,290.984536,142.028166,-53.693575,-677.231866,bus
789.815168,330.821704,275.396078,-64.08588,6.928203,-1047.890739,136.832014,-361.998619,-1184.722752,122.975607,46.765372,299.64479,117.779455,-53.693575,-743.049796,van
720.533136,232.094808,270.199926,-57.157677,-31.176915,-878.149759,129.903811,-271.931977,-890.274115,69.282032,-112.583302,304.840942,117.779455,-103.923048,-569.844716,van
775.958762,271.931977,259.807621,-83.138439,-34.641016,-949.163843,124.707658,-299.64479,-1018.445875,96.994845,10.392305,258.07557,135.099963,-76.210236,-627.002392,opel
943.96769,355.070416,266.735824,-105.655099,8.660254,-1214.167616,154.152522,-396.639635,-1661.036724,140.296115,353.338365,290.984536,81.406388,-74.478185,-808.867727,saab
876.417709,356.802466,285.788383,-86.60254,29.444864,-1169.134295,138.564065,-401.835787,-1861.954618,155.884573,602.753681,329.089653,154.152522,-84.87049,-843.508743,saab
937.039487,327.357603,284.056332,-71.014083,29.444864,-1240.148378,164.544827,-389.711432,-1969.341768,145.492268,597.557529,323.893501,103.923048,-124.707658,-793.27927,opel
791.547219,193.98969,277.128129,-43.30127,-107.38715,-942.235639,124.707658,-259.807621,-935.307436,95.262794,-67.549981,278.86018,81.406388,-161.080725,-498.830633,saab
907.594623,278.86018,342.94606,-67.549981,8.660254,-1198.579159,140.296115,-384.515279,-1877.543075,162.812776,599.289579,322.16145,133.367912,-169.740979,-692.820323,opel
689.356221,261.539672,284.056332,-32.908965,-5.196152,-895.470268,122.975607,-297.912739,-954.359995,76.210236,-53.693575,322.16145,122.975607,-65.817931,-627.002392,van
826.188235,252.879418,263.271723,-76.210236,-46.765372,-1014.981773,140.296115,-313.501196,-1196.847108,112.583302,81.406388,287.520434,96.994845,-129.903811,-620.074189,saab
928.379233,261.539672,261.539672,-34.641016,-5.196152,-1172.598397,143.760217,-304.840942,-1688.749537,150.68842,417.424245,306.572993,117.779455,-192.25764,-701.480577,saab
869.489505,313.501196,242.487113,-88.334591,-25.980762,-1106.780466,157.616623,-342.94606,-1375.248341,98.726896,150.68842,303.108891,90.066642,-93.530744,-704.944679,bus
696.284425,285.788383,292.716586,-69.282032,6.928203,-919.718979,121.243557,-330.821704,-1091.192009,81.406388,77.942286,316.965298,150.68842,-46.765372,-678.963917,bus
755.174152,270.199926,278.86018,-67.549981,-29.444864,-957.824097,128.17176,-315.233247,-1034.034332,93.530744,-6.928203,289.252485,110.851252,-79.674337,-621.80624,saab
930.111284,368.926822,266.735824,-116.047404,41.569219,-1217.631718,155.884573,-393.175533,-1913.916142,129.903811,580.237021,325.625552,133.367912,-79.674337,-853.901048,bus
892.006166,332.553755,256.34352,-71.014083,12.124356,-1172.598397,154.152522,-355.070416,-1635.055962,112.583302,356.802466,318.697349,107.38715,-86.60254,-788.083117,bus
800.207473,316.965298,247.683265,-67.549981,-15.588457,-1042.694586,147.224319,-337.749907,-1222.82787,100.458947,76.210236,296.180688,103.923048,-60.621778,-723.997238,bus
928.379233,336.017857,330.821704,-67.549981,72.746134,-1257.468886,152.420471,-407.03194,-2068.068664,161.080725,715.336984,311.769145,154.152522,-112.583302,-808.867727,opel
831.384388,265.003774,292.716586,-79.674337,-32.908965,-1058.283043,136.832014,-339.481958,-1423.745764,110.851252,280.592231,303.108891,112.583302,-124.707658,-649.519053,saab
923.18308,290.984536,258.07557,-86.60254,-13.856406,-1162.206092,159.348674,-361.998619,-1688.749537,148.956369,410.496041,290.984536,86.60254,-133.367912,-727.461339,opel
822.724134,287.520434,282.324282,-34.641016,13.856406,-1077.335602,145.492268,-344.678111,-1262.665039,135.099963,67.549981,301.376841,105.655099,-112.583302,-701.480577,van
706.676729,235.55891,268.467875,-45.033321,-34.641016,-886.810013,126.439709,-271.931977,-950.895893,69.282032,-34.641016,301.376841,121.243557,-90.066642,-581.969071,saab
788.083117,304.840942,301.376841,-57.157677,34.641016,-1040.962535,131.635861,-351.606314,-1226.291972,124.707658,98.726896,294.448637,152.420471,-79.674337,-711.872882,van
855.633099,387.979381,337.749907,-128.17176,86.60254,-1189.918905,136.832014,-450.33321,-2364.249352,148.956369,1080.799704,360.266568,226.898656,-55.425626,-938.771538,bus
767.298508,289.252485,289.252485,-58.889727,-19.052559,-1001.125367,131.635861,-337.749907,-1077.335602,96.994845,1.732051,289.252485,107.38715,-62.353829,-668.571612,van
