@relation vehicle-weka.filters.supervised.instance.Resample-B0.0-S1-Z20.0-no-replacement

@attribute COMPACTNESS numeric
@attribute CIRCULARITY numeric
@attribute 'DISTANCE CIRCULARITY' numeric
@attribute 'RADIUS RATIO' numeric
@attribute 'PR.AXIS ASPECT RATIO' numeric
@attribute 'MAX.LENGTH ASPECT RATIO' numeric
@attribute 'SCATTER RATIO' numeric
@attribute ELONGATEDNESS numeric
@attribute 'PR.AXIS RECTANGULARITY' numeric
@attribute 'MAX.LENGTH RECTANGULARITY' numeric
@attribute 'SCALED VARIANCE_MAJOR' numeric
@attribute 'SCALED VARIANCE_MINOR' numeric
@attribute 'SCALED RADIUS OF GYRATION' numeric
@attribute 'SKEWNESS ABOUT_MAJOR' numeric
@attribute 'SKEWNESS ABOUT_MINOR' numeric
@attribute 'KURTOSIS ABOUT_MAJOR' numeric
@attribute 'KURTOSIS ABOUT_MINOR' numeric
@attribute 'HOLLOWS RATIO' numeric
@attribute Class {opel,saab,bus,van}

@data
97,46,94,209,67,10,195,34,22,147,224,573,194,70,0,14,188,197,opel
99,55,101,206,62,13,222,30,25,180,225,722,213,71,2,3,186,196,opel
96,55,103,201,65,9,204,32,23,166,227,624,246,74,6,2,186,194,opel
98,55,108,168,53,11,224,30,25,178,231,737,217,73,8,30,187,198,opel
105,55,96,181,56,9,219,30,25,175,231,713,216,74,4,5,187,194,opel
84,38,66,138,62,6,126,54,18,132,144,232,139,70,4,7,185,190,opel
85,37,80,158,59,8,153,44,19,126,179,348,136,69,6,21,191,197,opel
93,35,78,162,60,8,150,45,19,125,172,331,137,67,2,33,191,198,opel
104,54,91,209,67,11,218,31,24,170,223,697,196,74,4,21,187,196,opel
78,36,60,116,56,6,123,55,17,124,141,221,121,78,3,16,178,185,opel
95,57,104,228,74,10,212,31,24,175,224,670,223,74,0,4,186,193,opel
86,44,77,155,60,7,152,44,19,141,174,345,161,72,9,0,187,192,opel
96,48,83,177,59,8,171,39,21,152,195,438,196,67,15,0,195,201,opel
101,52,105,162,53,10,212,31,24,163,226,669,204,74,12,11,186,194,opel
100,45,100,209,65,8,201,32,23,147,231,611,189,72,5,5,189,195,opel
80,39,60,122,56,6,139,49,18,131,151,281,142,80,0,5,179,186,opel
89,42,75,140,55,6,145,46,19,139,170,312,166,71,15,26,191,198,opel
91,35,66,159,59,7,147,45,19,131,169,322,123,64,1,1,197,203,opel
86,36,66,128,57,8,131,52,18,127,148,252,139,76,5,27,183,187,opel
86,39,84,149,57,8,156,43,20,133,185,358,157,74,0,23,183,190,opel
104,52,101,206,62,10,198,33,23,161,207,587,204,64,2,5,195,204,opel
95,47,81,176,59,7,168,39,20,152,196,425,185,67,4,4,191,198,saab
110,46,100,197,61,9,193,34,22,149,209,561,160,65,11,7,194,203,saab
104,55,100,201,66,10,214,31,24,173,224,680,221,74,1,1,185,194,saab
91,39,83,170,60,8,172,38,21,134,197,445,152,72,0,10,188,194,saab
90,36,74,171,60,8,157,42,19,128,177,367,123,61,6,21,197,204,saab
86,40,62,140,62,7,150,45,19,133,165,330,173,82,2,3,180,185,saab
106,48,107,202,61,10,207,32,24,153,227,635,200,70,5,28,190,203,saab
91,39,88,189,63,9,175,38,21,132,197,457,156,69,0,23,191,198,saab
89,43,77,147,54,8,144,46,19,146,163,308,174,64,13,5,194,201,saab
89,38,77,161,62,7,149,45,19,129,174,327,153,71,6,21,188,193,saab
79,38,55,120,55,5,142,48,19,128,153,295,145,81,4,2,180,183,saab
99,53,105,219,66,11,204,32,23,165,221,623,224,68,0,6,191,201,saab
104,53,101,199,65,11,213,31,24,168,216,667,221,72,12,12,187,198,saab
108,51,100,206,63,10,196,34,23,159,214,576,201,65,7,16,194,205,saab
88,37,63,130,58,5,125,54,18,130,141,230,145,74,14,20,184,188,saab
96,37,74,187,68,8,159,42,20,134,183,378,134,69,3,16,190,197,saab
87,37,60,132,57,6,128,52,18,129,154,243,132,71,1,14,186,192,saab
109,49,109,193,59,10,207,32,24,156,225,635,213,70,13,31,191,202,saab
85,33,40,115,57,3,112,61,17,119,130,184,127,86,12,21,181,183,saab
102,51,104,217,67,10,204,32,23,162,220,621,195,68,3,19,188,197,saab
107,54,108,228,68,12,218,31,25,170,223,700,224,67,13,25,190,204,saab
91,43,72,142,56,7,149,45,19,140,168,327,165,72,13,23,186,191,saab
97,44,95,202,66,9,188,35,22,144,216,526,175,72,15,11,190,197,saab
89,35,52,121,57,4,122,55,17,125,139,220,128,82,5,13,181,184,saab
86,36,78,146,58,7,135,50,18,124,155,270,148,66,0,25,190,195,saab
101,46,105,195,61,10,198,34,23,150,213,578,195,66,7,38,192,205,saab
88,42,77,151,58,8,140,47,18,142,165,293,158,64,10,11,198,205,saab
82,37,59,134,63,7,135,51,18,128,151,264,143,82,11,24,179,185,saab
109,52,104,199,60,12,215,31,24,162,220,691,212,67,11,7,189,199,saab
86,41,64,148,61,5,150,45,19,138,165,333,173,80,5,8,182,185,saab
92,36,78,165,57,8,153,43,19,128,169,349,124,60,4,19,203,211,saab
93,34,72,144,56,6,133,50,18,123,158,263,125,63,5,20,200,206,saab
93,47,88,200,66,7,173,38,21,151,197,452,205,66,0,3,195,202,saab
107,53,108,213,64,12,206,32,23,163,216,627,202,65,21,22,194,205,saab
100,52,104,189,59,10,208,32,24,163,220,642,197,70,1,22,187,198,saab
107,54,98,210,66,11,218,31,24,169,221,704,216,71,14,0,188,197,saab
107,53,108,211,63,11,219,31,25,168,228,704,198,69,10,21,190,203,saab
89,45,77,188,64,9,161,41,20,151,190,390,174,66,4,2,194,201,saab
90,36,57,130,57,6,121,56,17,127,137,216,132,68,22,23,190,195,saab
86,41,66,133,56,6,136,49,18,136,155,274,162,74,5,14,183,189,saab
111,50,103,199,60,11,211,31,24,156,223,663,188,68,9,9,190,200,saab
87,39,74,152,58,6,151,44,19,136,174,337,140,70,1,33,187,196,saab
84,36,75,136,55,6,140,48,18,125,166,290,138,71,4,36,189,195,saab
89,42,70,148,62,7,147,45,19,143,176,323,153,76,2,6,186,189,bus
87,43,65,127,56,8,149,46,19,143,169,322,171,85,6,3,180,182,bus
110,56,103,223,64,5,250,26,27,169,280,928,239,85,4,6,184,183,bus
111,58,105,183,51,6,265,26,29,174,285,1018,255,85,4,8,181,183,bus
83,46,73,137,59,6,148,45,19,146,167,327,183,75,8,0,185,191,bus
84,43,76,180,75,7,155,43,19,143,180,359,173,77,5,12,185,190,bus
104,52,94,208,66,5,208,31,24,161,227,666,218,76,11,4,193,191,bus
107,55,98,199,59,7,240,27,26,168,258,866,245,80,3,1,186,184,bus
81,43,68,148,64,7,150,45,19,144,175,330,171,80,1,2,182,185,bus
87,44,70,179,75,6,146,45,19,141,167,326,178,69,6,1,194,201,bus
82,43,73,158,68,7,151,44,19,145,181,337,173,80,2,17,183,188,bus
94,37,73,186,71,7,154,42,19,127,171,362,132,67,2,8,197,206,bus
107,55,103,167,49,7,252,27,28,172,269,904,239,83,5,30,179,186,bus
79,43,72,141,62,8,153,44,19,144,175,344,174,78,0,8,182,188,bus
89,40,76,188,76,7,150,44,19,136,174,342,148,72,3,8,193,197,bus
84,45,66,154,65,6,145,46,19,144,168,312,177,73,2,3,184,188,bus
86,45,66,126,57,8,148,46,19,145,170,321,186,86,0,7,179,182,bus
94,44,70,186,72,8,153,42,19,144,171,361,178,67,7,2,199,206,bus
98,38,72,192,69,5,166,38,20,131,189,427,138,70,1,3,200,202,bus
81,44,72,139,60,6,153,44,19,146,180,347,178,81,1,15,182,186,bus
85,43,66,120,54,5,148,46,19,145,168,320,174,87,8,2,179,181,bus
100,50,98,204,63,6,218,30,24,156,232,719,213,77,8,7,189,189,bus
98,38,70,186,68,6,164,39,20,136,189,413,129,71,3,17,200,203,bus
94,43,64,173,69,7,150,43,19,142,169,344,177,68,9,1,199,206,bus
86,45,70,122,56,7,148,45,19,144,170,324,186,84,9,5,180,183,bus
85,45,65,128,56,8,151,45,19,145,170,332,186,81,1,10,179,184,bus
104,49,89,168,54,4,212,31,24,153,238,682,198,78,1,23,190,189,bus
87,43,70,169,72,7,152,44,19,145,177,341,171,76,6,12,184,187,bus
98,49,84,219,74,7,190,34,22,154,208,558,209,74,4,7,195,195,bus
81,45,68,169,73,6,151,44,19,146,173,336,186,75,7,0,183,189,bus
95,43,71,159,64,6,145,45,19,141,169,322,171,67,8,4,195,200,bus
90,38,79,185,69,6,160,40,20,130,178,393,133,66,2,14,198,205,bus
106,54,105,164,48,5,247,27,27,165,269,891,243,84,12,1,181,182,bus
87,44,65,124,56,6,149,46,19,144,170,321,171,87,4,12,179,182,bus
91,40,76,171,67,7,149,44,19,135,169,332,144,68,4,17,192,200,bus
97,45,72,187,71,5,161,40,20,144,178,399,186,70,7,7,196,203,bus
100,51,89,199,65,6,201,32,23,159,219,622,205,74,6,7,193,193,bus
83,46,71,156,70,6,151,44,19,147,174,338,198,80,3,11,181,186,bus
85,42,59,132,58,7,149,46,19,144,166,320,172,83,8,4,179,182,bus
107,57,106,179,51,8,257,26,28,172,275,954,232,83,2,20,181,184,bus
96,36,74,183,70,6,149,43,19,127,178,341,127,69,0,17,201,205,bus
83,42,66,156,67,7,150,45,19,144,174,333,159,78,4,2,182,188,bus
86,42,65,125,54,7,150,45,19,140,171,327,172,85,2,8,180,182,bus
98,44,78,160,63,8,142,47,18,148,160,300,171,63,19,2,201,207,van
94,36,68,127,54,7,127,52,18,132,155,242,116,66,1,2,195,196,van
88,35,60,143,59,7,128,52,18,129,147,246,109,62,1,6,202,209,van
86,43,68,150,64,9,138,48,18,143,161,285,174,69,6,0,192,201,van
86,39,60,140,60,7,119,55,17,134,140,212,141,61,7,8,200,207,van
86,48,75,136,58,10,161,43,20,163,170,371,185,75,3,1,183,192,van
88,44,84,135,55,12,155,44,20,158,176,351,164,75,7,11,183,195,van
94,35,66,147,62,9,131,50,18,127,159,258,115,66,8,7,196,201,van
98,38,70,125,52,8,130,53,18,139,157,243,132,74,0,13,186,185,van
93,46,85,169,66,9,151,44,19,147,169,339,179,67,0,4,195,204,van
88,36,53,113,57,3,118,57,17,128,137,204,136,88,7,14,180,183,van
97,45,88,173,67,10,157,43,20,157,173,365,157,67,8,12,192,200,van
91,43,70,133,55,8,130,51,18,146,159,253,156,70,1,8,190,194,van
96,46,88,174,68,10,155,43,19,148,173,354,182,69,14,15,194,202,van
93,42,70,131,56,7,127,53,18,145,156,240,152,74,5,4,189,190,van
90,41,62,147,60,6,128,52,18,141,149,246,157,61,13,4,201,208,van
94,45,81,166,67,9,145,46,19,147,164,313,179,66,11,14,194,202,van
94,45,85,163,68,10,157,44,20,156,170,357,176,73,17,11,187,195,van
91,46,78,148,61,9,147,45,19,152,168,323,199,70,13,11,189,200,van
89,40,58,137,58,7,122,54,17,140,146,225,150,63,7,4,199,206,van
90,48,77,132,56,10,157,44,20,164,169,354,187,78,1,3,182,191,van
89,44,76,125,54,10,156,44,20,151,163,352,176,76,12,12,184,193,van
93,42,64,123,51,7,135,51,18,144,164,262,155,78,16,12,185,185,van
91,39,77,153,59,8,139,48,18,139,159,289,123,62,8,17,201,209,van
85,37,68,145,60,6,130,51,18,130,150,253,121,65,3,14,195,203,van
85,45,73,167,69,8,143,46,18,148,173,307,176,71,2,0,190,199,van
91,41,84,141,57,9,149,45,19,143,170,330,158,72,9,14,189,199,van
90,46,73,137,58,11,161,43,20,158,170,373,186,76,0,9,182,193,van
93,47,85,163,66,11,156,44,20,158,172,355,178,74,7,15,183,195,van
100,46,90,172,67,9,157,43,20,150,170,363,184,67,17,7,192,200,van
86,38,58,119,56,4,118,57,17,129,140,208,152,78,9,2,184,186,van
90,48,78,134,56,11,160,43,20,167,169,366,185,76,1,14,182,192,van
96,40,70,120,50,8,137,50,18,141,162,269,139,80,10,13,183,183,van
92,35,58,136,58,6,122,55,17,132,142,222,116,64,6,17,197,203,van
87,36,53,117,58,4,118,57,17,125,138,205,138,85,9,15,180,183,van
88,40,55,114,53,7,132,53,18,139,142,249,158,87,0,7,176,183,van
94,48,87,162,64,10,157,43,20,161,179,363,186,75,4,15,184,195,van
89,47,83,322,133,48,158,43,20,163,229,364,176,97,0,14,184,194,van
90,48,81,144,60,9,150,44,19,156,173,333,200,75,2,0,185,195,van
