@relation vehicle-weka.filters.supervised.instance.Resample-B0.0-S1-Z90.0-no-replacement-V

@attribute COMPACTNESS numeric
@attribute CIRCULARITY numeric
@attribute 'DISTANCE CIRCULARITY' numeric
@attribute 'RADIUS RATIO' numeric
@attribute 'PR.AXIS ASPECT RATIO' numeric
@attribute 'MAX.LENGTH ASPECT RATIO' numeric
@attribute 'SCATTER RATIO' numeric
@attribute ELONGATEDNESS numeric
@attribute 'PR.AXIS RECTANGULARITY' numeric
@attribute 'MAX.LENGTH RECTANGULARITY' numeric
@attribute 'SCALED VARIANCE_MAJOR' numeric
@attribute 'SCALED VARIANCE_MINOR' numeric
@attribute 'SCALED RADIUS OF GYRATION' numeric
@attribute 'SKEWNESS ABOUT_MAJOR' numeric
@attribute 'SKEWNESS ABOUT_MINOR' numeric
@attribute 'KURTOSIS ABOUT_MAJOR' numeric
@attribute 'KURTOSIS ABOUT_MINOR' numeric
@attribute 'HOLLOWS RATIO' numeric
@attribute Class {opel,saab,bus,van}

@data
101,48,85,191,60,11,175,38,21,153,192,458,187,62,5,22,197,210,saab
100,52,104,189,59,10,208,32,24,163,220,642,197,70,1,22,187,198,saab
103,51,105,174,56,11,210,32,24,163,222,650,222,73,8,9,187,196,saab
98,38,78,191,65,8,169,39,20,136,197,430,141,67,9,20,192,199,saab
94,38,88,179,60,7,170,39,21,131,188,435,144,66,2,28,195,204,saab
112,50,110,186,56,11,214,31,24,159,232,676,203,71,18,27,191,202,saab
98,39,81,191,64,9,166,40,20,138,184,415,131,62,8,19,197,205,saab
105,54,108,234,70,12,215,31,24,168,226,687,228,68,4,22,189,201,saab
86,36,77,165,60,7,150,45,19,128,174,331,131,66,0,32,196,203,saab
93,39,86,180,59,9,167,39,20,134,186,418,129,63,6,17,197,204,saab
90,34,66,158,59,7,140,47,18,124,165,298,117,61,1,3,201,207,saab
108,53,103,202,64,10,220,30,25,168,224,711,214,73,11,10,188,199,saab
106,54,103,161,47,4,247,27,27,166,266,892,242,85,4,11,181,183,bus
109,52,95,189,58,4,227,29,25,158,262,776,217,82,0,19,187,186,bus
97,43,73,173,65,6,153,42,19,143,176,361,172,66,13,1,200,204,bus
85,43,66,121,54,7,150,46,19,147,169,324,175,87,0,5,179,182,bus
85,45,70,130,58,8,151,45,19,146,171,334,187,79,2,5,181,186,bus
84,42,76,156,64,7,151,44,19,143,179,339,157,75,0,20,187,193,bus
88,44,70,151,61,8,143,46,18,143,163,311,173,68,7,8,196,203,bus
100,36,73,199,73,6,162,40,20,127,189,401,125,72,6,19,200,204,bus
87,39,70,148,61,7,143,46,18,136,164,307,141,69,1,2,192,199,bus
96,47,77,204,72,6,167,38,20,150,188,429,182,69,6,16,199,203,bus
85,42,59,132,58,7,149,46,19,144,166,320,172,83,8,4,179,182,bus
88,40,73,173,68,7,150,44,19,137,174,341,151,69,2,20,196,200,bus
106,54,100,227,67,4,250,27,27,162,280,923,262,88,5,11,182,182,bus
96,46,70,194,70,6,167,39,20,148,183,427,171,69,17,10,200,203,bus
89,41,76,183,73,7,157,42,19,136,181,373,153,74,8,12,191,195,bus
83,42,66,156,67,7,150,45,19,144,174,333,159,78,4,2,182,188,bus
97,38,75,188,68,6,171,37,20,129,199,450,137,74,2,6,197,199,bus
85,42,64,121,55,7,149,46,19,146,167,323,172,85,1,6,179,182,bus
85,43,69,141,62,7,152,44,19,145,178,341,179,84,1,4,181,184,bus
81,44,68,120,53,6,151,45,19,147,170,333,178,86,4,5,179,183,bus
78,43,70,147,65,8,147,46,19,145,169,319,168,77,1,12,181,186,bus
91,42,66,169,66,7,145,44,19,140,169,325,159,67,4,0,201,207,bus
94,45,85,163,68,10,157,44,20,156,170,357,176,73,17,11,187,195,van
96,39,77,160,62,8,140,47,18,150,161,294,124,62,15,3,201,208,van
89,42,89,147,61,11,151,44,19,145,170,338,163,72,11,23,187,199,van
91,41,64,148,61,8,129,51,18,142,161,249,153,68,6,12,194,201,van
88,34,58,140,59,6,127,52,18,130,148,243,113,63,4,10,199,206,van
86,36,70,143,61,9,133,50,18,130,153,266,127,66,2,10,194,202,van
94,43,82,136,54,10,155,43,19,149,176,359,161,74,1,6,186,197,van
88,36,53,113,57,3,118,57,17,128,137,204,136,88,7,14,180,183,van
90,47,85,145,58,9,152,44,19,155,175,345,184,73,4,2,186,197,van
87,40,81,162,68,10,146,46,19,139,167,317,157,70,0,13,189,199,van
89,40,77,159,65,9,144,46,19,141,168,314,143,70,0,5,190,200,van
95,46,76,162,66,11,162,42,20,155,175,381,172,74,8,4,184,193,van
89,40,60,131,56,6,118,56,17,137,143,209,153,65,10,8,193,199,van
90,46,75,133,55,11,160,43,20,161,173,369,171,77,0,16,182,192,van
84,37,70,145,62,9,136,48,18,134,159,280,140,68,11,9,194,202,van
89,46,78,150,63,11,160,43,20,160,170,367,176,73,5,9,185,194,van
94,48,87,162,64,10,157,43,20,161,179,363,186,75,4,15,184,195,van
92,41,66,125,52,7,139,50,18,143,160,275,161,81,7,19,182,184,van
98,39,68,121,49,7,134,51,18,142,164,261,134,75,4,1,186,186,van
89,44,76,125,54,10,156,44,20,151,163,352,176,76,12,12,184,193,van
