@relation vehicle-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement

@attribute COMPACTNESS numeric
@attribute CIRCULARITY numeric
@attribute 'DISTANCE CIRCULARITY' numeric
@attribute 'RADIUS RATIO' numeric
@attribute 'PR.AXIS ASPECT RATIO' numeric
@attribute 'MAX.LENGTH ASPECT RATIO' numeric
@attribute 'SCATTER RATIO' numeric
@attribute ELONGATEDNESS numeric
@attribute 'PR.AXIS RECTANGULARITY' numeric
@attribute 'MAX.LENGTH RECTANGULARITY' numeric
@attribute 'SCALED VARIANCE_MAJOR' numeric
@attribute 'SCALED VARIANCE_MINOR' numeric
@attribute 'SCALED RADIUS OF GYRATION' numeric
@attribute 'SKEWNESS ABOUT_MAJOR' numeric
@attribute 'SKEWNESS ABOUT_MINOR' numeric
@attribute 'KURTOSIS ABOUT_MAJOR' numeric
@attribute 'KURTOSIS ABOUT_MINOR' numeric
@attribute 'HOLLOWS RATIO' numeric
@attribute Class {opel,saab,bus,van}

@data
99,50,88,204,64,10,185,35,22,159,209,517,193,66,12,11,194,201,opel
91,45,75,154,57,6,150,44,19,146,170,335,180,66,16,2,193,198,opel
107,45,92,197,62,10,188,35,22,148,202,526,159,64,12,20,195,203,opel
81,38,53,123,58,6,134,51,18,128,147,259,148,83,10,6,177,184,opel
108,55,105,230,68,11,218,30,24,171,228,709,210,69,14,4,190,197,opel
106,49,107,194,57,11,214,31,24,161,224,670,172,67,0,39,192,206,opel
97,55,103,197,63,11,215,31,24,172,219,677,219,75,5,24,185,194,opel
88,36,78,160,62,6,140,48,18,123,161,287,129,66,4,35,194,202,opel
85,40,66,121,52,4,152,44,19,133,170,340,163,87,13,3,180,183,opel
95,42,96,197,65,9,178,37,21,141,199,474,149,67,1,29,193,200,opel
100,49,96,206,63,9,186,35,22,156,202,519,176,62,3,5,197,205,opel
97,50,108,211,65,10,214,31,24,156,232,683,218,72,7,29,188,197,opel
107,52,103,186,57,11,214,31,24,162,217,676,189,66,6,5,189,198,opel
90,39,86,169,62,7,162,41,20,131,194,388,147,74,1,22,185,191,opel
97,59,108,227,70,11,224,30,25,186,225,732,218,70,10,25,186,198,opel
77,38,75,144,59,6,147,46,19,132,167,315,136,80,16,20,181,187,opel
82,39,86,140,54,7,153,45,19,134,174,338,139,71,11,18,183,189,opel
90,36,78,179,64,8,157,42,19,126,182,367,142,66,1,20,192,198,opel
92,46,82,170,58,8,165,40,20,149,181,409,164,61,8,11,200,208,opel
107,52,101,218,64,11,202,33,23,164,219,610,192,65,17,2,197,206,opel
86,41,66,129,55,7,135,50,18,136,154,266,165,74,3,4,180,187,opel
91,41,93,197,65,9,183,36,21,137,202,504,153,66,11,24,193,200,opel
91,52,98,196,62,9,193,34,22,161,216,562,244,69,3,1,190,199,opel
98,58,101,208,65,12,226,30,25,182,225,748,216,71,6,1,185,196,opel
102,54,101,190,58,10,222,30,25,171,224,728,203,71,13,6,189,198,opel
87,45,82,164,60,8,156,42,19,144,181,366,174,70,2,2,190,196,opel
85,38,63,130,55,7,122,55,17,130,137,219,144,64,20,8,195,201,opel
101,55,105,182,59,10,215,31,24,177,221,678,223,74,12,26,186,195,opel
97,46,94,209,67,10,195,34,22,147,224,573,194,70,0,14,188,197,opel
99,55,101,206,62,13,222,30,25,180,225,722,213,71,2,3,186,196,opel
96,55,103,201,65,9,204,32,23,166,227,624,246,74,6,2,186,194,opel
98,55,108,168,53,11,224,30,25,178,231,737,217,73,8,30,187,198,opel
105,55,96,181,56,9,219,30,25,175,231,713,216,74,4,5,187,194,opel
84,38,66,138,62,6,126,54,18,132,144,232,139,70,4,7,185,190,opel
85,37,80,158,59,8,153,44,19,126,179,348,136,69,6,21,191,197,opel
93,35,78,162,60,8,150,45,19,125,172,331,137,67,2,33,191,198,opel
104,54,91,209,67,11,218,31,24,170,223,697,196,74,4,21,187,196,opel
78,36,60,116,56,6,123,55,17,124,141,221,121,78,3,16,178,185,opel
95,57,104,228,74,10,212,31,24,175,224,670,223,74,0,4,186,193,opel
86,44,77,155,60,7,152,44,19,141,174,345,161,72,9,0,187,192,opel
96,48,83,177,59,8,171,39,21,152,195,438,196,67,15,0,195,201,opel
101,52,105,162,53,10,212,31,24,163,226,669,204,74,12,11,186,194,opel
100,45,100,209,65,8,201,32,23,147,231,611,189,72,5,5,189,195,opel
80,39,60,122,56,6,139,49,18,131,151,281,142,80,0,5,179,186,opel
89,42,75,140,55,6,145,46,19,139,170,312,166,71,15,26,191,198,opel
91,35,66,159,59,7,147,45,19,131,169,322,123,64,1,1,197,203,opel
86,36,66,128,57,8,131,52,18,127,148,252,139,76,5,27,183,187,opel
86,39,84,149,57,8,156,43,20,133,185,358,157,74,0,23,183,190,opel
104,52,101,206,62,10,198,33,23,161,207,587,204,64,2,5,195,204,opel
98,47,109,202,59,11,199,34,23,154,207,586,165,61,1,33,194,208,saab
97,53,105,225,71,12,221,30,25,167,226,713,202,70,3,20,186,200,saab
89,47,83,169,61,8,164,40,20,150,189,402,190,72,7,10,187,193,saab
105,54,106,215,68,10,208,32,24,166,217,640,218,69,14,23,189,199,saab
94,43,69,161,59,7,152,43,19,143,175,349,187,67,12,11,193,198,saab
92,45,76,162,57,7,159,41,20,147,184,381,177,69,8,10,190,195,saab
109,54,103,220,66,11,214,31,24,167,229,677,212,70,1,23,188,201,saab
96,37,74,187,68,8,159,42,20,134,183,378,134,69,3,16,190,197,saab
78,38,63,115,51,6,142,47,19,130,162,299,146,77,2,4,181,185,saab
106,52,101,213,64,11,201,33,23,158,214,607,204,65,2,4,192,204,saab
97,44,96,195,63,9,185,36,22,144,202,512,165,66,4,8,191,199,saab
89,48,85,189,64,8,169,39,20,153,188,427,190,64,16,5,195,201,saab
79,38,55,120,55,5,142,48,19,128,153,295,145,81,4,2,180,183,saab
104,54,100,186,61,10,216,31,24,173,225,686,220,74,5,11,185,195,saab
91,43,72,142,56,7,149,45,19,140,168,327,165,72,13,23,186,191,saab
110,53,104,223,66,10,211,32,24,164,223,659,210,67,5,16,190,203,saab
106,54,101,222,67,12,222,30,25,173,228,721,200,70,3,4,187,201,saab
97,42,101,186,59,9,186,36,22,138,208,511,168,67,7,41,194,206,saab
104,52,100,191,59,9,197,33,23,158,218,583,234,70,10,10,191,198,saab
85,40,72,139,59,5,132,50,18,135,159,260,150,68,3,9,191,195,saab
89,35,52,121,57,4,122,55,17,125,139,220,128,82,5,13,181,184,saab
89,38,82,156,59,8,153,43,19,129,179,351,137,70,1,1,187,192,saab
90,39,85,160,59,7,163,41,20,131,189,396,158,71,7,13,186,192,saab
97,41,88,184,59,9,175,38,21,140,192,459,147,63,1,5,196,205,saab
99,43,89,195,63,8,186,35,22,144,210,521,166,68,6,13,191,199,saab
98,51,96,203,66,10,188,35,22,157,207,533,231,68,10,1,191,199,saab
110,51,104,191,57,12,213,31,24,162,226,674,190,68,18,2,191,199,saab
93,51,90,209,69,8,183,36,22,156,211,506,230,70,6,1,189,196,saab
93,47,88,200,66,7,173,38,21,151,197,452,205,66,0,3,195,202,saab
111,53,108,211,61,11,207,32,23,167,217,636,216,64,21,2,196,205,saab
93,39,86,180,59,9,167,39,20,134,186,418,129,63,6,17,197,204,saab
109,54,103,205,63,11,222,30,25,175,229,720,213,71,6,14,187,200,saab
115,51,100,201,60,12,196,34,23,162,207,573,184,62,22,1,198,208,saab
93,43,76,149,57,7,149,44,19,143,172,335,176,69,14,0,189,194,saab
83,36,54,119,57,6,128,53,18,125,143,238,139,82,6,3,179,183,saab
91,39,72,133,55,7,146,46,19,132,170,314,149,77,9,18,184,189,saab
97,44,95,202,66,9,188,35,22,144,216,526,175,72,15,11,190,197,saab
98,42,90,192,61,9,178,37,21,144,189,480,138,61,3,8,199,208,saab
108,49,103,200,62,10,206,32,23,155,227,635,215,72,6,16,189,198,saab
106,52,108,207,64,12,221,31,25,168,229,709,200,73,22,38,190,205,saab
96,41,69,153,56,7,141,47,18,141,162,297,169,61,11,8,202,209,saab
101,56,101,231,72,10,217,31,24,171,232,698,216,72,2,6,187,197,saab
101,51,98,194,60,10,195,34,22,161,219,572,219,67,0,10,192,201,saab
93,44,98,197,62,11,183,36,22,146,202,505,152,64,4,14,195,204,saab
88,45,82,155,56,8,154,43,19,149,180,357,170,69,3,0,188,193,saab
111,50,103,199,60,11,211,31,24,156,223,663,188,68,9,9,190,200,saab
103,46,106,209,66,10,203,33,23,149,217,612,210,70,9,10,191,199,saab
104,51,108,193,59,11,217,31,24,163,232,694,203,72,15,22,190,201,saab
101,51,112,201,59,11,214,32,24,162,223,667,194,65,0,36,190,206,saab
112,50,104,197,58,11,208,32,24,159,223,639,186,67,15,22,191,202,saab
90,36,57,130,57,6,121,56,17,127,137,216,132,68,22,23,190,195,saab
89,45,77,188,64,9,161,41,20,151,190,390,174,66,4,2,194,201,saab
92,37,86,167,60,7,158,42,20,131,181,373,144,68,9,21,190,196,saab
105,51,105,197,60,11,191,35,22,162,207,545,194,64,18,4,196,205,saab
89,38,80,169,59,7,161,41,20,131,186,389,137,68,5,15,192,197,saab
82,37,59,134,63,7,135,51,18,128,151,264,143,82,11,24,179,185,saab
87,38,71,123,53,8,137,49,18,127,158,277,145,75,0,9,181,186,saab
86,41,64,148,61,5,150,45,19,138,165,333,173,80,5,8,182,185,saab
91,45,79,176,59,9,163,40,20,148,184,404,179,62,0,10,199,208,saab
107,53,108,213,64,12,206,32,23,163,216,627,202,65,21,22,194,205,saab
93,34,72,144,56,6,133,50,18,123,158,263,125,63,5,20,200,206,saab
82,36,51,114,53,4,135,50,18,126,150,268,144,86,15,4,181,182,saab
108,53,103,202,64,10,220,30,25,168,224,711,214,73,11,10,188,199,saab
93,39,87,183,64,8,169,40,20,134,200,422,149,72,7,25,188,195,saab
91,39,83,170,60,8,172,38,21,134,197,445,152,72,0,10,188,194,saab
98,49,84,219,74,7,190,34,22,154,208,558,209,74,4,7,195,195,bus
86,42,65,125,54,7,150,45,19,140,171,327,172,85,2,8,180,182,bus
81,46,71,130,56,7,153,44,19,149,172,342,191,81,3,14,180,186,bus
94,45,72,179,69,6,156,41,19,144,181,373,191,69,5,5,193,198,bus
98,46,77,199,71,7,166,39,20,150,184,422,180,69,13,9,200,203,bus
91,46,75,185,75,7,154,42,19,147,178,362,192,72,8,8,192,199,bus
87,39,70,148,61,7,143,46,18,136,164,307,141,69,1,2,192,199,bus
92,39,76,180,71,6,152,43,19,131,179,350,143,72,6,14,195,200,bus
85,43,66,130,57,6,151,45,19,143,173,333,168,86,4,9,180,183,bus
92,37,75,191,71,6,161,40,20,128,180,393,135,69,1,14,195,202,bus
103,52,103,170,52,7,236,28,26,160,254,816,250,82,3,23,183,184,bus
99,41,77,197,69,6,177,36,21,139,202,485,151,72,4,10,198,199,bus
111,58,105,183,51,6,265,26,29,174,285,1018,255,85,4,8,181,183,bus
106,54,103,161,47,4,247,27,27,166,266,892,242,85,4,11,181,183,bus
83,46,68,139,59,6,150,44,19,146,172,336,183,74,5,3,185,191,bus
87,44,65,124,56,6,149,46,19,144,170,321,171,87,4,12,179,182,bus
87,43,70,169,72,7,152,44,19,145,177,341,171,76,6,12,184,187,bus
106,54,105,164,48,5,247,27,27,165,269,891,243,84,12,1,181,182,bus
83,46,73,137,59,6,148,45,19,146,167,327,183,75,8,0,185,191,bus
114,57,102,181,52,6,257,26,28,169,287,968,261,85,2,21,182,184,bus
98,46,88,191,63,6,192,34,22,147,215,563,174,73,2,26,194,197,bus
106,54,100,227,67,4,250,27,27,162,280,923,262,88,5,11,182,182,bus
85,42,66,120,53,7,149,45,19,145,173,325,163,85,5,4,180,182,bus
93,47,84,205,71,7,176,36,21,152,190,476,201,70,7,19,198,201,bus
82,43,73,154,65,7,151,44,19,143,178,341,160,76,5,11,185,189,bus
87,42,60,116,51,6,150,46,19,141,169,324,171,85,2,14,178,182,bus
86,47,75,165,68,6,154,43,19,146,176,356,190,74,7,3,188,194,bus
86,45,66,126,57,8,148,46,19,145,170,321,186,86,0,7,179,182,bus
102,45,85,193,64,6,192,33,22,146,217,570,163,76,6,7,195,193,bus
96,43,82,161,55,5,186,34,22,141,215,534,162,75,0,6,195,196,bus
81,47,69,146,64,6,151,44,19,147,171,340,195,75,5,0,183,188,bus
84,47,75,153,64,6,154,43,19,145,175,354,184,75,0,3,185,192,bus
96,37,74,199,74,5,165,39,20,128,188,419,136,72,1,3,196,200,bus
84,44,65,128,55,8,150,46,19,148,169,325,176,82,1,11,179,183,bus
90,41,71,169,68,7,150,44,19,138,175,336,157,71,3,18,192,197,bus
113,57,109,194,56,6,260,26,28,175,288,982,261,85,11,21,182,183,bus
94,43,64,173,69,7,150,43,19,142,169,344,177,68,9,1,199,206,bus
93,49,79,180,65,7,173,37,21,158,189,463,194,70,5,10,197,202,bus
87,43,65,127,56,8,149,46,19,143,169,322,171,85,6,3,180,182,bus
95,43,71,159,64,6,145,45,19,141,169,322,171,67,8,4,195,200,bus
85,44,66,125,58,6,148,45,19,145,170,323,185,84,8,1,180,183,bus
107,55,98,199,59,7,240,27,26,168,258,866,245,80,3,1,186,184,bus
85,45,65,128,56,8,151,45,19,145,170,332,186,81,1,10,179,184,bus
81,44,72,139,60,6,153,44,19,146,180,347,178,81,1,15,182,186,bus
99,51,92,203,65,5,209,31,24,159,232,671,214,78,5,11,191,189,bus
84,43,70,123,54,8,151,45,19,146,173,332,176,81,1,12,181,184,bus
86,46,73,125,57,6,151,45,19,147,170,334,188,82,9,11,180,184,bus
82,43,71,154,68,7,150,45,19,143,171,330,173,78,7,11,181,186,bus
101,53,91,194,65,6,204,32,23,161,231,636,214,78,5,14,192,192,bus
95,47,73,195,70,7,167,38,20,152,184,430,185,69,9,19,200,206,bus
83,42,66,156,67,7,150,45,19,144,174,333,159,78,4,2,182,188,bus
106,53,98,154,47,4,237,28,26,164,263,838,222,82,4,17,185,184,bus
85,42,66,120,53,7,149,46,19,143,169,321,160,85,10,7,180,182,bus
109,55,102,169,51,6,241,27,26,165,265,870,247,84,10,11,184,183,bus
85,44,70,205,103,52,149,45,19,144,241,325,188,127,9,11,180,183,bus
85,45,70,130,58,8,151,45,19,146,171,334,187,79,2,5,181,186,bus
86,44,70,140,64,6,148,45,19,145,170,322,185,82,10,1,181,183,bus
84,45,68,148,64,6,146,46,19,142,168,317,180,75,5,1,183,187,bus
84,43,76,180,75,7,155,43,19,143,180,359,173,77,5,12,185,190,bus
97,38,75,188,68,6,171,37,20,129,199,450,137,74,2,6,197,199,bus
110,56,103,223,64,5,250,26,27,169,280,928,239,85,4,6,184,183,bus
107,57,102,184,55,7,234,28,26,171,243,822,229,77,7,11,187,187,bus
80,44,68,120,53,8,151,45,19,146,170,333,190,80,4,16,180,185,bus
85,43,66,123,56,6,148,46,19,145,166,319,171,85,6,11,179,182,bus
98,38,72,192,69,5,166,38,20,131,189,427,138,70,1,3,200,202,bus
87,42,64,150,64,10,133,50,18,142,157,264,159,67,7,1,193,201,van
89,42,66,125,53,7,131,51,18,144,162,254,162,73,10,17,188,191,van
92,40,62,144,59,8,127,52,17,139,149,241,150,62,13,1,204,210,van
86,35,44,110,54,2,119,57,17,121,139,208,137,90,6,1,180,183,van
88,43,84,136,55,11,154,44,19,150,174,350,164,73,6,2,185,196,van
92,38,60,130,62,5,114,58,17,132,135,194,137,72,14,5,190,194,van
87,40,81,162,68,10,146,46,19,139,167,317,157,70,0,13,189,199,van
97,45,91,161,63,10,151,45,19,148,166,334,171,65,18,20,197,205,van
85,45,80,154,64,9,147,45,19,148,169,324,174,71,1,4,188,199,van
96,46,88,174,68,10,155,43,19,148,173,354,182,69,14,15,194,202,van
91,39,82,164,68,10,143,46,19,137,164,308,158,68,13,9,191,201,van
90,47,85,149,60,10,155,43,19,155,179,355,186,75,1,5,185,196,van
93,42,70,131,56,7,127,53,18,145,156,240,152,74,5,4,189,190,van
83,40,59,116,53,7,132,52,18,137,145,250,157,84,12,6,177,183,van
92,40,66,111,48,7,139,50,19,140,159,277,148,85,12,19,182,183,van
89,42,89,147,61,11,151,44,19,145,170,338,163,72,11,23,187,199,van
89,45,81,246,102,43,155,44,20,160,200,347,177,90,9,17,183,192,van
89,44,76,125,54,10,156,44,20,151,163,352,176,76,12,12,184,193,van
94,37,72,146,60,9,133,50,18,135,161,262,128,69,2,7,192,195,van
89,46,74,135,59,9,157,44,20,158,170,356,177,79,12,3,184,191,van
95,43,76,142,57,10,151,44,19,149,173,339,159,71,2,23,187,200,van
97,47,87,164,64,9,156,43,20,149,173,359,182,68,1,13,192,202,van
86,43,68,150,64,9,138,48,18,143,161,285,174,69,6,0,192,201,van
94,48,87,162,64,10,157,43,20,161,179,363,186,75,4,15,184,195,van
96,45,87,169,67,10,154,44,19,149,167,351,174,67,9,8,192,201,van
97,41,62,133,56,7,130,52,18,143,158,247,157,78,5,7,184,186,van
91,46,78,148,61,9,147,45,19,152,168,323,199,70,13,11,189,200,van
86,34,62,140,61,7,122,54,17,127,141,223,112,64,2,14,200,208,van
90,46,75,133,55,11,160,43,20,161,173,369,171,77,0,16,182,192,van
90,42,63,144,59,7,131,50,18,142,154,259,162,65,15,3,197,204,van
92,41,66,125,52,7,139,50,18,143,160,275,161,81,7,19,182,184,van
93,41,75,124,51,7,140,49,18,141,164,284,149,77,5,15,184,185,van
93,47,85,161,65,12,155,43,19,157,179,354,178,76,2,9,184,196,van
95,42,85,174,66,9,153,44,19,144,168,347,150,65,11,5,196,204,van
83,45,73,161,68,8,142,46,18,144,169,305,179,71,10,3,191,199,van
85,35,64,129,57,6,116,57,17,125,138,200,123,65,1,23,196,203,van
90,46,80,143,62,11,159,43,20,156,169,366,186,74,17,7,185,193,van
98,38,66,130,55,7,130,51,18,138,160,251,123,69,3,12,191,194,van
86,44,78,164,68,9,142,46,18,147,168,305,171,70,1,11,190,201,van
92,40,82,163,63,9,146,45,19,140,165,319,137,64,9,0,199,206,van
89,40,60,131,56,6,118,56,17,137,143,209,153,65,10,8,193,199,van
86,38,58,119,56,4,118,57,17,129,140,208,152,78,9,2,184,186,van
93,40,73,139,58,6,136,49,18,138,166,275,137,73,0,0,187,188,van
85,35,47,110,55,3,117,57,17,122,136,203,139,89,5,9,180,184,van
89,47,80,131,54,11,160,43,20,163,175,369,174,77,1,7,182,193,van
98,39,68,121,49,7,134,51,18,142,164,261,134,75,4,1,186,186,van
89,38,74,138,59,7,136,49,18,133,167,278,128,72,7,7,189,193,van
94,49,87,137,54,11,158,43,20,162,178,366,186,75,5,5,183,194,van
94,43,82,136,54,10,155,43,19,149,176,359,161,74,1,6,186,197,van
88,42,64,151,62,8,130,51,18,142,150,253,161,63,3,2,203,210,van
89,37,51,111,54,5,120,56,17,127,138,213,147,82,7,4,181,183,van
90,44,69,152,64,7,135,49,18,145,165,272,162,75,3,2,187,191,van
93,46,85,169,66,9,151,44,19,147,169,339,179,67,0,4,195,204,van
98,39,68,136,56,8,131,52,18,144,159,251,134,72,4,10,186,187,van
85,45,73,167,69,8,143,46,18,148,173,307,176,71,2,0,190,199,van
93,43,85,133,54,10,155,44,19,153,174,351,165,75,12,13,184,196,van
93,36,63,139,57,8,132,50,18,136,158,260,121,67,3,27,193,201,van
88,35,60,143,59,7,128,52,18,129,147,246,109,62,1,6,202,209,van
93,45,83,142,56,10,157,43,20,155,180,364,188,75,1,21,184,197,van
